Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI401276|HA|B/Beijing-Chaoyang/1943/2012|EPI_ISL_131199|B,0.003419,0.003431,0.000012
EPI406170|HA|B/GUNMA/19/2012|EPI_ISL_132211|B,0.005128,0.005170,0.000042
EPI406957|HA|B/Bangkok/282/2012|EPI_ISL_132487|B,0.005128,0.005194,0.000066
EPI408664|HA|B/Prachuapkhirikhan/78/2012|EPI_ISL_133081|B,0.006838,0.006936,0.000099
EPI408678|HA|B/Bangladesh/8007/2012|EPI_ISL_133088|B,0.005128,0.005177,0.000048
EPI413192|HA|B/Laos/I612/2012|EPI_ISL_133550|B,0.008547,0.008652,0.000105
EPI413196|HA|B/Laos/O020/2012|EPI_ISL_133554|B,0.006838,0.006891,0.000053
EPI413200|HA|B/OKINAWA/38/2012|EPI_ISL_133558|B,0.003419,0.003444,0.000025
EPI413204|HA|B/Laos/I418/2012|EPI_ISL_133562|B,0.005128,0.005157,0.000029
EPI413203|HA|B/NAGANO/3470/2012|EPI_ISL_133561|B,0.005128,0.005135,0.000006
EPI417330|HA|B/BANGKOK/29/2012|EPI_ISL_134483|B,0.005128,0.005156,0.000028
EPI417749|HA|B/Jordan/30014/2012|EPI_ISL_134619|B,0.003419,0.003429,0.000010
EPI422687|HA|B/Jiangsu-Hailing/1740/2012|EPI_ISL_135847|B,0.005128,0.005180,0.000052
EPI422700|HA|B/Pakistan/1009/2012|EPI_ISL_135851|B,0.005128,0.005190,0.000062
EPI422690|HA|B/Jiangsu-Tianning/1502/2012|EPI_ISL_135848|B,0.003419,0.003444,0.000025
EPI431334|HA|B/Hong_Kong/3608/2012|EPI_ISL_137204|B,0.000000,0.000001,0.000001
EPI431352|HA|B/Jordan/30465/2012|EPI_ISL_137213|B,0.003419,0.003430,0.000011
EPI431465|HA|B/AICHI/48/2012|EPI_ISL_137257|B,0.006838,0.006904,0.000067
EPI439257|HA|B/Laos/992/2012|EPI_ISL_137524|B,0.008547,0.008685,0.000138
EPI378062|HA|B/Oman/65/2012|EPI_ISL_105782|B,0.005128,0.005146,0.000017
EPI356970|HA|B/WAKAYAMA/2/2012|EPI_ISL_106359|B,0.005128,0.005156,0.000028
EPI356972|HA|B/MIE/1/2012|EPI_ISL_106361|B,0.003419,0.003428,0.000009
EPI356977|HA|B/KOBE/298/2012|EPI_ISL_106366|B,0.006838,0.006876,0.000038
EPI356982|HA|B/YOKOHAMA/4/2012|EPI_ISL_106371|B,0.005128,0.005156,0.000028
EPI356981|HA|B/MIE/5/2012|EPI_ISL_106370|B,0.005128,0.005159,0.000031
EPI356984|HA|B/HYOGO/2014/2012|EPI_ISL_106373|B,0.003419,0.003453,0.000035
EPI445758|HA|B/Laos/I999/2012|EPI_ISL_140287|B,0.008547,0.008721,0.000174
EPI445967|HA|B/Tehran/1236/2012|EPI_ISL_140382|B,0.003419,0.003439,0.000020
EPI450353|HA|B/PHILIPPINES/15/2012|EPI_ISL_141577|B,0.001718,0.001720,0.000001
EPI460636|HA|B/Tehran/1236/2012|EPI_ISL_143607|B,0.005128,0.005166,0.000038
EPI580451|HA|B/Vietnam/13V_B-1/2012|EPI_ISL_176843|B,0.005128,0.005177,0.000048
EPI904280|HA|B/Georgia/741/2012|EPI_ISL_246827|B,0.005128,0.005141,0.000013
EPI904279|HA|B/Georgia/655/2012|EPI_ISL_246826|B,0.005128,0.005201,0.000072
EPI904304|HA|B/Hong_Kong/3534/2012|EPI_ISL_246851|B,0.006838,0.006970,0.000132
EPI904301|HA|B/Hong_Kong/3496/2012|EPI_ISL_246848|B,0.008547,0.008709,0.000162
EPI904305|HA|B/Hong_Kong/3546/2012|EPI_ISL_246852|B,0.005128,0.005184,0.000055
EPI904404|HA|B/Jordan/20440/2012|EPI_ISL_246951|B,0.005128,0.005166,0.000038
EPI367627|HA|B/GUNMA/7/2012|EPI_ISL_116149|B,0.003419,0.003443,0.000024
EPI367625|HA|B/NIIGATA/138/2012|EPI_ISL_116148|B,0.006838,0.006860,0.000023
EPI368401|HA|B/Hubei-Jiangan/12/2012|EPI_ISL_117034|B,0.008547,0.008695,0.000148
EPI375600|HA|B/OSAKA-C/1003/2012|EPI_ISL_121255|B,0.003419,0.003423,0.000004
EPI375598|HA|B/YOKOHAMA/35/2012|EPI_ISL_121254|B,0.008547,0.008656,0.000109
EPI377212|HA|B/KUMAMOTO-C/9/2012|EPI_ISL_121869|B,0.005128,0.005189,0.000061
EPI377210|HA|B/KUMAMOTO/4/2012|EPI_ISL_121868|B,0.005128,0.005144,0.000016
EPI377214|HA|B/KOBE/374/2012|EPI_ISL_121870|B,0.003419,0.003430,0.000011
EPI378244|HA|B/Laos/I008/2012|EPI_ISL_122183|B,0.006838,0.006922,0.000085
EPI378243|HA|B/TOYAMA/13/2012|EPI_ISL_122182|B,0.006838,0.006895,0.000058
EPI378248|HA|B/Laos/I071/2012|EPI_ISL_122187|B,0.006838,0.006924,0.000086
EPI378250|HA|B/Laos/I117/2012|EPI_ISL_122189|B,0.006838,0.006892,0.000054
EPI378251|HA|B/Laos/I118/2012|EPI_ISL_122190|B,0.006838,0.006877,0.000039
EPI378254|HA|B/SHIMANE/16/2012|EPI_ISL_122192|B,0.003419,0.003428,0.000009
EPI378258|HA|B/CHIBA-C/25/2012|EPI_ISL_122194|B,0.003419,0.003430,0.000011
EPI378473|HA|B/SENDAI/20/2012|EPI_ISL_122329|B,0.005128,0.005146,0.000018
EPI378485|HA|B/HYOGO/3041/2012|EPI_ISL_122335|B,0.003419,0.003428,0.000009
EPI378495|HA|B/Taiwan/1353/2012|EPI_ISL_122340|B,0.008547,0.008660,0.000113
EPI379548|HA|B/MALAYSIA/269/2012|EPI_ISL_122589|B,0.006838,0.006907,0.000070
EPI379553|HA|B/NONTHABURI/45/2012|EPI_ISL_122591|B,0.005128,0.005181,0.000053
EPI379551|HA|B/MALAYSIA/346/2012|EPI_ISL_122590|B,0.008547,0.008667,0.000120
EPI379599|HA|B/MALAYSIA/212/2012|EPI_ISL_122602|B,0.006838,0.006924,0.000087
EPI387449|HA|B/Georgia/498/2012|EPI_ISL_125838|B,0.006838,0.006879,0.000041
EPI387724|HA|B/Bangladesh/6704/2012|EPI_ISL_125888|B,0.003419,0.003422,0.000003
EPI387736|HA|B/Taiwan/1366/2012|EPI_ISL_125892|B,0.008547,0.008635,0.000088
EPI2474362|HA|B/Hanoi/EL560/2012|EPI_ISL_17265037|B,0.005128,0.005171,0.000043
EPI391321|HA|B/Hong_Kong/3553/2012|EPI_ISL_127861|B,0.006838,0.006901,0.000063
EPI392581|HA|B/Hong_Kong/3514/2012|EPI_ISL_128122|B,0.006838,0.006931,0.000094
EPI393486|HA|B/YAMAGATA/259/2012|EPI_ISL_128343|B,0.003419,0.003443,0.000024
EPI393643|HA|B/Jilin-Chuanying/1417/2012|EPI_ISL_128383|B,0.003419,0.003426,0.000008
EPI394363|HA|B/MALAYSIA/210/2012|EPI_ISL_128715|B,0.003419,0.003436,0.000017
EPI394365|HA|B/MALAYSIA/283/2012|EPI_ISL_128716|B,0.005128,0.005185,0.000057
EPI394399|HA|B/SINGAPORE/18/2012|EPI_ISL_128728|B,0.006838,0.006912,0.000074
EPI397155|HA|B/Vietnam/61/2012|EPI_ISL_129561|B,0.005128,0.005146,0.000018
EPI397583|HA|B/Bangladesh/1005/2012|EPI_ISL_129664|B,0.003419,0.003430,0.000011
EPI405033|HA|B/Iowa/03/2012|EPI_ISL_131841|B,0.003419,0.003437,0.000018
EPI405050|HA|B/North_Dakota/01/2012|EPI_ISL_131847|B,0.003419,0.003437,0.000019
EPI405042|HA|B/Minnesota/05/2012|EPI_ISL_131844|B,0.003419,0.003456,0.000037
EPI406954|HA|B/Montana/05/2012|EPI_ISL_132486|B,0.008547,0.008715,0.000167
EPI406961|HA|B/Montana/06/2012|EPI_ISL_132488|B,0.010256,0.010460,0.000203
EPI406986|HA|B/Texas/20/2012|EPI_ISL_132496|B,0.005128,0.005159,0.000031
EPI407198|HA|B/Wisconsin/12/2012|EPI_ISL_132620|B,0.001709,0.001722,0.000013
EPI416077|HA|B/Montana/05/2012|EPI_ISL_133987|B,0.010256,0.010527,0.000271
