Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI809657|HA|B/KANAGAWA/14/2015|EPI_ISL_229795|B,0.005128,0.005177,0.000049
EPI825539|HA|B/Vietnam/5258/2015|EPI_ISL_232207|B,0.006838,0.006867,0.000029
EPI676511|HA|B/GIFU/3/2015|EPI_ISL_202792|B,0.008547,0.008603,0.000056
EPI679857|HA|B/WAKAYAMA-C/69/2015|EPI_ISL_203515|B,0.003419,0.003425,0.000006
EPI679855|HA|B/WAKAYAMA-C/68/2015|EPI_ISL_203514|B,0.005128,0.005146,0.000018
EPI693110|HA|B/Bangladesh/11005/2015|EPI_ISL_206954|B,0.005128,0.005145,0.000017
EPI693322|HA|B/Taiwan/341/2015|EPI_ISL_206982|B,0.015385,0.015606,0.000221
EPI697300|HA|B/Beijing-Xicheng/12806/2015|EPI_ISL_207762|B,0.005128,0.005143,0.000014
EPI697297|HA|B/Beijing-Huairou/12305/2015|EPI_ISL_207761|B,0.003419,0.003433,0.000015
EPI706753|HA|B/Taiwan/362/2015|EPI_ISL_210381|B,0.003419,0.003426,0.000007
EPI708669|HA|B/Bangladesh/11002/2015|EPI_ISL_211586|B,0.003419,0.003417,-0.000002
EPI713195|HA|B/SENDAI/13/2015|EPI_ISL_212550|B,0.003419,0.003433,0.000015
EPI713703|HA|B/Henan-Zhaoling/1617/2015|EPI_ISL_212688|B,0.003419,0.003429,0.000011
EPI717842|HA|B/Singapore/GP507/2015|EPI_ISL_213610|B,0.003419,0.003436,0.000017
EPI717840|HA|B/Singapore/GP488/2015|EPI_ISL_213609|B,0.013675,0.013843,0.000167
EPI718056|HA|B/Singapore/KK830/2015|EPI_ISL_213669|B,0.005128,0.005200,0.000072
EPI718062|HA|B/Singapore/KK858/2015|EPI_ISL_213672|B,0.005128,0.005150,0.000021
EPI718082|HA|B/Singapore/KK888/2015|EPI_ISL_213682|B,0.003419,0.003420,0.000001
EPI718114|HA|B/Singapore/EN787/2015|EPI_ISL_213698|B,0.003419,0.003429,0.000010
EPI718138|HA|B/Singapore/GP2106/2015|EPI_ISL_213710|B,0.005128,0.005153,0.000025
EPI731424|HA|B/Oman/6335/2015|EPI_ISL_215952|B,0.003419,0.003419,0.000000
EPI737913|HA|B/Bangladesh/11007/2015|EPI_ISL_217553|B,0.005128,0.005136,0.000007
EPI738143|HA|B/Bahrain/921/2015|EPI_ISL_217582|B,0.010256,0.010389,0.000132
EPI753805|HA|B/Cambodia/1287/2015|EPI_ISL_220591|B,0.003419,0.003429,0.000010
EPI630562|HA|B/Hong_Kong/1337/2015|EPI_ISL_193083|B,0.013675,0.013852,0.000177
EPI632763|HA|B/Hong_Kong/1372/2015|EPI_ISL_193649|B,0.010256,0.010328,0.000071
EPI638832|HA|B/TOKYO/50143/2015|EPI_ISL_194915|B,0.003419,0.003433,0.000014
