Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI809657|HA|B/KANAGAWA/14/2015|EPI_ISL_229795|B,0.013675,0.013915,0.000240
EPI825539|HA|B/Vietnam/5258/2015|EPI_ISL_232207|B,0.001709,0.001711,0.000001
EPI676511|HA|B/GIFU/3/2015|EPI_ISL_202792|B,0.000000,0.000001,0.000001
EPI679857|HA|B/WAKAYAMA-C/69/2015|EPI_ISL_203515|B,0.011966,0.012081,0.000115
EPI679855|HA|B/WAKAYAMA-C/68/2015|EPI_ISL_203514|B,0.013675,0.013831,0.000156
EPI693110|HA|B/Bangladesh/11005/2015|EPI_ISL_206954|B,0.013675,0.013826,0.000151
EPI693322|HA|B/Taiwan/341/2015|EPI_ISL_206982|B,0.017094,0.017404,0.000310
EPI697300|HA|B/Beijing-Xicheng/12806/2015|EPI_ISL_207762|B,0.013675,0.013820,0.000145
EPI697297|HA|B/Beijing-Huairou/12305/2015|EPI_ISL_207761|B,0.011966,0.012112,0.000146
EPI706753|HA|B/Taiwan/362/2015|EPI_ISL_210381|B,0.011966,0.012084,0.000118
EPI708669|HA|B/Bangladesh/11002/2015|EPI_ISL_211586|B,0.011966,0.012052,0.000086
EPI713195|HA|B/SENDAI/13/2015|EPI_ISL_212550|B,0.011966,0.012113,0.000147
EPI713703|HA|B/Henan-Zhaoling/1617/2015|EPI_ISL_212688|B,0.011966,0.012097,0.000131
EPI717842|HA|B/Singapore/GP507/2015|EPI_ISL_213610|B,0.011966,0.012119,0.000153
EPI717840|HA|B/Singapore/GP488/2015|EPI_ISL_213609|B,0.015385,0.015631,0.000246
EPI718056|HA|B/Singapore/KK830/2015|EPI_ISL_213669|B,0.011966,0.012184,0.000218
EPI718062|HA|B/Singapore/KK858/2015|EPI_ISL_213672|B,0.006838,0.006891,0.000053
EPI718082|HA|B/Singapore/KK888/2015|EPI_ISL_213682|B,0.011966,0.012063,0.000097
EPI718114|HA|B/Singapore/EN787/2015|EPI_ISL_213698|B,0.011966,0.012095,0.000129
EPI718138|HA|B/Singapore/GP2106/2015|EPI_ISL_213710|B,0.013675,0.013851,0.000176
EPI731424|HA|B/Oman/6335/2015|EPI_ISL_215952|B,0.011966,0.012061,0.000095
EPI737913|HA|B/Bangladesh/11007/2015|EPI_ISL_217553|B,0.013675,0.013800,0.000125
EPI738143|HA|B/Bahrain/921/2015|EPI_ISL_217582|B,0.011966,0.012165,0.000199
EPI753805|HA|B/Cambodia/1287/2015|EPI_ISL_220591|B,0.011966,0.012096,0.000130
EPI630562|HA|B/Hong_Kong/1337/2015|EPI_ISL_193083|B,0.005128,0.005152,0.000024
EPI632763|HA|B/Hong_Kong/1372/2015|EPI_ISL_193649|B,0.001709,0.001707,-0.000002
EPI638832|HA|B/TOKYO/50143/2015|EPI_ISL_194915|B,0.011966,0.012110,0.000144
EPI638828|HA|B/Taiwan/113/2015|EPI_ISL_194913|B,0.008547,0.008639,0.000092
EPI808361|HA|B/Florida/79/2015|EPI_ISL_229438|B,0.011966,0.012115,0.000149
EPI662244|HA|B/Hawaii/27/2015|EPI_ISL_199487|B,0.001709,0.001718,0.000009
EPI672044|HA|B/Kentucky/24/2015|EPI_ISL_201592|B,0.011966,0.012054,0.000088
EPI686448|HA|B/Kentucky/29/2015|EPI_ISL_205691|B,0.013675,0.013816,0.000141
EPI686432|HA|B/Kentucky/27/2015|EPI_ISL_205689|B,0.013675,0.013843,0.000168
EPI569214|HA|B/Wisconsin/01/2015|EPI_ISL_173838|B,0.011966,0.012084,0.000118
EPI694922|HA|B/Florida/84/2015|EPI_ISL_207235|B,0.011966,0.012076,0.000110
EPI700926|HA|B/Florida/86/2015|EPI_ISL_208504|B,0.013675,0.013842,0.000167
EPI582621|HA|B/Texas/14/2015|EPI_ISL_177189|B,0.013675,0.013818,0.000142
EPI582701|HA|B/Illinois/03/2015|EPI_ISL_177201|B,0.011966,0.012143,0.000177
EPI586833|HA|B/Rhode_Island/01/2015|EPI_ISL_178139|B,0.010256,0.010366,0.000109
EPI586902|HA|B/Arkansas/13/2015|EPI_ISL_178148|B,0.013675,0.013777,0.000102
EPI586978|HA|B/Utah/11/2015|EPI_ISL_178158|B,0.008547,0.008641,0.000094
EPI587066|HA|B/Pennsylvania/02/2015|EPI_ISL_178169|B,0.008547,0.008634,0.000087
