Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI809657|HA|B/KANAGAWA/14/2015|EPI_ISL_229795|B,0.000000,0.000001,0.000001
EPI825539|HA|B/Vietnam/5258/2015|EPI_ISL_232207|B,0.011966,0.012148,0.000183
EPI676511|HA|B/GIFU/3/2015|EPI_ISL_202792|B,0.013675,0.013915,0.000240
EPI679857|HA|B/WAKAYAMA-C/69/2015|EPI_ISL_203515|B,0.005128,0.005190,0.000061
EPI679855|HA|B/WAKAYAMA-C/68/2015|EPI_ISL_203514|B,0.006838,0.006932,0.000095
EPI693110|HA|B/Bangladesh/11005/2015|EPI_ISL_206954|B,0.010256,0.010403,0.000146
EPI693322|HA|B/Taiwan/341/2015|EPI_ISL_206982|B,0.020513,0.021032,0.000520
EPI697300|HA|B/Beijing-Xicheng/12806/2015|EPI_ISL_207762|B,0.006838,0.006927,0.000089
EPI697297|HA|B/Beijing-Huairou/12305/2015|EPI_ISL_207761|B,0.008547,0.008678,0.000131
EPI706753|HA|B/Taiwan/362/2015|EPI_ISL_210381|B,0.005128,0.005191,0.000063
EPI708669|HA|B/Bangladesh/11002/2015|EPI_ISL_211586|B,0.008547,0.008635,0.000088
EPI713195|HA|B/SENDAI/13/2015|EPI_ISL_212550|B,0.005128,0.005203,0.000075
EPI713703|HA|B/Henan-Zhaoling/1617/2015|EPI_ISL_212688|B,0.008547,0.008667,0.000120
EPI717842|HA|B/Singapore/GP507/2015|EPI_ISL_213610|B,0.001709,0.001715,0.000005
EPI717840|HA|B/Singapore/GP488/2015|EPI_ISL_213609|B,0.018803,0.019240,0.000436
EPI718056|HA|B/Singapore/KK830/2015|EPI_ISL_213669|B,0.003419,0.003461,0.000042
EPI718062|HA|B/Singapore/KK858/2015|EPI_ISL_213672|B,0.010256,0.010412,0.000156
EPI718082|HA|B/Singapore/KK888/2015|EPI_ISL_213682|B,0.005128,0.005182,0.000054
EPI718114|HA|B/Singapore/EN787/2015|EPI_ISL_213698|B,0.005128,0.005195,0.000067
EPI718138|HA|B/Singapore/GP2106/2015|EPI_ISL_213710|B,0.006838,0.006942,0.000104
EPI731424|HA|B/Oman/6335/2015|EPI_ISL_215952|B,0.005128,0.005181,0.000053
EPI737913|HA|B/Bangladesh/11007/2015|EPI_ISL_217553|B,0.010256,0.010383,0.000127
EPI738143|HA|B/Bahrain/921/2015|EPI_ISL_217582|B,0.015385,0.015753,0.000369
EPI753805|HA|B/Cambodia/1287/2015|EPI_ISL_220591|B,0.005128,0.005196,0.000068
EPI630562|HA|B/Hong_Kong/1337/2015|EPI_ISL_193083|B,0.018803,0.019255,0.000451
EPI632763|HA|B/Hong_Kong/1372/2015|EPI_ISL_193649|B,0.015385,0.015660,0.000276
EPI638832|HA|B/TOKYO/50143/2015|EPI_ISL_194915|B,0.005128,0.005202,0.000074
EPI638828|HA|B/Taiwan/113/2015|EPI_ISL_194913|B,0.011966,0.012184,0.000219
EPI808361|HA|B/Florida/79/2015|EPI_ISL_229438|B,0.005128,0.005204,0.000076
EPI662244|HA|B/Hawaii/27/2015|EPI_ISL_199487|B,0.015385,0.015763,0.000379
EPI672044|HA|B/Kentucky/24/2015|EPI_ISL_201592|B,0.005128,0.005178,0.000050
EPI686448|HA|B/Kentucky/29/2015|EPI_ISL_205691|B,0.006838,0.006925,0.000087
EPI686432|HA|B/Kentucky/27/2015|EPI_ISL_205689|B,0.006838,0.006939,0.000101
EPI569214|HA|B/Wisconsin/01/2015|EPI_ISL_173838|B,0.005128,0.005191,0.000063
EPI694922|HA|B/Florida/84/2015|EPI_ISL_207235|B,0.005128,0.005188,0.000059
EPI700926|HA|B/Florida/86/2015|EPI_ISL_208504|B,0.006838,0.006938,0.000100
EPI582621|HA|B/Texas/14/2015|EPI_ISL_177189|B,0.010256,0.010396,0.000139
EPI582701|HA|B/Illinois/03/2015|EPI_ISL_177201|B,0.008547,0.008700,0.000153
EPI586833|HA|B/Rhode_Island/01/2015|EPI_ISL_178139|B,0.006838,0.006931,0.000094
EPI586902|HA|B/Arkansas/13/2015|EPI_ISL_178148|B,0.010256,0.010365,0.000109
EPI586978|HA|B/Utah/11/2015|EPI_ISL_178158|B,0.008547,0.008674,0.000127
EPI587066|HA|B/Pennsylvania/02/2015|EPI_ISL_178169|B,0.008547,0.008666,0.000119
