Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI401276|HA|B/Beijing-Chaoyang/1943/2012|EPI_ISL_131199|B,0.005128,0.005172,0.000044
EPI406170|HA|B/GUNMA/19/2012|EPI_ISL_132211|B,0.000000,0.000001,0.000001
EPI406957|HA|B/Bangkok/282/2012|EPI_ISL_132487|B,0.006838,0.006960,0.000123
EPI408664|HA|B/Prachuapkhirikhan/78/2012|EPI_ISL_133081|B,0.008547,0.008714,0.000167
EPI408678|HA|B/Bangladesh/8007/2012|EPI_ISL_133088|B,0.006838,0.006937,0.000099
EPI413192|HA|B/Laos/I612/2012|EPI_ISL_133550|B,0.011966,0.012155,0.000190
EPI413196|HA|B/Laos/O020/2012|EPI_ISL_133554|B,0.008547,0.008656,0.000109
EPI413200|HA|B/OKINAWA/38/2012|EPI_ISL_133558|B,0.005128,0.005191,0.000063
EPI413204|HA|B/Laos/I418/2012|EPI_ISL_133562|B,0.003419,0.003426,0.000007
EPI413203|HA|B/NAGANO/3470/2012|EPI_ISL_133561|B,0.006838,0.006880,0.000042
EPI417330|HA|B/BANGKOK/29/2012|EPI_ISL_134483|B,0.006838,0.006909,0.000072
EPI417749|HA|B/Jordan/30014/2012|EPI_ISL_134619|B,0.005128,0.005169,0.000041
EPI422687|HA|B/Jiangsu-Hailing/1740/2012|EPI_ISL_135847|B,0.006838,0.006941,0.000104
EPI422700|HA|B/Pakistan/1009/2012|EPI_ISL_135851|B,0.006838,0.006955,0.000117
EPI422690|HA|B/Jiangsu-Tianning/1502/2012|EPI_ISL_135848|B,0.005128,0.005191,0.000063
EPI431334|HA|B/Hong_Kong/3608/2012|EPI_ISL_137204|B,0.005128,0.005170,0.000042
EPI431352|HA|B/Jordan/30465/2012|EPI_ISL_137213|B,0.005128,0.005171,0.000042
EPI431465|HA|B/AICHI/48/2012|EPI_ISL_137257|B,0.010256,0.010394,0.000137
EPI439257|HA|B/Laos/992/2012|EPI_ISL_137524|B,0.011966,0.012203,0.000237
EPI378062|HA|B/Oman/65/2012|EPI_ISL_105782|B,0.006838,0.006895,0.000057
EPI356970|HA|B/WAKAYAMA/2/2012|EPI_ISL_106359|B,0.006838,0.006908,0.000071
EPI356972|HA|B/MIE/1/2012|EPI_ISL_106361|B,0.005128,0.005167,0.000039
EPI356977|HA|B/KOBE/298/2012|EPI_ISL_106366|B,0.008547,0.008637,0.000090
EPI356982|HA|B/YOKOHAMA/4/2012|EPI_ISL_106371|B,0.006838,0.006909,0.000072
EPI356981|HA|B/MIE/5/2012|EPI_ISL_106370|B,0.006838,0.006913,0.000075
EPI356984|HA|B/HYOGO/2014/2012|EPI_ISL_106373|B,0.005128,0.005206,0.000078
EPI445758|HA|B/Laos/I999/2012|EPI_ISL_140287|B,0.011966,0.012254,0.000288
EPI445967|HA|B/Tehran/1236/2012|EPI_ISL_140382|B,0.005128,0.005184,0.000056
EPI450353|HA|B/PHILIPPINES/15/2012|EPI_ISL_141577|B,0.003436,0.003456,0.000020
EPI460636|HA|B/Tehran/1236/2012|EPI_ISL_143607|B,0.006838,0.006922,0.000085
EPI580451|HA|B/Vietnam/13V_B-1/2012|EPI_ISL_176843|B,0.006838,0.006936,0.000099
EPI904280|HA|B/Georgia/741/2012|EPI_ISL_246827|B,0.006838,0.006888,0.000051
EPI904279|HA|B/Georgia/655/2012|EPI_ISL_246826|B,0.006838,0.006969,0.000131
