Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1758629|HA|B/Lebanon/28/2020|EPI_ISL_491869|B,0.012027,0.012255,0.000228
EPI1806939|HA|B/Nepal/20FL0516/2020|EPI_ISL_593783|B,0.005155,0.005204,0.000050
EPI1734557|HA|B/Sri_Lanka/15/2020|EPI_ISL_430302|B,0.013746,0.014071,0.000326
EPI1734565|HA|B/Sri_Lanka/14/2020|EPI_ISL_430303|B,0.015464,0.015820,0.000356
EPI1807025|HA|B/Lebanon/16/2020|EPI_ISL_594227|B,0.017182,0.017632,0.000449
EPI1801557|HA|B/Hunan-Daxaing/120/2020|EPI_ISL_528918|B,0.015464,0.015885,0.000421
EPI1802155|HA|B/Sri_Lanka/23/2020|EPI_ISL_529136|B,0.013746,0.014045,0.000299
EPI1735103|HA|B/HK/27/2020|EPI_ISL_431063|B,0.015464,0.015844,0.000380
EPI1762664|HA|B/Japan/12213/2020|EPI_ISL_496597|B,0.015464,0.015867,0.000403
EPI1735098|HA|B/HK/24/2020|EPI_ISL_431060|B,0.015464,0.016055,0.000591
EPI1735100|HA|B/HK/25/2020|EPI_ISL_431061|B,0.015464,0.015820,0.000356
EPI1735113|HA|B/HK/33/2020|EPI_ISL_431070|B,0.013746,0.014058,0.000312
EPI1735110|HA|B/HK/29/2020|EPI_ISL_431068|B,0.015464,0.015867,0.000403
EPI1735105|HA|B/HK/34/2020|EPI_ISL_431064|B,0.013746,0.014087,0.000341
EPI1735106|HA|B/HK/31/2020|EPI_ISL_431065|B,0.015464,0.015867,0.000403
EPI4413807|HA|B/Shandong-Shizhong/121/2020|EPI_ISL_19896603|B,0.015464,0.015926,0.000462
EPI4413799|HA|B/Shandong-Rencheng/1350/2020|EPI_ISL_19896602|B,0.017182,0.017634,0.000452
EPI1763455|HA|B/SAPPORO/1/2020|EPI_ISL_498207|B,0.017182,0.017677,0.000495
EPI1763475|HA|B/SAITAMA/11/2020|EPI_ISL_498212|B,0.015464,0.015855,0.000391
EPI1763516|HA|B/SENDAI/2/2020|EPI_ISL_498219|B,0.013746,0.014042,0.000297
EPI1856316|HA|B/FUKUSHIMA/4/2020|EPI_ISL_1483364|B,0.013746,0.014082,0.000336
EPI1856308|HA|B/FUKUSHIMA/3/2020|EPI_ISL_1483363|B,0.015464,0.015843,0.000379
EPI1766922|HA|B/Beirut/330/2020|EPI_ISL_500758|B,0.018900,0.019461,0.000561
EPI1766930|HA|B/Jbeil/398/2020|EPI_ISL_500762|B,0.017182,0.017625,0.000443
EPI1804181|HA|B/Budgam/AG_359/2020|EPI_ISL_534110|B,0.015464,0.015823,0.000359
EPI1804163|HA|B/Baramulla/AG_451/2020|EPI_ISL_534101|B,0.017182,0.017647,0.000465
EPI1804199|HA|B/Ganderbal/AG_501/2020|EPI_ISL_534119|B,0.015464,0.015835,0.000371
EPI1804287|HA|B/Rajouri/AG_618/2020|EPI_ISL_534163|B,0.015464,0.015840,0.000376
EPI1804333|HA|B/Srinagar/AG_562/2020|EPI_ISL_534186|B,0.015464,0.015839,0.000375
EPI1804341|HA|B/Srinagar/AG_590/2020|EPI_ISL_534190|B,0.015464,0.015825,0.000361
EPI1804323|HA|B/Srinagar/AG_498/2020|EPI_ISL_534181|B,0.015464,0.015870,0.000406
EPI1804355|HA|B/Srinagar/UG_49/2020|EPI_ISL_534197|B,0.015464,0.015856,0.000392
EPI1804574|HA|B/NARA/1/2020|EPI_ISL_535492|B,0.013746,0.014051,0.000305
EPI1737628|HA|B/YOKOHAMA/7/2020|EPI_ISL_437500|B,0.015464,0.015855,0.000391
EPI1737660|HA|B/FUKUOKA-C/3/2020|EPI_ISL_437504|B,0.013746,0.014080,0.000335
EPI3250057|HA|B/Tokyo/19FS243/2020|EPI_ISL_19084578|B,0.013746,0.014033,0.000287
EPI3250049|HA|B/Kyoto/19FS219/2020|EPI_ISL_19084577|B,0.015464,0.015838,0.000374
EPI1840465|HA|B/Laos/452/2020|EPI_ISL_767018|B,0.015464,0.015926,0.000462
EPI1840481|HA|B/Laos/262/2020|EPI_ISL_767020|B,0.017182,0.017702,0.000519
EPI3453128|HA|B/Guangdong/428/2020|EPI_ISL_19281445|B,0.015464,0.015831,0.000367
EPI3254354|HA|B/Okinawa/19T062/2020|EPI_ISL_19086701|B,0.013746,0.014068,0.000323
EPI1690493|HA|B/Georgia/96/2020|EPI_ISL_410220|B,0.015464,0.015823,0.000359
EPI1812913|HA|B/Bhutan/1602/2020|EPI_ISL_639720|B,0.006873,0.006955,0.000082
EPI1814889|HA|B/AICHI/46/2020|EPI_ISL_672616|B,0.015464,0.015885,0.000421
EPI1748595|HA|B/NAGANO/2028/2020|EPI_ISL_476005|B,0.015464,0.015873,0.000409
EPI1814866|HA|B/IWATE/1/2020|EPI_ISL_672613|B,0.015464,0.015848,0.000384
EPI1691912|HA|B/Beijing-Huairou/147/2020|EPI_ISL_410583|B,0.015464,0.016074,0.000610
EPI1691921|HA|B/Zhejiang-Nanhu/112/2020|EPI_ISL_410586|B,0.015464,0.015855,0.000391
EPI1691918|HA|B/Xinjiang-Tianshan/113/2020|EPI_ISL_410585|B,0.013746,0.014042,0.000297
EPI1694575|HA|B/Ashgabat/1/2020|EPI_ISL_411138|B,0.015385,0.015707,0.000322
EPI1795429|HA|B/Philippines/5/2020|EPI_ISL_510009|B,0.015464,0.015868,0.000404
EPI1711010|HA|B/South_Korea/11421/2020|EPI_ISL_415063|B,0.013746,0.014080,0.000335
EPI1711018|HA|B/South_Korea/11422/2020|EPI_ISL_415064|B,0.017153,0.017613,0.000460
EPI1711294|HA|B/KANAGAWA/ZC1946/2020|EPI_ISL_415168|B,0.013746,0.014047,0.000301
EPI1813707|HA|B/Chanthaburi/26/2020|EPI_ISL_644661|B,0.017182,0.017698,0.000516
EPI1813723|HA|B/Sri_Lanka/25/2020|EPI_ISL_644663|B,0.015464,0.015885,0.000421
EPI1813764|HA|B/Laos/F0253/2020|EPI_ISL_645112|B,0.015464,0.015814,0.000350
EPI1750714|HA|B/Singapore/KK0670/2020|EPI_ISL_481329|B,0.015464,0.015874,0.000411
EPI1868564|HA|B/Saudi_Arabia/1163435488/2020|EPI_ISL_2448014|B,0.012027,0.012236,0.000209
EPI1806011|HA|B/North_Lebanon/NM_479_N/2020|EPI_ISL_582552|B,0.013746,0.014066,0.000320
EPI1806013|HA|B/North_Lebanon/NM_496_N/2020|EPI_ISL_582553|B,0.018900,0.019422,0.000522
EPI1805997|HA|B/North_Lebanon/NM_419_N/2020|EPI_ISL_582545|B,0.018900,0.019435,0.000535
EPI1805999|HA|B/North_Lebanon/NM_423_N/2020|EPI_ISL_582546|B,0.012027,0.012270,0.000242
EPI1806001|HA|B/North_Lebanon/NM_429_N/2020|EPI_ISL_582547|B,0.018900,0.019461,0.000561
EPI1752722|HA|B/Gansu-Xifeng/1165/2020|EPI_ISL_485402|B,0.017182,0.017702,0.000519
