Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4466036|HA|B/Bangkok/P1225/2025|EPI_ISL_20054438|B,0.012027,0.012211,0.000183
EPI4466020|HA|B/Phuket/P1207/2025|EPI_ISL_20054436|B,0.003436,0.003511,0.000075
EPI4466028|HA|B/Bangkok/P1211/2025|EPI_ISL_20054437|B,0.012027,0.012550,0.000523
EPI4466094|HA|B/Bangkok/P1540/2025|EPI_ISL_20054446|B,0.010309,0.010463,0.000154
EPI4466078|HA|B/Bangkok/P1489/2025|EPI_ISL_20054444|B,0.013746,0.014022,0.000277
EPI4569459|HA|B/Trang/B108/2025|EPI_ISL_20087288|B,0.012027,0.012318,0.000291
EPI4466963|HA|B/Philippines/ILI25-0980/2025|EPI_ISL_20054818|B,0.010309,0.010447,0.000138
EPI4466877|HA|B/Philippines/SARI25-0700/2025|EPI_ISL_20054802|B,0.010309,0.010414,0.000105
EPI4466926|HA|B/Philippines/ILI25-0843/2025|EPI_ISL_20054810|B,0.012027,0.012211,0.000183
EPI4466947|HA|B/Philippines/ILI25-0929/2025|EPI_ISL_20054814|B,0.010309,0.010424,0.000114
EPI4569546|HA|B/Bangkok/P2014/2025|EPI_ISL_20087299|B,0.013746,0.013974,0.000229
EPI4245793|HA|A/Vietnam/FP325116/2025|EPI_ISL_19826077|B,0.010309,0.010418,0.000109
EPI4311559|HA|B/Kyrgyzstan/22/2025|EPI_ISL_19858929|B,0.013746,0.014005,0.000259
EPI4244802|HA|B/Hong_Kong/72/2025|EPI_ISL_19825836|B,0.008591,0.008670,0.000079
EPI4153266|HA|B/Seoul/296/2025|EPI_ISL_19794014|B,0.008591,0.008704,0.000113
EPI3863238|HA|B/Bangkok/P177/2025|EPI_ISL_19696266|B,0.008591,0.008671,0.000080
EPI3863300|HA|B/Phuket/P207/2025|EPI_ISL_19696276|B,0.006873,0.006912,0.000039
EPI4251044|HA|B/YOKOHAMA/2/2025|EPI_ISL_19827786|B,0.013746,0.014025,0.000279
EPI4251020|HA|B/YAMAGATA/12/2025|EPI_ISL_19827783|B,0.010309,0.010544,0.000235
EPI4579496|HA|B/Trang/B110/2025|EPI_ISL_20090624|B,0.012027,0.012248,0.000220
EPI4318329|HA|B/Ulaanbaatar/1708/2025|EPI_ISL_19861772|B,0.017182,0.017528,0.000346
EPI4318319|HA|B/Ulaanbaatar/1633/2025|EPI_ISL_19861771|B,0.015464,0.015762,0.000298
EPI4583126|HA|B/Bhutan/00402/2025|EPI_ISL_20091256|B,0.008591,0.008685,0.000094
