Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI187509|HA|B/Fujian-Siming/118/2009|EPI_ISL_33085|B,0.006838,0.006894,0.000057
EPI187519|HA|B/Hong_Kong/120/2009|EPI_ISL_33090|B,0.001709,0.001707,-0.000003
EPI187523|HA|B/Hubei-Xiling/35/2009|EPI_ISL_33092|B,0.013675,0.013862,0.000186
EPI187537|HA|B/Jiangsu-Gulou/125/2009|EPI_ISL_33099|B,0.011966,0.012131,0.000165
EPI232691|HA|B/Cambodia/6535/2009|EPI_ISL_66635|B,0.001709,0.001711,0.000001
EPI232694|HA|B/Cambodia/6535/2009|EPI_ISL_66636|B,0.003419,0.003445,0.000027
EPI232831|HA|B/Vietnam/244/2009|EPI_ISL_66645|B,0.008547,0.008678,0.000131
EPI233214|HA|B/Bangladesh/5945/2009|EPI_ISL_66811|B,0.006838,0.006908,0.000070
EPI233211|HA|B/Bangladesh/3217/2009|EPI_ISL_66810|B,0.003419,0.003426,0.000008
EPI193052|HA|B/Hunan-Yuhu/311/2009|EPI_ISL_34750|B,0.008547,0.008620,0.000073
EPI193058|HA|B/Singapore/23/2009|EPI_ISL_34753|B,0.005128,0.005163,0.000035
EPI193090|HA|B/Taiwan/33/2009|EPI_ISL_34769|B,0.000000,0.000001,0.000001
EPI241199|HA|B/Taiwan/55/2009|EPI_ISL_69340|B,0.011966,0.012303,0.000337
EPI241205|HA|B/Shanxi-Zuoquan/311/2009|EPI_ISL_69342|B,0.008547,0.008636,0.000089
EPI241631|HA|B/Hong_Kong/230/2009|EPI_ISL_69715|B,0.011966,0.012156,0.000190
EPI243627|HA|B/Hong_Kong/514/2009|EPI_ISL_70224|B,0.005128,0.005169,0.000041
EPI247513|HA|B/Japan/3280/2009|EPI_ISL_71450|B,0.001709,0.001718,0.000008
EPI269877|HA|B/Malaysia/5693/2009|EPI_ISL_76594|B,0.005128,0.005166,0.000038
EPI269883|HA|B/Philippines/6075/2009|EPI_ISL_76597|B,0.010256,0.010487,0.000231
EPI1399058|HA|B/Taiwan/3949/2009|EPI_ISL_348539|B,0.011966,0.012141,0.000175
EPI210294|HA|B/SINGAPORE/15/2009|EPI_ISL_60160|B,0.008547,0.008700,0.000153
EPI210295|HA|B/SINGAPORE/21/2009|EPI_ISL_60161|B,0.010256,0.010510,0.000254
EPI210296|HA|B/SURAT_THANI/73/2009|EPI_ISL_60162|B,0.001709,0.001715,0.000006
EPI210297|HA|B/PHILIPPINES/8/2009|EPI_ISL_60163|B,0.001709,0.001715,0.000006
EPI210298|HA|B/PHILIPPINES/9/2009|EPI_ISL_60164|B,0.011966,0.012273,0.000307
EPI211393|HA|B/Hong_Kong/230/2009|EPI_ISL_60782|B,0.010256,0.010371,0.000114
EPI211395|HA|B/Hubei-Jiangan/1183/2009|EPI_ISL_60783|B,0.010256,0.010404,0.000147
EPI211755|HA|B/Cambodia/3/2009|EPI_ISL_60933|B,0.003419,0.003439,0.000021
EPI215498|HA|B/Bangladesh/9751/2009|EPI_ISL_61855|B,0.003419,0.003424,0.000005
EPI228260|HA|B/CHANTHABURI/329/2009|EPI_ISL_65131|B,0.001709,0.001715,0.000005
EPI228262|HA|B/NONG_KHAI/332/2009|EPI_ISL_65132|B,0.010256,0.010479,0.000223
EPI187505|HA|B/Florida/03/2009|EPI_ISL_33083|B,0.005128,0.005170,0.000041
EPI187507|HA|B/Florida/04/2009|EPI_ISL_33084|B,0.008547,0.008647,0.000100
EPI187511|HA|B/Hawaii/02/2009|EPI_ISL_33086|B,0.001709,0.001714,0.000004
EPI187515|HA|B/Hawaii/04/2009|EPI_ISL_33088|B,0.001709,0.001710,0.000000
EPI187529|HA|B/Indiana/04/2009|EPI_ISL_33095|B,0.001709,0.001709,-0.000000
EPI187533|HA|B/Iowa/01/2009|EPI_ISL_33097|B,0.003419,0.003432,0.000013
EPI187553|HA|B/Maryland/06/2009|EPI_ISL_33107|B,0.008547,0.008604,0.000057
EPI187559|HA|B/Michigan/01/2009|EPI_ISL_33110|B,0.001709,0.001722,0.000013
EPI187561|HA|B/Michigan/02/2009|EPI_ISL_33111|B,0.001709,0.001707,-0.000003
EPI187564|HA|B/Minnesota/03/2009|EPI_ISL_33113|B,0.006838,0.006875,0.000037
EPI187579|HA|B/Montana/02/2009|EPI_ISL_33121|B,0.001709,0.001707,-0.000003
EPI187581|HA|B/Nevada/02/2009|EPI_ISL_33122|B,0.001709,0.001707,-0.000003
EPI187585|HA|B/New_York/01/2009|EPI_ISL_33124|B,0.001709,0.001715,0.000006
EPI187602|HA|B/Tennessee/03/2009|EPI_ISL_33133|B,0.003419,0.003416,-0.000003
EPI187604|HA|B/Tennessee/04/2009|EPI_ISL_33134|B,0.001709,0.001709,-0.000000
EPI187611|HA|B/Texas/09/2009|EPI_ISL_33138|B,0.003419,0.003423,0.000004
EPI187637|HA|B/Wisconsin/03/2009|EPI_ISL_33151|B,0.003419,0.003445,0.000026
EPI187639|HA|B/Wisconsin/03/2009|EPI_ISL_33152|B,0.001709,0.001710,0.000001
EPI187646|HA|B/Washington/03/2009|EPI_ISL_33155|B,0.003419,0.003437,0.000018
EPI232768|HA|B/Michigan/01/2009|EPI_ISL_66639|B,0.003419,0.003463,0.000044
EPI233219|HA|B/Massachusetts/03/2009|EPI_ISL_66813|B,0.005128,0.005189,0.000061
EPI193068|HA|B/Alaska/01/2009|EPI_ISL_34758|B,0.008547,0.008644,0.000097
EPI193072|HA|B/Washington/01/2009|EPI_ISL_34760|B,0.003419,0.003452,0.000033
EPI241189|HA|B/Hawaii/10/2009|EPI_ISL_69336|B,0.003419,0.003460,0.000041
EPI276096|HA|B/Oklahoma/WRAIR1587P/2009|EPI_ISL_78028|B,0.010256,0.010493,0.000236
EPI211389|HA|B/Hawaii/08/2009|EPI_ISL_60780|B,0.003419,0.003443,0.000024
EPI211391|HA|B/Hawaii/09/2009|EPI_ISL_60781|B,0.001709,0.001711,0.000001
EPI176369|HA|B/Illinois/01/2009|EPI_ISL_29519|B,0.001709,0.001718,0.000008
EPI176394|HA|B/Georgia/01/2009|EPI_ISL_29532|B,0.001709,0.001719,0.000010
EPI176396|HA|B/New_Jersey/01/2009|EPI_ISL_29533|B,0.008547,0.008653,0.000106
EPI176398|HA|B/Minnesota/01/2009|EPI_ISL_29534|B,0.003419,0.003419,-0.000000
EPI176412|HA|B/New_Hampshire/01/2009|EPI_ISL_29542|B,0.001709,0.001710,0.000001
EPI176431|HA|B/Wisconsin/01/2009|EPI_ISL_29552|B,0.008547,0.008637,0.000090
EPI186317|HA|B/Brisbane/1/2009|EPI_ISL_32492|B,0.001709,0.001708,-0.000001
