Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI187509|HA|B/Fujian-Siming/118/2009|EPI_ISL_33085|B,0.008547,0.000001,-0.008546
EPI187519|HA|B/Hong_Kong/120/2009|EPI_ISL_33090|B,0.000000,0.008619,0.008619
EPI187523|HA|B/Hubei-Xiling/35/2009|EPI_ISL_33092|B,0.015385,0.006846,-0.008538
EPI187537|HA|B/Jiangsu-Gulou/125/2009|EPI_ISL_33099|B,0.013675,0.005135,-0.008540
EPI232691|HA|B/Cambodia/6535/2009|EPI_ISL_66635|B,0.003419,0.008642,0.005223
EPI232694|HA|B/Cambodia/6535/2009|EPI_ISL_66636|B,0.005128,0.010442,0.005314
EPI232831|HA|B/Vietnam/244/2009|EPI_ISL_66645|B,0.010256,0.001714,-0.008543
EPI233214|HA|B/Bangladesh/5945/2009|EPI_ISL_66811|B,0.008547,0.010463,0.001916
EPI233211|HA|B/Bangladesh/3217/2009|EPI_ISL_66810|B,0.005128,0.006919,0.001791
EPI193052|HA|B/Hunan-Yuhu/311/2009|EPI_ISL_34750|B,0.010256,0.001703,-0.008554
EPI193058|HA|B/Singapore/23/2009|EPI_ISL_34753|B,0.006838,0.008689,0.001852
EPI193090|HA|B/Taiwan/33/2009|EPI_ISL_34769|B,0.001709,0.006894,0.005185
EPI241199|HA|B/Taiwan/55/2009|EPI_ISL_69340|B,0.013675,0.005206,-0.008470
EPI241205|HA|B/Shanxi-Zuoquan/311/2009|EPI_ISL_69342|B,0.010256,0.012210,0.001954
EPI241631|HA|B/Hong_Kong/230/2009|EPI_ISL_69715|B,0.013675,0.005145,-0.008530
EPI243627|HA|B/Hong_Kong/514/2009|EPI_ISL_70224|B,0.006838,0.008699,0.001861
EPI247513|HA|B/Japan/3280/2009|EPI_ISL_71450|B,0.003419,0.008678,0.005259
EPI269877|HA|B/Malaysia/5693/2009|EPI_ISL_76594|B,0.006838,0.008695,0.001857
EPI269883|HA|B/Philippines/6075/2009|EPI_ISL_76597|B,0.011966,0.003451,-0.008514
EPI1399058|HA|B/Taiwan/3949/2009|EPI_ISL_348539|B,0.013675,0.005139,-0.008536
EPI210294|HA|B/SINGAPORE/15/2009|EPI_ISL_60160|B,0.010256,0.005188,-0.005068
EPI210295|HA|B/SINGAPORE/21/2009|EPI_ISL_60161|B,0.011966,0.003459,-0.008507
EPI210296|HA|B/SURAT_THANI/73/2009|EPI_ISL_60162|B,0.003419,0.008665,0.005246
EPI210297|HA|B/PHILIPPINES/8/2009|EPI_ISL_60163|B,0.003419,0.008665,0.005246
EPI210298|HA|B/PHILIPPINES/9/2009|EPI_ISL_60164|B,0.013675,0.005194,-0.008482
EPI211393|HA|B/Hong_Kong/230/2009|EPI_ISL_60782|B,0.011966,0.003415,-0.008551
EPI211395|HA|B/Hubei-Jiangan/1183/2009|EPI_ISL_60783|B,0.011966,0.003425,-0.008541
EPI211755|HA|B/Cambodia/3/2009|EPI_ISL_60933|B,0.005128,0.010424,0.005295
EPI215498|HA|B/Bangladesh/9751/2009|EPI_ISL_61855|B,0.005128,0.006915,0.001786
EPI228260|HA|B/CHANTHABURI/329/2009|EPI_ISL_65131|B,0.003419,0.008663,0.005244
EPI228262|HA|B/NONG_KHAI/332/2009|EPI_ISL_65132|B,0.011966,0.003449,-0.008517
EPI187505|HA|B/Florida/03/2009|EPI_ISL_33083|B,0.006838,0.008700,0.001863
EPI187507|HA|B/Florida/04/2009|EPI_ISL_33084|B,0.010256,0.012227,0.001970
EPI187511|HA|B/Hawaii/02/2009|EPI_ISL_33086|B,0.003419,0.008658,0.005239
EPI187515|HA|B/Hawaii/04/2009|EPI_ISL_33088|B,0.003419,0.008636,0.005217
EPI187529|HA|B/Indiana/04/2009|EPI_ISL_33095|B,0.003419,0.008634,0.005215
EPI187533|HA|B/Iowa/01/2009|EPI_ISL_33097|B,0.001709,0.010399,0.008690
EPI187553|HA|B/Maryland/06/2009|EPI_ISL_33107|B,0.010256,0.005132,-0.005124
EPI187559|HA|B/Michigan/01/2009|EPI_ISL_33110|B,0.003419,0.008700,0.005282
EPI187561|HA|B/Michigan/02/2009|EPI_ISL_33111|B,0.003419,0.008619,0.005201
EPI187564|HA|B/Minnesota/03/2009|EPI_ISL_33113|B,0.008547,0.003417,-0.005130
EPI187579|HA|B/Montana/02/2009|EPI_ISL_33121|B,0.003419,0.008620,0.005202
EPI187581|HA|B/Nevada/02/2009|EPI_ISL_33122|B,0.003419,0.008619,0.005201
EPI187585|HA|B/New_York/01/2009|EPI_ISL_33124|B,0.003419,0.008665,0.005246
EPI187602|HA|B/Tennessee/03/2009|EPI_ISL_33133|B,0.001709,0.010351,0.008641
EPI187604|HA|B/Tennessee/04/2009|EPI_ISL_33134|B,0.003419,0.008634,0.005215
EPI187611|HA|B/Texas/09/2009|EPI_ISL_33138|B,0.001709,0.010371,0.008662
EPI187637|HA|B/Wisconsin/03/2009|EPI_ISL_33151|B,0.005128,0.010441,0.005312
EPI187639|HA|B/Wisconsin/03/2009|EPI_ISL_33152|B,0.003419,0.008640,0.005221
EPI187646|HA|B/Washington/03/2009|EPI_ISL_33155|B,0.001709,0.010415,0.008706
EPI232768|HA|B/Michigan/01/2009|EPI_ISL_66639|B,0.005128,0.010498,0.005370
EPI233219|HA|B/Massachusetts/03/2009|EPI_ISL_66813|B,0.006838,0.012234,0.005397
EPI193068|HA|B/Alaska/01/2009|EPI_ISL_34758|B,0.010256,0.001707,-0.008549
EPI193072|HA|B/Washington/01/2009|EPI_ISL_34760|B,0.005128,0.010462,0.005334
EPI241189|HA|B/Hawaii/10/2009|EPI_ISL_69336|B,0.005128,0.010486,0.005358
EPI276096|HA|B/Oklahoma/WRAIR1587P/2009|EPI_ISL_78028|B,0.011966,0.017667,0.005701
EPI211389|HA|B/Hawaii/08/2009|EPI_ISL_60780|B,0.005128,0.010436,0.005307
EPI211391|HA|B/Hawaii/09/2009|EPI_ISL_60781|B,0.003419,0.008642,0.005223
EPI176369|HA|B/Illinois/01/2009|EPI_ISL_29519|B,0.003419,0.008678,0.005259
EPI176394|HA|B/Georgia/01/2009|EPI_ISL_29532|B,0.003419,0.008684,0.005265
EPI176396|HA|B/New_Jersey/01/2009|EPI_ISL_29533|B,0.010256,0.005161,-0.005095
EPI176398|HA|B/Minnesota/01/2009|EPI_ISL_29534|B,0.001709,0.010359,0.008649
EPI176412|HA|B/New_Hampshire/01/2009|EPI_ISL_29542|B,0.003419,0.008640,0.005221
EPI176431|HA|B/Wisconsin/01/2009|EPI_ISL_29552|B,0.010256,0.005152,-0.005104
EPI186317|HA|B/Brisbane/1/2009|EPI_ISL_32492|B,0.003419,0.008629,0.005210
