Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI809657|HA|B/KANAGAWA/14/2015|EPI_ISL_229795|B,0.006838,0.006914,0.000076
EPI825539|HA|B/Vietnam/5258/2015|EPI_ISL_232207|B,0.008547,0.008596,0.000049
EPI676511|HA|B/GIFU/3/2015|EPI_ISL_202792|B,0.010256,0.010339,0.000083
EPI679857|HA|B/WAKAYAMA-C/69/2015|EPI_ISL_203515|B,0.005128,0.005145,0.000016
EPI679855|HA|B/WAKAYAMA-C/68/2015|EPI_ISL_203514|B,0.006838,0.006872,0.000034
EPI693110|HA|B/Bangladesh/11005/2015|EPI_ISL_206954|B,0.006838,0.006870,0.000032
EPI693322|HA|B/Taiwan/341/2015|EPI_ISL_206982|B,0.017094,0.017364,0.000270
EPI697300|HA|B/Beijing-Xicheng/12806/2015|EPI_ISL_207762|B,0.005128,0.005193,0.000065
EPI697297|HA|B/Beijing-Huairou/12305/2015|EPI_ISL_207761|B,0.005128,0.005158,0.000030
EPI706753|HA|B/Taiwan/362/2015|EPI_ISL_210381|B,0.005128,0.005146,0.000018
EPI708669|HA|B/Bangladesh/11002/2015|EPI_ISL_211586|B,0.005128,0.005133,0.000004
EPI713195|HA|B/SENDAI/13/2015|EPI_ISL_212550|B,0.005128,0.005158,0.000030
EPI713703|HA|B/Henan-Zhaoling/1617/2015|EPI_ISL_212688|B,0.005128,0.005152,0.000023
EPI717842|HA|B/Singapore/GP507/2015|EPI_ISL_213610|B,0.005128,0.005161,0.000033
EPI717840|HA|B/Singapore/GP488/2015|EPI_ISL_213609|B,0.015385,0.015596,0.000211
EPI718056|HA|B/Singapore/KK830/2015|EPI_ISL_213669|B,0.006838,0.006944,0.000107
EPI718062|HA|B/Singapore/KK858/2015|EPI_ISL_213672|B,0.006838,0.006876,0.000038
EPI718082|HA|B/Singapore/KK888/2015|EPI_ISL_213682|B,0.005128,0.005137,0.000009
EPI718114|HA|B/Singapore/EN787/2015|EPI_ISL_213698|B,0.005128,0.005150,0.000022
EPI718138|HA|B/Singapore/GP2106/2015|EPI_ISL_213710|B,0.006838,0.006881,0.000044
EPI731424|HA|B/Oman/6335/2015|EPI_ISL_215952|B,0.005128,0.005136,0.000008
EPI737913|HA|B/Bangladesh/11007/2015|EPI_ISL_217553|B,0.006838,0.006857,0.000020
EPI738143|HA|B/Bahrain/921/2015|EPI_ISL_217582|B,0.011966,0.012138,0.000172
EPI753805|HA|B/Cambodia/1287/2015|EPI_ISL_220591|B,0.005128,0.005151,0.000023
EPI630562|HA|B/Hong_Kong/1337/2015|EPI_ISL_193083|B,0.015385,0.015607,0.000222
EPI632763|HA|B/Hong_Kong/1372/2015|EPI_ISL_193649|B,0.011966,0.012067,0.000101
EPI638832|HA|B/TOKYO/50143/2015|EPI_ISL_194915|B,0.005128,0.005157,0.000029
EPI638828|HA|B/Taiwan/113/2015|EPI_ISL_194913|B,0.008547,0.008620,0.000073
EPI808361|HA|B/Florida/79/2015|EPI_ISL_229438|B,0.005128,0.005159,0.000031
EPI662244|HA|B/Hawaii/27/2015|EPI_ISL_199487|B,0.011966,0.012145,0.000179
EPI672044|HA|B/Kentucky/24/2015|EPI_ISL_201592|B,0.005128,0.005133,0.000005
EPI686448|HA|B/Kentucky/29/2015|EPI_ISL_205691|B,0.006838,0.006865,0.000027
EPI686432|HA|B/Kentucky/27/2015|EPI_ISL_205689|B,0.006838,0.006878,0.000040
