Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI808353|HA|B/Laos/0654/2016|EPI_ISL_229437|B,0.000000,0.000001,0.000001
EPI3230423|HA|B/Gunma/15G077/2016|EPI_ISL_19071031|B,0.001709,0.001708,-0.000001
EPI3230439|HA|B/Hokkaido/15H077/2016|EPI_ISL_19071033|B,0.001709,0.001716,0.000006
EPI3230570|HA|B/Nagasaki/15N040/2016|EPI_ISL_19071062|B,0.001709,0.001709,-0.000001
EPI995371|HA|B/TOKYO/EH8/2016|EPI_ISL_262863|B,0.003419,0.003427,0.000008
EPI995379|HA|B/KANAGAWA/IC37/2016|EPI_ISL_262864|B,0.001709,0.001710,0.000001
EPI816276|HA|B/Laos/0525/2016|EPI_ISL_230599|B,0.001709,0.001709,-0.000000
EPI817079|HA|B/Hubei-Xianan/1375/2016|EPI_ISL_230727|B,0.001709,0.001714,0.000005
EPI817085|HA|B/Hubei-Wuchang/1399/2016|EPI_ISL_230729|B,0.001709,0.001711,0.000002
EPI817103|HA|B/Jiangsu-Beitang/1454/2016|EPI_ISL_230735|B,0.001709,0.001710,0.000001
EPI817100|HA|B/Zhejiang-Dinghai/1466/2016|EPI_ISL_230734|B,0.005128,0.005147,0.000019
EPI817109|HA|B/Yunnan-Lushui/1687/2016|EPI_ISL_230737|B,0.001709,0.001709,-0.000001
EPI817106|HA|B/Guangxi-Jinchengjiang/1555/2016|EPI_ISL_230736|B,0.001709,0.001710,0.000001
EPI1609065|HA|B/Lebanon/1406/2016|EPI_ISL_395367|B,0.001709,0.001709,-0.000000
EPI823812|HA|B/Ankara/4326/2016|EPI_ISL_231698|B,0.001709,0.001711,0.000001
EPI1004797|HA|B/Taraz/ZVL737/2016|EPI_ISL_264548|B,0.001709,0.001712,0.000003
EPI1004802|HA|B/Taldykorgan/ZVL706/2016|EPI_ISL_264556|B,0.003419,0.003433,0.000014
EPI1004804|HA|B/Uralsk/ZVL398/2016|EPI_ISL_264558|B,0.001709,0.001712,0.000002
EPI1004807|HA|B/Uralsk/ZVL399/2016|EPI_ISL_264567|B,0.001709,0.001709,-0.000000
EPI1004805|HA|B/Uralsk/ZVL400/2016|EPI_ISL_264560|B,0.003419,0.003429,0.000010
EPI824470|HA|B/HAMAMATU-C/179/2016|EPI_ISL_231977|B,0.001709,0.001710,0.000000
EPI825563|HA|B/Hong_Kong/87/2016|EPI_ISL_232210|B,0.001709,0.001710,0.000001
EPI826135|HA|B/Tak/11/2016|EPI_ISL_232282|B,0.013675,0.013757,0.000081
EPI826173|HA|B/Chanthaburi/72/2016|EPI_ISL_232287|B,0.001709,0.001712,0.000003
EPI826165|HA|B/Phetchaburi/59/2016|EPI_ISL_232286|B,0.001709,0.001710,0.000000
EPI826180|HA|B/Chanthaburi/81/2016|EPI_ISL_232288|B,0.001709,0.001710,0.000001
EPI826213|HA|B/Maha_Sarakham/561/2016|EPI_ISL_232293|B,0.001709,0.001713,0.000003
EPI826441|HA|B/Ulaanbaatar/1913/2016|EPI_ISL_232322|B,0.001709,0.001709,-0.000001
EPI826698|HA|B/Bahrain/275/2016|EPI_ISL_232355|B,0.001709,0.001713,0.000003
EPI826691|HA|B/Bahrain/274/2016|EPI_ISL_232354|B,0.001709,0.001709,-0.000000
EPI826683|HA|B/Bahrain/259/2016|EPI_ISL_232353|B,0.013675,0.013828,0.000152
EPI826730|HA|B/Bahrain/309/2016|EPI_ISL_232359|B,0.001709,0.001713,0.000003
EPI826789|HA|B/Bahrain/630/2016|EPI_ISL_232367|B,0.001709,0.001713,0.000003
EPI827125|HA|B/KITAKYUSYU/2/2016|EPI_ISL_232518|B,0.001709,0.001708,-0.000001
EPI827123|HA|B/AICHI/151/2016|EPI_ISL_232517|B,0.003419,0.003422,0.000003
EPI827131|HA|B/IBARAKI/43/2016|EPI_ISL_232521|B,0.001709,0.001712,0.000003
EPI829448|HA|B/Izmir/1197/2016|EPI_ISL_232915|B,0.001709,0.001716,0.000006
EPI829446|HA|B/Izmir/1091/2016|EPI_ISL_232914|B,0.001709,0.001710,0.000001
EPI830721|HA|B/Vietnam/GHS43/2016|EPI_ISL_233110|B,0.001709,0.001708,-0.000002
EPI830745|HA|B/Vietnam/GHS127/2016|EPI_ISL_233113|B,0.003419,0.003441,0.000022
EPI830737|HA|B/Vietnam/GHS102/2016|EPI_ISL_233112|B,0.003419,0.003421,0.000002
EPI833930|HA|B/Bangladesh/711007/2016|EPI_ISL_233657|B,0.003419,0.003430,0.000011
EPI834001|HA|B/India/5275/2016|EPI_ISL_233666|B,0.001709,0.001708,-0.000002
EPI834330|HA|B/Vietnam/GHS52/2016|EPI_ISL_233707|B,0.011966,0.012032,0.000066
EPI834763|HA|B/Lebanon/1052/2016|EPI_ISL_233764|B,0.003419,0.003432,0.000013
EPI834862|HA|B/Sri_Lanka/22/2016|EPI_ISL_233783|B,0.015385,0.015590,0.000205
EPI3262481|HA|B/Myanmar/16M074/2016|EPI_ISL_19107866|B,0.001709,0.001713,0.000004
EPI3262473|HA|B/Myanmar/16M018/2016|EPI_ISL_19107865|B,0.003419,0.003423,0.000004
EPI3262521|HA|B/Myanmar/16M254/2016|EPI_ISL_19107871|B,0.001709,0.001709,-0.000000
EPI3262513|HA|B/Myanmar/16M250/2016|EPI_ISL_19107870|B,0.003419,0.003443,0.000024
EPI3262505|HA|B/Myanmar/16M189/2016|EPI_ISL_19107869|B,0.001709,0.001708,-0.000002
EPI1492114|HA|B/Ashgabat/2/2016|EPI_ISL_364903|B,0.003419,0.003417,-0.000002
EPI1492112|HA|B/Ashgabat/1/2016|EPI_ISL_364902|B,0.001709,0.001708,-0.000002
EPI1492116|HA|B/Ashgabat/4/2016|EPI_ISL_364904|B,0.003419,0.003421,0.000002
EPI838999|HA|B/Hong_Kong/1547/2016|EPI_ISL_234657|B,0.001709,0.001716,0.000006
EPI839080|HA|B/Zhejiang-Dinghai/1466/2016|EPI_ISL_234668|B,0.001709,0.001712,0.000003
EPI840210|HA|B/Taiwan/419/2016|EPI_ISL_234946|B,0.003419,0.003423,0.000004
EPI840194|HA|B/Taiwan/217/2016|EPI_ISL_234944|B,0.005128,0.005142,0.000014
EPI840234|HA|B/Taiwan/605/2016|EPI_ISL_234949|B,0.003419,0.003434,0.000015
EPI841610|HA|B/Laos/F1192/2016|EPI_ISL_235158|B,0.017094,0.017275,0.000180
EPI841608|HA|B/Laos/F1128/2016|EPI_ISL_235157|B,0.010256,0.010308,0.000052
EPI841616|HA|B/Laos/F1411/2016|EPI_ISL_235161|B,0.001709,0.001709,-0.000000
EPI841624|HA|B/Laos/F1719/2016|EPI_ISL_235165|B,0.005128,0.005133,0.000005
EPI4411663|HA|B/Shandong-Boshan/1224/2016|EPI_ISL_19895912|B,0.005128,0.005163,0.000035
EPI843446|HA|B/Bangladesh/1012/2016|EPI_ISL_235462|B,0.001709,0.001708,-0.000002
EPI4413647|HA|B/Shandong-Jiaxiang/318/2016|EPI_ISL_19896583|B,0.003419,0.003443,0.000024
EPI4413623|HA|B/Shandong-Donggang/1256/2016|EPI_ISL_19896580|B,0.001709,0.001716,0.000006
EPI844345|HA|B/Nepal/383/2016|EPI_ISL_235584|B,0.010256,0.010333,0.000076
EPI844465|HA|B/Nepal/582/2016|EPI_ISL_235599|B,0.011966,0.012100,0.000134
EPI1020309|HA|B/Kazakhstan/6630/2016|EPI_ISL_268826|B,0.001709,0.001711,0.000002
EPI1340251|HA|B/shenzhen/2018-31877/2016|EPI_ISL_334903|B,0.001709,0.001708,-0.000001
EPI1340257|HA|B/shenzhen/2018-31880/2016|EPI_ISL_334905|B,0.001709,0.001709,-0.000000
EPI1340296|HA|B/shenzhen/2018-31892/2016|EPI_ISL_334918|B,0.005128,0.005160,0.000032
EPI1340278|HA|B/shenzhen/2018-31886/2016|EPI_ISL_334912|B,0.001709,0.001713,0.000003
EPI854391|HA|B/Laos/1471/2016|EPI_ISL_236871|B,0.001709,0.001708,-0.000002
EPI1341050|HA|B/shenzhen/2018-28114/2016|EPI_ISL_335168|B,0.003419,0.003430,0.000011
EPI854465|HA|B/Laos/2326/2016|EPI_ISL_236881|B,0.001709,0.001710,0.000001
EPI1025683|HA|B/Laos/3904/2016|EPI_ISL_270022|B,0.001709,0.001715,0.000005
EPI1025723|HA|B/Laos/4031/2016|EPI_ISL_270028|B,0.006838,0.006845,0.000007
EPI1025707|HA|B/Laos/4001/2016|EPI_ISL_270026|B,0.001709,0.001709,-0.000001
EPI1025771|HA|B/Laos/4236/2016|EPI_ISL_270034|B,0.001709,0.001712,0.000002
EPI1025779|HA|B/Laos/4324/2016|EPI_ISL_270035|B,0.003419,0.003425,0.000006
EPI1025827|HA|B/Laos/4449/2016|EPI_ISL_270041|B,0.001709,0.001714,0.000005
EPI1025835|HA|B/Laos/4488/2016|EPI_ISL_270042|B,0.003419,0.003420,0.000002
EPI859124|HA|B/Jordan/IIIj-15-4521-01NT/2016|EPI_ISL_237694|B,0.001709,0.001711,0.000001
EPI859120|HA|B/Jordan/IIIj-15-4203-01NT/2016|EPI_ISL_237692|B,0.001709,0.001710,0.000000
EPI859134|HA|B/Jordan/20423/2016|EPI_ISL_237699|B,0.003419,0.003436,0.000017
EPI859132|HA|B/Jordan/20390/2016|EPI_ISL_237698|B,0.001709,0.001711,0.000002
EPI859142|HA|B/Jordan/20474/2016|EPI_ISL_237703|B,0.005128,0.005163,0.000035
EPI863338|HA|B/Bangladesh/3003/2016|EPI_ISL_238827|B,0.001709,0.001708,-0.000002
EPI863390|HA|B/Bangladesh/910001/2016|EPI_ISL_238834|B,0.001709,0.001712,0.000003
EPI863382|HA|B/Bangladesh/0001/2016|EPI_ISL_238833|B,0.003419,0.003432,0.000014
EPI863414|HA|B/Bangladesh/0011/2016|EPI_ISL_238837|B,0.001709,0.001712,0.000003
EPI864166|HA|B/Bangladesh/1025/2016|EPI_ISL_238967|B,0.001709,0.001713,0.000003
EPI864246|HA|B/Bangladesh/896/2016|EPI_ISL_238977|B,0.001709,0.001709,-0.000000
EPI864616|HA|B/Singapore/EN0592/2016|EPI_ISL_239048|B,0.001709,0.001713,0.000003
EPI864672|HA|B/Singapore/GP2018/2016|EPI_ISL_239055|B,0.003419,0.003430,0.000011
EPI864656|HA|B/Singapore/TT1252/2016|EPI_ISL_239053|B,0.005128,0.005150,0.000022
EPI864696|HA|B/Singapore/KK0994/2016|EPI_ISL_239058|B,0.001709,0.001708,-0.000001
EPI869035|HA|B/Malaysia/0901/2016|EPI_ISL_239863|B,0.003419,0.003430,0.000011
EPI2930193|HA|B/Nepal/FLU-NPBH-03186/2016|EPI_ISL_18787773|B,0.001709,0.001713,0.000004
EPI2930137|HA|B/Nepal/FLU-NPBH-02948/2016|EPI_ISL_18787766|B,0.013675,0.013888,0.000212
