Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1965181|HA|B/Myanmar/I067/2021|EPI_ISL_9109671|B,0.010309,0.010544,0.000235
EPI2509623|HA|B/Hainan-Xiuying/1904/2021|EPI_ISL_17465747|B,0.000000,0.000001,0.000001
EPI2005303|HA|B/WuhanQiaokou/1264/2021|EPI_ISL_11501984|B,0.001718,0.001720,0.000001
EPI2083033|HA|B/Myanmar/21M015/2021|EPI_ISL_13631828|B,0.013746,0.014134,0.000388
EPI2083046|HA|B/Myanmar/21M024/2021|EPI_ISL_13632067|B,0.013746,0.014112,0.000366
EPI1987414|HA|B/Nepal/21FL3195/2021|EPI_ISL_10290367|B,0.012027,0.012343,0.000316
EPI1987406|HA|B/Nepal/21FL3108/2021|EPI_ISL_10290358|B,0.012027,0.012329,0.000302
EPI1945797|HA|B/Singapore/WUH8011/2021|EPI_ISL_7834047|B,0.013746,0.014132,0.000386
EPI1945750|HA|B/Singapore/SAR30882/2021|EPI_ISL_7834041|B,0.013746,0.014118,0.000372
EPI2005387|HA|B/WuhanJiangan/1538/2021|EPI_ISL_11504596|B,0.013746,0.014153,0.000408
EPI2005369|HA|B/WuhanJiangxia/2203/2021|EPI_ISL_11504593|B,0.003436,0.003451,0.000015
EPI1884731|HA|B/Singapore/WUH1312/2021|EPI_ISL_3247017|B,0.013746,0.014105,0.000359
EPI1884729|HA|B/Singapore/WUH0784/2021|EPI_ISL_3247016|B,0.013746,0.014148,0.000402
EPI3348867|HA|B/Anhui-MAS/3726/2021|EPI_ISL_19173830|B,0.013746,0.014151,0.000405
EPI3348860|HA|B/Anhui-MAS/21152/2021|EPI_ISL_19173826|B,0.013746,0.014129,0.000383
EPI3348862|HA|B/Anhui-MAS/21155/2021|EPI_ISL_19173827|B,0.015464,0.016042,0.000578
EPI3348905|HA|B/Anhui-MAS/2937/2021|EPI_ISL_19173847|B,0.013746,0.014161,0.000416
EPI3348913|HA|B/Anhui-MAS/3966/2021|EPI_ISL_19173851|B,0.012027,0.012345,0.000318
EPI1885128|HA|B/Singapore/WUH1312/2021|EPI_ISL_3446790|B,0.015464,0.015979,0.000515
EPI1988146|HA|B/Guangdong-Maonan/316/2021|EPI_ISL_10492332|B,0.005155,0.005177,0.000023
EPI1988154|HA|B/Shanghai-Chongming/38/2021|EPI_ISL_10492337|B,0.015464,0.015940,0.000476
EPI1988202|HA|B/Nepal/21FL2614/2021|EPI_ISL_10492351|B,0.013746,0.014132,0.000386
EPI4414227|HA|B/Shandong-Mudan/1329/2021|EPI_ISL_19896943|B,0.003436,0.003441,0.000005
EPI4414187|HA|B/Shandong-Mudan/1274/2021|EPI_ISL_19896938|B,0.003436,0.003446,0.000010
EPI4414251|HA|B/Shandong-Ningjin/311/2021|EPI_ISL_19896946|B,0.003436,0.003447,0.000011
EPI1915737|HA|B/Zhejiang-Shangcheng/1871/2021|EPI_ISL_4169469|B,0.005155,0.005182,0.000027
EPI1915721|HA|B/Sichuan-Wenjiang/2160/2021|EPI_ISL_4169467|B,0.003436,0.003452,0.000016
EPI1915713|HA|B/Gansu-Baiyin/1281/2021|EPI_ISL_4169466|B,0.012007,0.012293,0.000287
EPI1915913|HA|B/Fujian-Xinluo/11452/2021|EPI_ISL_4169535|B,0.012027,0.012417,0.000389
EPI1915905|HA|B/Guangdong-Futian/1748/2021|EPI_ISL_4169534|B,0.005155,0.005181,0.000027
EPI1915873|HA|B/Henan-Xigong/1326/2021|EPI_ISL_4169530|B,0.013746,0.014135,0.000389
EPI1915849|HA|B/Hebei-Luquan/1628/2021|EPI_ISL_4169527|B,0.003436,0.003448,0.000012
EPI1915825|HA|B/Shanghai-Huangpu/1922/2021|EPI_ISL_4169524|B,0.013746,0.014177,0.000431
EPI1915801|HA|B/Beijing-Chaoyang/11745/2021|EPI_ISL_4169512|B,0.013746,0.014121,0.000375
EPI1915761|HA|B/Hainan-Xiuying/1549/2021|EPI_ISL_4169472|B,0.013746,0.014106,0.000360
EPI1916244|HA|B/Chongqing-Fuling/1461/2021|EPI_ISL_4169581|B,0.003436,0.003456,0.000019
EPI1916196|HA|B/Fujian-Sanyuan/2670/2021|EPI_ISL_4169575|B,0.003436,0.003452,0.000016
EPI1916032|HA|B/Shanghai-Fengxian/1635/2021|EPI_ISL_4169554|B,0.013746,0.014115,0.000369
EPI1915961|HA|B/Fujian-Tongan/1660/2021|EPI_ISL_4169541|B,0.003436,0.003441,0.000004
EPI1889324|HA|B/Qatar/16-VI-21-3506748/2021|EPI_ISL_4005802|B,0.013746,0.014124,0.000378
EPI2105609|HA|B/Hainan-Xiuying/1611/2021|EPI_ISL_14033296|B,0.003436,0.003447,0.000011
EPI2105929|HA|B/Neimenggu-Keerqin/11348/2021|EPI_ISL_14033623|B,0.013746,0.014111,0.000365
EPI2105927|HA|B/Liaoning-Huanggu/11581/2021|EPI_ISL_14033621|B,0.013746,0.014083,0.000338
EPI2105922|HA|B/Guizhou-Ceheng/311/2021|EPI_ISL_14033616|B,0.013746,0.014110,0.000364
EPI2105909|HA|B/Hainan-Meilan/1955/2021|EPI_ISL_14033603|B,0.001718,0.001724,0.000006
EPI2105920|HA|B/Shanxi-Gaoping/322/2021|EPI_ISL_14033614|B,0.015464,0.016044,0.000580
EPI2105916|HA|B/Chongqing-Yubei/332/2021|EPI_ISL_14033610|B,0.013746,0.014153,0.000408
EPI2105951|HA|B/Hubei-Xiaonan/11859/2021|EPI_ISL_14033652|B,0.013746,0.014130,0.000384
EPI2105949|HA|B/Shandong-Taierzhuang/320/2021|EPI_ISL_14033650|B,0.013746,0.014108,0.000363
EPI2105961|HA|B/Beijing-Chaoyang/13011/2021|EPI_ISL_14033662|B,0.015464,0.015888,0.000424
EPI2105960|HA|B/Beijing-Chaoyang/13011/2021|EPI_ISL_14033661|B,0.013746,0.014101,0.000356
EPI2105958|HA|B/Neimenggu-Yuquan/1591/2021|EPI_ISL_14033659|B,0.013746,0.014085,0.000340
EPI2105955|HA|B/Fujian-Dongshan/321/2021|EPI_ISL_14033656|B,0.013746,0.014232,0.000487
EPI2105936|HA|B/Neimenggu-Etuokeqi/31/2021|EPI_ISL_14033637|B,0.013746,0.014085,0.000340
EPI2105941|HA|B/Guangxi-Youjiang/542/2021|EPI_ISL_14033642|B,0.013746,0.014128,0.000382
EPI2105904|HA|B/Guangdong-Duanzhou/11143/2021|EPI_ISL_14033598|B,0.013746,0.014108,0.000362
EPI2105879|HA|B/Shanxi-Xinghualing/11613/2021|EPI_ISL_14033573|B,0.003436,0.003452,0.000016
EPI2105830|HA|B/Henan-Guanchenghuizu/32/2021|EPI_ISL_14033524|B,0.013746,0.014186,0.000440
EPI2105831|HA|B/Tianjin-Jinnan/1587/2021|EPI_ISL_14033525|B,0.013746,0.014083,0.000338
EPI2105828|HA|B/Guangdong-Chikan/1973/2021|EPI_ISL_14033522|B,0.001718,0.001715,-0.000003
EPI1877996|HA|B/Shanghai-Changning/1249/2021|EPI_ISL_2695918|B,0.003436,0.003450,0.000013
EPI1877970|HA|B/Hunan-Jishou/1433/2021|EPI_ISL_2695905|B,0.017182,0.017838,0.000656
EPI1877968|HA|B/Hunan-Jishou/1433/2021|EPI_ISL_2695904|B,0.017182,0.017797,0.000615
EPI1877972|HA|B/Gansu-Minxian/337/2021|EPI_ISL_2695906|B,0.015464,0.015926,0.000462
EPI1878018|HA|B/Jiangxi-Xihu/1220/2021|EPI_ISL_2695929|B,0.013746,0.014138,0.000393
EPI1878022|HA|B/Hunan-Yuhua/1334/2021|EPI_ISL_2695931|B,0.005155,0.005190,0.000035
EPI1878020|HA|B/Ningxia-Shapotou/1178/2021|EPI_ISL_2695930|B,0.003436,0.003446,0.000009
EPI1878030|HA|B/Fujian-Jiaocheng/1430/2021|EPI_ISL_2695935|B,0.003436,0.003441,0.000005
EPI2105747|HA|B/Yunnan-Chuxiong/11179/2021|EPI_ISL_14033441|B,0.013746,0.014100,0.000355
EPI1877946|HA|B/Hunan-Tianyuan/1288/2021|EPI_ISL_2695893|B,0.015464,0.015948,0.000484
EPI1877950|HA|B/Jiangxi-Xinzhou/1248/2021|EPI_ISL_2695895|B,0.003436,0.003451,0.000014
EPI1878118|HA|B/Jiangxi-Zhushan/1345/2021|EPI_ISL_2695980|B,0.003436,0.003441,0.000004
EPI1878124|HA|B/Zhejiang-Kecheng/1343/2021|EPI_ISL_2695983|B,0.003436,0.003448,0.000011
EPI1878100|HA|B/Jiangxi-Donghu/1751/2021|EPI_ISL_2695971|B,0.008591,0.008673,0.000082
EPI1878128|HA|B/Hunan-Jishou/1678/2021|EPI_ISL_2695985|B,0.003436,0.003444,0.000008
EPI1878054|HA|B/Gansu-Maoji/1153/2021|EPI_ISL_2695947|B,0.013746,0.014123,0.000377
EPI1878088|HA|B/Hubei-Wujiagang/1411/2021|EPI_ISL_2695965|B,0.008591,0.008705,0.000114
EPI1878090|HA|B/Qinghai-Gonghe/1259/2021|EPI_ISL_2695966|B,0.013746,0.014083,0.000338
EPI1878236|HA|B/Jiangxi-Zhanggong/52/2021|EPI_ISL_2696039|B,0.015464,0.015878,0.000414
EPI1878272|HA|B/Henan-Shanyang/311/2021|EPI_ISL_2696057|B,0.006873,0.006915,0.000042
EPI1878284|HA|B/Hubei-Xianan/1387/2021|EPI_ISL_2696063|B,0.003436,0.003446,0.000009
EPI1878260|HA|B/Chongqing-Qianjiang/1315/2021|EPI_ISL_2696051|B,0.003436,0.003447,0.000011
EPI1878180|HA|B/Gansu-Jingyuan/1281/2021|EPI_ISL_2696011|B,0.013746,0.014123,0.000377
EPI1878160|HA|B/Hubei-Wujiagang/1375/2021|EPI_ISL_2696001|B,0.006873,0.006930,0.000057
EPI1878162|HA|B/Hubei-Wujiagang/1375/2021|EPI_ISL_2696002|B,0.008591,0.008688,0.000097
EPI1878168|HA|B/Neimenggu-Dongsheng/1276/2021|EPI_ISL_2696005|B,0.003436,0.003444,0.000007
EPI1878166|HA|B/Hunan-Yuhua/1523/2021|EPI_ISL_2696004|B,0.003436,0.003453,0.000017
EPI1878172|HA|B/Neimenggu-Dongsheng/1277/2021|EPI_ISL_2696007|B,0.003436,0.003446,0.000010
EPI1878204|HA|B/Yunnan-Malong/329/2021|EPI_ISL_2696023|B,0.017182,0.017838,0.000656
EPI1878366|HA|B/Jiangxi-Guixi/1225/2021|EPI_ISL_2696104|B,0.003436,0.003441,0.000004
EPI1878404|HA|B/Hunan-Tianyuan/196/2021|EPI_ISL_2696123|B,0.005155,0.005190,0.000035
EPI1878406|HA|B/Hubei-Xianan/545/2021|EPI_ISL_2696124|B,0.003436,0.003441,0.000005
EPI1878382|HA|B/Jiangxi-Linchuan/1197/2021|EPI_ISL_2696112|B,0.003436,0.003441,0.000004
EPI1878390|HA|B/Jiangxi-Yuanzhou/1434/2021|EPI_ISL_2696116|B,0.005155,0.005181,0.000027
EPI1878308|HA|B/Shaanxi-Zhenan/388/2021|EPI_ISL_2696075|B,0.003436,0.003446,0.000010
EPI1878290|HA|B/Henan-Luolong/1258/2021|EPI_ISL_2696066|B,0.013746,0.014127,0.000381
EPI1878298|HA|B/Guizhou-Xixiu/1218/2021|EPI_ISL_2696070|B,0.012027,0.012272,0.000244
EPI1878320|HA|B/Hunan-Tianyuan/348/2021|EPI_ISL_2696081|B,0.003436,0.003444,0.000007
EPI1878318|HA|B/Guangxi-Chengzhong/1368/2021|EPI_ISL_2696080|B,0.003436,0.003453,0.000017
EPI1878324|HA|B/Jiangxi-Jizhou/1321/2021|EPI_ISL_2696083|B,0.017182,0.017778,0.000596
EPI1878330|HA|B/Hunan-Yuhua/1494/2021|EPI_ISL_2696086|B,0.003436,0.003445,0.000009
EPI2105992|HA|B/Beijing-Chaoyang/12913/2021|EPI_ISL_14033693|B,0.013746,0.014102,0.000356
EPI2105970|HA|B/Shandong-Penglai/314/2021|EPI_ISL_14033671|B,0.013746,0.014177,0.000431
EPI1878440|HA|B/Hubei-Xianan/545/2021|EPI_ISL_2696141|B,0.005155,0.005173,0.000018
EPI1878444|HA|B/Zhejiang-Nanhu/1177/2021|EPI_ISL_2696143|B,0.003436,0.003450,0.000013
EPI1878456|HA|B/Hubei-Dongxihu/217/2021|EPI_ISL_2696149|B,0.005155,0.005215,0.000060
EPI1878664|HA|B/Jiangxi-Zhanggong/31/2021|EPI_ISL_2696253|B,0.013746,0.014186,0.000440
EPI1878568|HA|B/Jiangxi-Jizhou/170/2021|EPI_ISL_2696205|B,0.013746,0.014108,0.000362
EPI1878566|HA|B/Jiangxi-Jizhou/180/2021|EPI_ISL_2696204|B,0.003436,0.003447,0.000010
EPI1878572|HA|B/Jiangxi-Jizhou/150/2021|EPI_ISL_2696207|B,0.013746,0.014106,0.000360
EPI1878584|HA|B/Jiangxi-Donghu/1166/2021|EPI_ISL_2696213|B,0.003436,0.003448,0.000012
EPI1878688|HA|B/Guizhou-Huichuan/125/2021|EPI_ISL_2696265|B,0.003436,0.003449,0.000012
EPI1968843|HA|B/India/Pun-NIV564/2021|EPI_ISL_9349283|B,0.015464,0.015963,0.000499
EPI2156151|HA|B/India/Dibrugarh-NIVQC592/2021|EPI_ISL_14854671|B,0.013746,0.014110,0.000364
EPI2156198|HA|B/India/Dibrugarh-NIVQC576/2021|EPI_ISL_14854674|B,0.013746,0.014094,0.000348
EPI2156214|HA|B/India/Dibrugarh-NIVQC569/2021|EPI_ISL_14854675|B,0.013746,0.014094,0.000348
EPI2156261|HA|B/India/Tripura-NIVQC336/2021|EPI_ISL_14854679|B,0.013746,0.014135,0.000389
EPI1985603|HA|B/Qatar/16-VI-21-6159966/2021|EPI_ISL_9842676|B,0.013746,0.014112,0.000366
EPI1944875|HA|B/Shanghai-Chongming/1890/2021|EPI_ISL_7745729|B,0.015464,0.016031,0.000567
EPI1944779|HA|B/Shanghai-Huangpu/11573/2021|EPI_ISL_7745717|B,0.015464,0.015863,0.000399
EPI1944653|HA|B/Guangxi-Haicheng/1775/2021|EPI_ISL_7745701|B,0.015464,0.015956,0.000492
EPI1944613|HA|B/Guangdong-Dongwanbendi/1776/2021|EPI_ISL_7745696|B,0.006873,0.006898,0.000026
