Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1478730|HA|B/Guangdong-Nanshan/38/2018|EPI_ISL_362090|B,0.005155,0.005182,0.000028
EPI1481607|HA|B/Fujian-Yanping/11948/2018|EPI_ISL_362484|B,0.000000,0.000001,0.000001
EPI1481602|HA|B/Jiangxi-Qingshanhu/314/2018|EPI_ISL_362483|B,0.008576,0.008647,0.000071
EPI1481721|HA|B/Guangdong-Nanshan/36/2018|EPI_ISL_362499|B,0.003436,0.003445,0.000009
EPI1168572|HA|B/Beijing-Xicheng/111/2018|EPI_ISL_297015|B,0.005128,0.005164,0.000036
EPI1168596|HA|B/Yunnan-Wenshan/11/2018|EPI_ISL_297023|B,0.008591,0.008730,0.000139
EPI1168611|HA|B/Zhejiang-Yongkang/110/2018|EPI_ISL_297028|B,0.005128,0.005180,0.000052
EPI1312040|HA|B/Quinghai-Gangcha/1209/2018|EPI_ISL_330061|B,0.006838,0.006940,0.000102
EPI1312016|HA|B/Zhejiang-Haishu/1280/2018|EPI_ISL_330058|B,0.008547,0.008645,0.000098
EPI1313482|HA|B/Qatar/10-VI-18-0043316/2018|EPI_ISL_330341|B,0.003419,0.003417,-0.000002
EPI1313486|HA|B/Qatar/10-VI-18-0043448/2018|EPI_ISL_330343|B,0.005128,0.005127,-0.000001
EPI1314847|HA|B/Guangxi-Lingshan/359/2018|EPI_ISL_330526|B,0.010309,0.010449,0.000140
EPI1314811|HA|B/Hubei-Maojian/1219/2018|EPI_ISL_330521|B,0.012027,0.012252,0.000225
EPI1314951|HA|B/Liaoning-Yinzhou/1202/2018|EPI_ISL_330540|B,0.006838,0.006888,0.000051
EPI1315167|HA|B/Singapore/EN0025/2018|EPI_ISL_330587|B,0.005128,0.005142,0.000014
EPI1315303|HA|B/Singapore/GP0346/2018|EPI_ISL_330605|B,0.003419,0.003417,-0.000002
EPI1315311|HA|B/Singapore/GP0423/2018|EPI_ISL_330606|B,0.003419,0.003430,0.000011
EPI1318824|HA|B/Singapore/KK0248/2018|EPI_ISL_331209|B,0.010292,0.010464,0.000173
EPI1318828|HA|B/Sri_Lanka/14/2018|EPI_ISL_331211|B,0.008576,0.008660,0.000083
EPI1318826|HA|B/Singapore/KK0234/2018|EPI_ISL_331210|B,0.008576,0.008673,0.000097
EPI1328985|HA|B/Oman/6271/2018|EPI_ISL_332869|B,0.006838,0.006901,0.000064
EPI1329001|HA|B/Oman/5112/2018|EPI_ISL_332878|B,0.003419,0.003423,0.000004
EPI4413679|HA|B/Shandong-Huancui/1162/2018|EPI_ISL_19896587|B,0.005128,0.005137,0.000009
EPI1503829|HA|B/Macao/604456/2018|EPI_ISL_367120|B,0.005128,0.005132,0.000004
EPI1339141|HA|B/Yunnan-Gucheng/1928/2018|EPI_ISL_334533|B,0.003419,0.003417,-0.000002
EPI1339147|HA|B/Fujian-Huli/364/2018|EPI_ISL_334535|B,0.008576,0.008647,0.000071
EPI1339165|HA|B/Yunnan-Simao/1987/2018|EPI_ISL_334541|B,0.003419,0.003432,0.000014
EPI1339162|HA|B/Jiangsu-Hailing/11678/2018|EPI_ISL_334540|B,0.005128,0.005163,0.000034
EPI1339378|HA|B/Jiangsu-Chongchuan/11613/2018|EPI_ISL_334612|B,0.005128,0.005133,0.000005
EPI1339408|HA|B/Beijing-Xicheng/1121/2018|EPI_ISL_334622|B,0.005128,0.005154,0.000026
EPI1340200|HA|B/Yunnan-Linxiang/1650/2018|EPI_ISL_334886|B,0.003419,0.003424,0.000005
EPI1340221|HA|B/Guizhou-Douyun/11123/2018|EPI_ISL_334893|B,0.005128,0.005161,0.000033
EPI1340212|HA|B/Guangdong-Duanzhou/155/2018|EPI_ISL_334890|B,0.003419,0.003425,0.000006
EPI1340233|HA|B/Guangxi-Babu/1158/2018|EPI_ISL_334897|B,0.003419,0.003421,0.000003
EPI1192404|HA|B/NIIGATA-C/1/2018|EPI_ISL_302262|B,0.003419,0.003440,0.000021
EPI1340614|HA|B/Hunan-Heshan/1194/2018|EPI_ISL_335024|B,0.005128,0.005157,0.000028
EPI1340623|HA|B/Sichuan-Chuanshan/12302/2018|EPI_ISL_335027|B,0.003419,0.003423,0.000004
EPI1341071|HA|B/Shanghai-Songjiang/1151/2018|EPI_ISL_335175|B,0.005128,0.005135,0.000006
EPI1341056|HA|B/Beijing-Xicheng/1121/2018|EPI_ISL_335170|B,0.003419,0.003418,-0.000001
EPI1341077|HA|B/Hebei-Cixian/149/2018|EPI_ISL_335177|B,0.010256,0.010431,0.000174
EPI1341074|HA|B/Guangdong-Zhenjiang/152/2018|EPI_ISL_335176|B,0.006838,0.006925,0.000087
EPI1351158|HA|B/Henan-Zhaoling/8380/2018|EPI_ISL_336840|B,0.006873,0.006973,0.000100
EPI1351233|HA|B/Sichuan-Tianfuxin/55/2018|EPI_ISL_336865|B,0.005155,0.005200,0.000045
EPI1352996|HA|B/Anhui-Tianjiaan/1911/2018|EPI_ISL_337300|B,0.010309,0.010446,0.000137
EPI1352990|HA|B/Anhui-Tianjiaan/1933/2018|EPI_ISL_337298|B,0.012027,0.012221,0.000194
EPI1208370|HA|B/EHIME/28/2018|EPI_ISL_305413|B,0.008576,0.008647,0.000071
EPI1208364|HA|B/NIIGATA/173/2018|EPI_ISL_305410|B,0.005128,0.005180,0.000052
EPI1356254|HA|B/Hong_Kong/1404/2018|EPI_ISL_338513|B,0.006838,0.006911,0.000074
EPI1359277|HA|B/Sri_Lanka/34/2018|EPI_ISL_339111|B,0.008576,0.008681,0.000105
EPI1359297|HA|B/Malaysia/RP4021/2018|EPI_ISL_339121|B,0.005128,0.005156,0.000028
EPI1359339|HA|B/Malaysia/RP1663/2018|EPI_ISL_339142|B,0.003419,0.003427,0.000008
EPI1359367|HA|B/Malaysia/RP1657/2018|EPI_ISL_339156|B,0.008547,0.008664,0.000117
EPI1359373|HA|B/Malaysia/RP2326/2018|EPI_ISL_339159|B,0.005128,0.005154,0.000026
EPI1359371|HA|B/Malaysia/RP1676/2018|EPI_ISL_339158|B,0.006838,0.006896,0.000058
EPI1359381|HA|B/Malaysia/RP3303/2018|EPI_ISL_339163|B,0.005128,0.005154,0.000025
EPI1359945|HA|B/Cambodia/c1217373/2018|EPI_ISL_339333|B,0.003419,0.003418,-0.000001
EPI1359943|HA|B/Cambodia/c1115381/2018|EPI_ISL_339332|B,0.006838,0.006895,0.000058
EPI1367101|HA|B/Singapore/KK1097/2018|EPI_ISL_340875|B,0.005128,0.005127,-0.000001
EPI1370215|HA|B/Istanbul/2051/2018|EPI_ISL_341349|B,0.010292,0.010425,0.000134
EPI1239507|HA|B/Kazakhstan/346/2018|EPI_ISL_311600|B,0.010292,0.010433,0.000141
EPI1239577|HA|B/Oman/1144/2018|EPI_ISL_311609|B,0.003419,0.003422,0.000003
EPI1381171|HA|B/TOKUSHIMA/19/2018|EPI_ISL_344414|B,0.010292,0.010420,0.000129
EPI1381162|HA|B/Guangdong-Nanshan/2018-33566/2018|EPI_ISL_344411|B,0.005155,0.005197,0.000043
