Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI808353|HA|B/Laos/0654/2016|EPI_ISL_229437|B,0.000000,0.001711,0.001711
EPI3230423|HA|B/Gunma/15G077/2016|EPI_ISL_19071031|B,0.001709,0.003423,0.001714
EPI3230439|HA|B/Hokkaido/15H077/2016|EPI_ISL_19071033|B,0.001709,0.003439,0.001729
EPI3230570|HA|B/Nagasaki/15N040/2016|EPI_ISL_19071062|B,0.001709,0.003425,0.001715
EPI995371|HA|B/TOKYO/EH8/2016|EPI_ISL_262863|B,0.003419,0.005151,0.001732
EPI995379|HA|B/KANAGAWA/IC37/2016|EPI_ISL_262864|B,0.001709,0.003428,0.001718
EPI816276|HA|B/Laos/0525/2016|EPI_ISL_230599|B,0.001709,0.003426,0.001717
EPI817079|HA|B/Hubei-Xianan/1375/2016|EPI_ISL_230727|B,0.001709,0.003436,0.001726
EPI817085|HA|B/Hubei-Wuchang/1399/2016|EPI_ISL_230729|B,0.001709,0.003429,0.001720
EPI817103|HA|B/Jiangsu-Beitang/1454/2016|EPI_ISL_230735|B,0.001709,0.003427,0.001718
EPI817100|HA|B/Zhejiang-Dinghai/1466/2016|EPI_ISL_230734|B,0.005128,0.006878,0.001749
EPI817109|HA|B/Yunnan-Lushui/1687/2016|EPI_ISL_230737|B,0.001709,0.003425,0.001716
EPI817106|HA|B/Guangxi-Jinchengjiang/1555/2016|EPI_ISL_230736|B,0.001709,0.003428,0.001719
EPI1609065|HA|B/Lebanon/1406/2016|EPI_ISL_395367|B,0.001709,0.003425,0.001716
EPI823812|HA|B/Ankara/4326/2016|EPI_ISL_231698|B,0.001709,0.003429,0.001719
EPI1004797|HA|B/Taraz/ZVL737/2016|EPI_ISL_264548|B,0.001709,0.003432,0.001723
EPI1004802|HA|B/Taldykorgan/ZVL706/2016|EPI_ISL_264556|B,0.003419,0.005161,0.001742
EPI1004804|HA|B/Uralsk/ZVL398/2016|EPI_ISL_264558|B,0.001709,0.003430,0.001721
EPI1004807|HA|B/Uralsk/ZVL399/2016|EPI_ISL_264567|B,0.001709,0.003425,0.001716
EPI1004805|HA|B/Uralsk/ZVL400/2016|EPI_ISL_264560|B,0.003419,0.005154,0.001735
EPI824470|HA|B/HAMAMATU-C/179/2016|EPI_ISL_231977|B,0.001709,0.003426,0.001717
EPI825563|HA|B/Hong_Kong/87/2016|EPI_ISL_232210|B,0.001709,0.003427,0.001718
