Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1158001|HA|B/Hong_Kong/1089/2017|EPI_ISL_294975|B,0.003419,0.003436,0.000018
EPI1158011|HA|B/Hong_Kong/1095/2017|EPI_ISL_294980|B,0.003436,0.003455,0.000018
EPI1158009|HA|B/Hong_Kong/1094/2017|EPI_ISL_294979|B,0.001709,0.001711,0.000002
EPI1158031|HA|B/Hong_Kong/695/2017|EPI_ISL_294990|B,0.003419,0.003479,0.000060
EPI1158023|HA|B/Hong_Kong/1118/2017|EPI_ISL_294986|B,0.001709,0.001710,0.000001
EPI3230642|HA|B/Okinawa/16T022/2017|EPI_ISL_19071163|B,0.003419,0.003441,0.000023
EPI3230634|HA|B/Okinawa/16T016/2017|EPI_ISL_19071162|B,0.003419,0.003431,0.000012
EPI994761|HA|B/Maldives/49/2017|EPI_ISL_262781|B,0.001709,0.001712,0.000003
EPI1164055|HA|B/Laos/F1664/2017|EPI_ISL_296175|B,0.001718,0.001721,0.000002
EPI1167080|HA|B/Bangladesh/1312/2017|EPI_ISL_296624|B,0.001709,0.001710,0.000001
EPI1168584|HA|B/Guizhou-Honghuagang/1952/2017|EPI_ISL_297019|B,0.001709,0.001710,0.000001
EPI1168614|HA|B/Hunan-Yuhua/11919/2017|EPI_ISL_297029|B,0.006838,0.006886,0.000048
EPI1168599|HA|B/Hubei-Zhangwan/36/2017|EPI_ISL_297024|B,0.008591,0.008692,0.000101
EPI1004798|HA|B/Almaty/ZVL599/2017|EPI_ISL_264549|B,0.001709,0.001715,0.000005
EPI1004818|HA|B/SAITAMA-C/1/2017|EPI_ISL_265151|B,0.001709,0.001709,-0.000000
EPI1004826|HA|B/TOCHIGI/17218/2017|EPI_ISL_265155|B,0.003419,0.003428,0.000009
EPI1004846|HA|B/SAITAMA/93/2017|EPI_ISL_265165|B,0.001709,0.001710,0.000001
EPI1004836|HA|B/SAGA/73/2017|EPI_ISL_265160|B,0.001709,0.001713,0.000003
EPI1172916|HA|B/Astana/ZVL988/2017|EPI_ISL_297936|B,0.001709,0.001710,0.000001
EPI1174863|HA|B/Bangladesh/1221/2017|EPI_ISL_298413|B,0.005128,0.005151,0.000023
EPI1174879|HA|B/Bangladesh/1302/2017|EPI_ISL_298415|B,0.003419,0.003430,0.000011
EPI1174887|HA|B/Bangladesh/1294/2017|EPI_ISL_298416|B,0.001709,0.001710,0.000000
EPI1177451|HA|B/Ankara/1110/2017|EPI_ISL_299074|B,0.008547,0.008617,0.000070
EPI1177508|HA|B/Kazakhstan/7527/2017|EPI_ISL_299103|B,0.003419,0.003430,0.000011
EPI1492118|HA|B/Ashgabat/5/2017|EPI_ISL_364905|B,0.003419,0.003420,0.000001
EPI1179385|HA|B/Sri_Lanka/14/2017|EPI_ISL_299620|B,0.001709,0.001710,0.000001
EPI1179379|HA|B/Sri_Lanka/19/2017|EPI_ISL_299617|B,0.003419,0.003427,0.000009
EPI1179623|HA|B/Philippines/13/2017|EPI_ISL_299708|B,0.003419,0.003424,0.000005
EPI1182265|HA|B/Hong_Kong/1133/2017|EPI_ISL_300118|B,0.006873,0.006938,0.000065
EPI1182280|HA|B/Hong_Kong/1148/2017|EPI_ISL_300120|B,0.001709,0.001709,-0.000001
EPI1012520|HA|B/KANAGAWA/5/2017|EPI_ISL_267598|B,0.003419,0.003435,0.000017
EPI1012576|HA|B/KOBE/871/2017|EPI_ISL_267605|B,0.003419,0.003422,0.000003
EPI1012584|HA|B/GUNMA/82/2017|EPI_ISL_267606|B,0.001709,0.001713,0.000003
EPI1012544|HA|B/SHIZUOKA/48/2017|EPI_ISL_267601|B,0.001709,0.001712,0.000003
EPI1012552|HA|B/OITA/8/2017|EPI_ISL_267602|B,0.001709,0.001715,0.000005
EPI1012560|HA|B/HYOGO/3233/2017|EPI_ISL_267603|B,0.003419,0.003425,0.000007
EPI1012762|HA|B/Kyrgyzstan/119/2017|EPI_ISL_267629|B,0.001709,0.001710,0.000000
EPI1012738|HA|B/Kyrgyzstan/115/2017|EPI_ISL_267626|B,0.001709,0.001712,0.000002
EPI1012786|HA|B/Kyrgyzstan/125/2017|EPI_ISL_267632|B,0.005128,0.005181,0.000053
