Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI187509|HA|B/Fujian-Siming/118/2009|EPI_ISL_33085|B,0.006838,0.008619,0.001782
EPI187519|HA|B/Hong_Kong/120/2009|EPI_ISL_33090|B,0.001709,0.000001,-0.001708
EPI187523|HA|B/Hubei-Xiling/35/2009|EPI_ISL_33092|B,0.013675,0.015594,0.001919
EPI187537|HA|B/Jiangsu-Gulou/125/2009|EPI_ISL_33099|B,0.011966,0.013864,0.001898
EPI232691|HA|B/Cambodia/6535/2009|EPI_ISL_66635|B,0.001709,0.003423,0.001713
EPI232694|HA|B/Cambodia/6535/2009|EPI_ISL_66636|B,0.003419,0.005169,0.001751
EPI232831|HA|B/Vietnam/244/2009|EPI_ISL_66645|B,0.008547,0.010415,0.001868
EPI233214|HA|B/Bangladesh/5945/2009|EPI_ISL_66811|B,0.006838,0.008636,0.001798
EPI233211|HA|B/Bangladesh/3217/2009|EPI_ISL_66810|B,0.003419,0.005141,0.001722
EPI193052|HA|B/Hunan-Yuhu/311/2009|EPI_ISL_34750|B,0.008547,0.010346,0.001798
EPI193058|HA|B/Singapore/23/2009|EPI_ISL_34753|B,0.005128,0.006886,0.001757
EPI193090|HA|B/Taiwan/33/2009|EPI_ISL_34769|B,0.000000,0.001707,0.001707
EPI241199|HA|B/Taiwan/55/2009|EPI_ISL_69340|B,0.011966,0.014063,0.002097
EPI241205|HA|B/Shanxi-Zuoquan/311/2009|EPI_ISL_69342|B,0.008547,0.010364,0.001817
EPI241631|HA|B/Hong_Kong/230/2009|EPI_ISL_69715|B,0.011966,0.013893,0.001927
EPI243627|HA|B/Hong_Kong/514/2009|EPI_ISL_70224|B,0.005128,0.006893,0.001765
EPI247513|HA|B/Japan/3280/2009|EPI_ISL_71450|B,0.001709,0.003436,0.001727
EPI269877|HA|B/Malaysia/5693/2009|EPI_ISL_76594|B,0.005128,0.006890,0.001762
EPI269883|HA|B/Philippines/6075/2009|EPI_ISL_76597|B,0.010256,0.012237,0.001981
EPI1399058|HA|B/Taiwan/3949/2009|EPI_ISL_348539|B,0.011966,0.013876,0.001910
EPI210294|HA|B/SINGAPORE/15/2009|EPI_ISL_60160|B,0.008547,0.010442,0.001895
EPI210295|HA|B/SINGAPORE/21/2009|EPI_ISL_60161|B,0.010256,0.012264,0.002008
EPI210296|HA|B/SURAT_THANI/73/2009|EPI_ISL_60162|B,0.001709,0.003432,0.001722
EPI210297|HA|B/PHILIPPINES/8/2009|EPI_ISL_60163|B,0.001709,0.003432,0.001722
EPI210298|HA|B/PHILIPPINES/9/2009|EPI_ISL_60164|B,0.011966,0.014029,0.002063
