Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4569411|HA|A/Nakhon_Phanom/P1846/2025|EPI_ISL_20087282|A_/_H3N2,0.019435,0.019966,0.000532
EPI4569451|HA|A/Bangkok/P1892/2025|EPI_ISL_20087287|A_/_H3N2,0.014134,0.014535,0.000401
EPI4569339|HA|A/Nakhon_Phanom/P1767/2025|EPI_ISL_20087273|A_/_H3N2,0.019435,0.019664,0.000229
EPI4467231|HA|A/YAMAGATA/98/2025|EPI_ISL_20054881|A_/_H3N2,0.010601,0.010654,0.000053
EPI4467199|HA|A/GUNMA/397/2025|EPI_ISL_20054877|A_/_H3N2,0.015901,0.016028,0.000126
EPI4570392|HA|A/Laos/00819-3122/2025|EPI_ISL_20087471|A_/_H3N2,0.014134,0.014251,0.000117
EPI4245779|HA|A/Vietnam/FP425102/2025|EPI_ISL_19826074|A_/_H3N2,0.015901,0.016008,0.000107
EPI4156919|HA|A/Nakhon_Phanom/F659/2025|EPI_ISL_19794733|A_/_H3N2,0.015901,0.016318,0.000417
EPI4155435|HA|A/Busan/461/2025|EPI_ISL_19794442|A_/_H3N2,0.015901,0.015965,0.000064
EPI4156688|HA|A/Ulsan/334/2025|EPI_ISL_19794599|A_/_H3N2,0.019435,0.019584,0.000149
EPI4156520|HA|A/Jeju/419/2025|EPI_ISL_19794578|A_/_H3N2,0.000000,0.000001,0.000001
EPI4579624|HA|A/Nakhon_Phanom/P2091/2025|EPI_ISL_20090640|A_/_H3N2,0.014134,0.014200,0.000066
EPI4470709|HA|A/Oman/CPHL_7252121/2025|EPI_ISL_20058106|A_/_H3N2,0.012367,0.012464,0.000097
EPI4470393|HA|A/Oman/CPHL_7251116/2025|EPI_ISL_20058064|A_/_H3N2,0.022968,0.023854,0.000886
EPI4582653|HA|A/Singapore/MAH0260/2025|EPI_ISL_20091123|A_/_H3N2,0.010601,0.010621,0.000020
EPI4667606|HA|A/Maldives/1301/2025|EPI_ISL_20159078|A_/_H3N2,0.017668,0.017794,0.000126
EPI4423073|HA|A/ABUDHABI/UAE/0004145/2025|EPI_ISL_19899658|A_/_H3N2,0.014134,0.014222,0.000088
EPI4423026|HA|A/ABUDHABI/UAE/0003943/2025|EPI_ISL_19899652|A_/_H3N2,0.021201,0.021504,0.000303
EPI4422745|HA|A/ABUDHABI/UAE/0004811/2025|EPI_ISL_19899616|A_/_H3N2,0.024735,0.025055,0.000320
EPI4422563|HA|A/ABUDHABI/UAE/0004807/2025|EPI_ISL_19899593|A_/_H3N2,0.019435,0.019526,0.000092
EPI4422533|HA|A/ABUDHABI/UAE/0004161/2025|EPI_ISL_19899589|A_/_H3N2,0.014134,0.014240,0.000105
EPI4592181|HA|A/NIIGATA-C/25144/2025|EPI_ISL_20097267|A_/_H3N2,0.010601,0.010639,0.000038
EPI4594611|HA|A/ABUDHABI/UAE/0013784/2025|EPI_ISL_20098101|A_/_H3N2,0.017668,0.017759,0.000092
EPI4672093|HA|A/Nepal/S2163/2025|EPI_ISL_20164546|A_/_H3N2,0.024735,0.025198,0.000463
EPI4191363|HA|A/Bangkok/F1046/2025|EPI_ISL_19806054|A_/_H3N2,0.010601,0.010593,-0.000008
EPI4434984|HA|A/ABUDHABI/UAE/0001511/2025|EPI_ISL_19904892|A_/_H3N2,0.014134,0.014206,0.000071
