Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI534966|HA|A/Ho_Chi_Minh/459.6/2010|EPI_ISL_163974|A_/_H3N2,0.068905,0.072941,0.004036
EPI534967|HA|A/Ho_Chi_Minh/518.6/2010|EPI_ISL_163975|A_/_H3N2,0.012367,0.012452,0.000084
EPI534969|HA|A/Ho_Chi_Minh/552.7/2010|EPI_ISL_163977|A_/_H3N2,0.012367,0.012427,0.000059
EPI534975|HA|A/Ho_Chi_Minh/612.7/2010|EPI_ISL_163983|A_/_H3N2,0.015901,0.015989,0.000088
EPI534973|HA|A/Ho_Chi_Minh/607.7/2010|EPI_ISL_163981|A_/_H3N2,0.017668,0.017963,0.000295
EPI534978|HA|A/Ho_Chi_Minh/632.8/2010|EPI_ISL_163986|A_/_H3N2,0.017668,0.017825,0.000157
EPI534979|HA|A/Ho_Chi_Minh/638.8/2010|EPI_ISL_163987|A_/_H3N2,0.017668,0.017746,0.000078
EPI534976|HA|A/Ho_Chi_Minh/626.8/2010|EPI_ISL_163984|A_/_H3N2,0.024735,0.025106,0.000371
EPI534982|HA|A/Ho_Chi_Minh/660.8/2010|EPI_ISL_163990|A_/_H3N2,0.045936,0.048222,0.002286
EPI534983|HA|A/Ho_Chi_Minh/718.8/2010|EPI_ISL_163991|A_/_H3N2,0.030035,0.031017,0.000982
EPI534986|HA|A/Ho_Chi_Minh/854.10/2010|EPI_ISL_163994|A_/_H3N2,0.028269,0.028826,0.000557
EPI534984|HA|A/Ho_Chi_Minh/721.8/2010|EPI_ISL_163992|A_/_H3N2,0.024735,0.025127,0.000392
EPI534985|HA|A/Ho_Chi_Minh/722.8/2010|EPI_ISL_163993|A_/_H3N2,0.042403,0.044306,0.001903
EPI439795|HA|A/Riyadh/01/2010|EPI_ISL_138843|A_/_H3N2,0.015901,0.015958,0.000057
EPI270353|HA|A/Taiwan/42/2010|EPI_ISL_76702|A_/_H3N2,0.022968,0.023209,0.000241
EPI457975|HA|A/Singapore/H2010.471C/2010|EPI_ISL_142982|A_/_H3N2,0.014134,0.014115,-0.000020
EPI309622|HA|A/Osaka/72/2010|EPI_ISL_87966|A_/_H3N2,0.024735,0.024947,0.000212
EPI301362|HA|A/England/4820166/2010|EPI_ISL_85727|A_/_H3N2,0.019435,0.019531,0.000097
EPI309725|HA|A/England/270/2010|EPI_ISL_88034|A_/_H3N2,0.012367,0.012361,-0.000006
EPI316874|HA|A/Malmoe/5/2010|EPI_ISL_90053|A_/_H3N2,0.024735,0.025018,0.000283
EPI294342|HA|A/SOUTH_AUSTRALIA/414/2010|EPI_ISL_83868|A_/_H3N2,0.017668,0.017680,0.000012
EPI331336|HA|A/TOWNSVILLE/122/2010|EPI_ISL_94798|A_/_H3N2,0.001764,0.001748,-0.000016
EPI331440|HA|A/VICTORIA/1034/2010|EPI_ISL_94833|A_/_H3N2,0.021201,0.021393,0.000191
EPI273891|HA|A/Dnipropetrovsk/445/2010|EPI_ISL_77716|A_/_H1N1,0.545936,1.273803,0.727867
EPI295631|HA|A/Switzerland/3628824/2010|EPI_ISL_84242|A_/_H1N1,0.544170,1.277970,0.733801
EPI369825|HA|A/England/193/2010|EPI_ISL_118458|A_/_H1N1,0.544170,1.278158,0.733989
EPI369829|HA|A/England/67/2010|EPI_ISL_118462|A_/_H1N1,0.545936,1.286282,0.740345
