Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI536466|HA|A/OKAYAMA/26/2013|EPI_ISL_164288|A_/_H3N2,0.017668,0.017922,0.000254
EPI2579590|HA|A/Kamigoto/1247/2013|EPI_ISL_17730095|A_/_H3N2,0.010601,0.010618,0.000017
EPI1633401|HA|A/Singapore/G2-10.1/2013|EPI_ISL_399300|A_/_H3N2,0.015901,0.016052,0.000151
EPI684821|HA|A/Thailand/CU-A459/2013|EPI_ISL_205372|A_/_H3N2,0.019435,0.019527,0.000092
EPI684816|HA|A/Thailand/CU-B8518/2013|EPI_ISL_205378|A_/_H3N2,0.024735,0.025414,0.000679
EPI684799|HA|A/Thailand/CU-A24/2013|EPI_ISL_205427|A_/_H3N2,0.019435,0.019526,0.000091
EPI684801|HA|A/Thailand/CU-B7992/2013|EPI_ISL_205428|A_/_H3N2,0.030035,0.030798,0.000763
EPI684817|HA|A/Thailand/CU-B8525/2013|EPI_ISL_205435|A_/_H3N2,0.014134,0.014188,0.000054
EPI684814|HA|A/Thailand/CU-B8236/2013|EPI_ISL_205434|A_/_H3N2,0.026502,0.027181,0.000679
EPI684820|HA|A/Thailand/CU-H3574/2013|EPI_ISL_205437|A_/_H3N2,0.019435,0.019632,0.000198
EPI684819|HA|A/Thailand/CU-A411/2013|EPI_ISL_205436|A_/_H3N2,0.014134,0.014269,0.000135
EPI689433|HA|A/Fukuoka/DS-9/2013|EPI_ISL_206292|A_/_H3N2,0.021201,0.021446,0.000245
EPI691404|HA|A/Tokyo/56-228/2013|EPI_ISL_206578|A_/_H3N2,0.014134,0.014163,0.000029
EPI691439|HA|A/Tokyo/66-471v/2013|EPI_ISL_206613|A_/_H3N2,0.021201,0.021459,0.000258
EPI466076|HA|A/MALAYSIA/4/2013|EPI_ISL_145309|A_/_H3N2,0.030035,0.030450,0.000415
EPI500186|HA|A/Bursa/247/2013|EPI_ISL_153943|A_/_H3N2,0.015901,0.016052,0.000151
EPI505142|HA|A/SAITAMA/138/2013|EPI_ISL_155834|A_/_H3N2,0.021201,0.021501,0.000300
EPI499618|HA|A/Stockholm/29/2013|EPI_ISL_153718|A_/_H3N2,0.019435,0.019702,0.000267
EPI503286|HA|A/England/651/2013|EPI_ISL_154749|A_/_H3N2,0.022968,0.023326,0.000358
EPI566512|HA|A/Victoria/700/2013|EPI_ISL_172979|A_/_H3N2,0.000000,0.000001,0.000001
EPI489302|HA|A/Brisbane/01/2013|EPI_ISL_151023|A_/_H3N2,0.014134,0.014509,0.000374
EPI748130|HA|A/Auckland/21/2013|EPI_ISL_219277|A_/_H3N2,0.017668,0.018078,0.000410
EPI748184|HA|A/South_Australia/2/2013|EPI_ISL_219304|A_/_H3N2,0.024735,0.025396,0.000661
EPI419975|HA|A/Malmoe/1/2013|EPI_ISL_135096|A_/_H1N1,0.564982,1.515529,0.950547
EPI2184453|HA|A/Catalonia/NSVH206354/2013|EPI_ISL_15083856|A_/_H1N1,0.559567,1.502735,0.943168
