Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1899327|HA|A/Thailand/B29296/2018|EPI_ISL_4064286|A_/_H3N2,0.014134,0.014398,0.000264
EPI1899335|HA|A/Thailand/B30632/2018|EPI_ISL_4064287|A_/_H3N2,0.024735,0.025138,0.000403
EPI1478195|HA|A/GUNMA/114/2018|EPI_ISL_361864|A_/_H3N2,0.021201,0.021610,0.000409
EPI1310465|HA|A/Abu_Dhabi/014/2018|EPI_ISL_329832|A_/_H3N2,0.000000,0.000001,0.000001
EPI1482887|HA|A/Taiwan/81051/2018|EPI_ISL_362647|A_/_H3N2,0.022968,0.023393,0.000424
EPI1482879|HA|A/Taiwan/79795/2018|EPI_ISL_362646|A_/_H3N2,0.028269,0.028885,0.000617
EPI1315822|HA|A/Philippines/44/2018|EPI_ISL_330736|A_/_H3N2,0.014134,0.014228,0.000094
EPI1316661|HA|A/Maldives/1001/2018|EPI_ISL_330906|A_/_H3N2,0.017668,0.017908,0.000240
EPI1319766|HA|A/Oman/3329/2018|EPI_ISL_331355|A_/_H3N2,0.014134,0.014322,0.000188
EPI1319800|HA|A/Saudi_Arabia/604532786/2018|EPI_ISL_331372|A_/_H3N2,0.017668,0.017895,0.000227
EPI1335535|HA|A/YOKOHAMA/112/2018|EPI_ISL_333926|A_/_H3N2,0.024735,0.025363,0.000628
EPI1335515|HA|A/KANAGAWA/85/2018|EPI_ISL_333921|A_/_H3N2,0.017668,0.017970,0.000302
EPI1336988|HA|A/Abu_Dhabi/134/2018|EPI_ISL_334156|A_/_H3N2,0.014134,0.014193,0.000058
EPI1343237|HA|A/Vietnam/190/2018|EPI_ISL_335668|A_/_H3N2,0.017668,0.017902,0.000234
EPI2047663|HA|A/Myanmar/18M66/2018|EPI_ISL_12951803|A_/_H3N2,0.015901,0.016144,0.000243
EPI1351533|HA|A/ISHIKAWA/78/2018|EPI_ISL_336967|A_/_H3N2,0.024735,0.025119,0.000384
EPI1351513|HA|A/HIROSHIMA/73/2018|EPI_ISL_336962|A_/_H3N2,0.024735,0.025176,0.000441
EPI1210250|HA|A/Kazakhstan/103/2018|EPI_ISL_305845|A_/_H3N2,0.024735,0.025250,0.000515
EPI1358998|HA|A/Philippines/48/2018|EPI_ISL_339064|A_/_H3N2,0.014134,0.014213,0.000079
EPI1804615|HA|A/Myanmar/18M090/2018|EPI_ISL_536403|A_/_H3N2,0.024735,0.025043,0.000308
EPI1365958|HA|A/Singapore/KK0699/2018|EPI_ISL_340479|A_/_H3N2,0.026502,0.026938,0.000436
EPI1369190|HA|A/Nakhonsithammarat/336/2018|EPI_ISL_341170|A_/_H3N2,0.024735,0.025213,0.000478
EPI1370427|HA|A/Chungbuk/1917/2018|EPI_ISL_341448|A_/_H3N2,0.031802,0.032577,0.000775
EPI1224383|HA|A/KANAGAWA/IC1725/2018|EPI_ISL_308930|A_/_H3N2,0.019435,0.019657,0.000223
EPI1241657|HA|A/NIIGATA-C/1/2018|EPI_ISL_311962|A_/_H3N2,0.024735,0.025167,0.000432
EPI1243337|HA|A/Ankara/110/2018|EPI_ISL_312306|A_/_H3N2,0.017668,0.018034,0.000367
EPI1550154|HA|A/Malaysia/RP4242/2018|EPI_ISL_378558|A_/_H3N2,0.030035,0.030910,0.000875
EPI1385788|HA|A/Vietnam/Lisn18022/2018|EPI_ISL_346042|A_/_H3N2,0.017668,0.017963,0.000295
EPI2153930|HA|A/Saudi_Arabia/VRG-55/2018|EPI_ISL_14835629|A_/_H3N2,0.017668,0.017932,0.000264
EPI1272579|HA|A/Singapore/GP0454/2018|EPI_ISL_320960|A_/_H3N2,0.021201,0.021572,0.000370
EPI1594423|HA|A/Singapore/GP2364/2018|EPI_ISL_391579|A_/_H3N2,0.024735,0.025519,0.000784
EPI1315673|HA|A/Zaragoza/1528894/2018|EPI_ISL_330683|A_/_H3N2,0.030035,0.030706,0.000671
EPI1173524|HA|A/England/80220360/2018|EPI_ISL_298073|A_/_H3N2,0.012367,0.012384,0.000017
EPI1337103|HA|A/Sundsvall/1/2018|EPI_ISL_334183|A_/_H3N2,0.044170,0.047134,0.002965
EPI1337095|HA|A/Linkoping/58/2018|EPI_ISL_334182|A_/_H3N2,0.021201,0.021627,0.000425
EPI1188953|HA|A/England/80420847/2018|EPI_ISL_301474|A_/_H3N2,0.015901,0.016010,0.000109
EPI1189308|HA|A/England/80520648/2018|EPI_ISL_301542|A_/_H3N2,0.015901,0.016083,0.000182
EPI1203826|HA|A/England/80900492/2018|EPI_ISL_304782|A_/_H3N2,0.019435,0.019746,0.000311
EPI1392930|HA|A/England/754/2018|EPI_ISL_347143|A_/_H3N2,0.017668,0.017779,0.000111
EPI1796769|HA|A/England/190161213/2018|EPI_ISL_513957|A_/_H3N2,0.019435,0.019823,0.000388
EPI1275634|HA|A/Swansea/0699/2018|EPI_ISL_321581|A_/_H3N2,0.024735,0.025156,0.000422
EPI1311774|HA|A/Sydney/22/2018|EPI_ISL_330026|A_/_H3N2,0.017668,0.018015,0.000347
EPI1613517|HA|A/Perth/4/2018|EPI_ISL_396452|A_/_H3N2,0.017668,0.017756,0.000088
EPI1613693|HA|A/South_Australia/117/2018|EPI_ISL_396474|A_/_H3N2,0.014134,0.014198,0.000064
EPI1614141|HA|A/South_Australia/22/2018|EPI_ISL_396530|A_/_H3N2,0.026502,0.027065,0.000563
EPI1614493|HA|A/South_Australia/85/2018|EPI_ISL_396574|A_/_H3N2,0.136042,0.165407,0.029364
EPI1614485|HA|A/South_Australia/82/2018|EPI_ISL_396573|A_/_H3N2,0.024735,0.025091,0.000356
EPI1614597|HA|A/Sydney/1000/2018|EPI_ISL_396587|A_/_H3N2,0.015901,0.016109,0.000208
EPI1328675|HA|A/Christchurch/522/2018|EPI_ISL_332736|A_/_H3N2,0.014134,0.014182,0.000048
EPI1631894|HA|A/Newcastle/82/2018|EPI_ISL_398938|A_/_H3N2,0.021201,0.021826,0.000625
EPI1158115|HA|A/Catalonia/NSVH100752088/2018|EPI_ISL_295029|A_/_H1N1,0.564982,1.897098,1.332116
EPI1310082|HA|A/Northern_Ireland/16810/2018|EPI_ISL_329757|A_/_H1N1,0.568592,1.897900,1.329308
EPI1313536|HA|A/Cardiff/4607/2018|EPI_ISL_330359|A_/_H1N1,0.566787,1.881054,1.314267
EPI1318120|HA|A/Swansea/2666/2018|EPI_ISL_331112|A_/_H1N1,0.568592,1.897620,1.329028
EPI1328481|HA|A/Abertillery/6649/2018|EPI_ISL_332689|A_/_H1N1,0.570397,1.895646,1.325248
EPI1354827|HA|A/Switzerland/8061/2018|EPI_ISL_338116|A_/_H1N1,0.564982,1.883344,1.318362
EPI2184776|HA|A/Catalonia/NSVH100809538/2018|EPI_ISL_15083894|A_/_H1N1,0.563177,1.870691,1.307514
EPI1215686|HA|A/Sweden/15/2018|EPI_ISL_307076|A_/_H1N1,0.570397,1.913059,1.342662
EPI1258963|HA|A/Dnipro/409/2018|EPI_ISL_315701|A_/_H1N1,0.564982,1.881258,1.316276
