Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1846168|HA|A/Malaysia/RP2227/2020|EPI_ISL_985216|A_/_H3N2,0.068905,0.075237,0.006332
EPI1750818|HA|A/Singapore/KK272/2020|EPI_ISL_481342|A_/_H3N2,0.067138,0.073462,0.006324
EPI1806103|HA|A/North_Lebanon/NM_397_N/2020|EPI_ISL_582598|A_/_H3N2,0.075972,0.082448,0.006476
EPI2147049|HA|A/South_Korea/MDCK/2020|EPI_ISL_14771216|A_/_H3N2,0.120141,0.143266,0.023125
EPI1728265|HA|A/Sweden/62/2020|EPI_ISL_426374|A_/_H3N2,0.070671,0.079477,0.008806
EPI1704482|HA|A/Uppsala/7/2020|EPI_ISL_413661|A_/_H3N2,0.072438,0.080280,0.007841
EPI1727794|HA|A/Khmelnytskyi/12/2020|EPI_ISL_426220|A_/_H1N1,0.484099,1.157348,0.673249
EPI1727907|HA|A/Sweden/34/2020|EPI_ISL_426273|A_/_H1N1,0.485866,1.160716,0.674851
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.487633,1.159935,0.672303
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.485866,1.162699,0.676833
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.482332,1.157138,0.674806
