Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4569411|HA|A/Nakhon_Phanom/P1846/2025|EPI_ISL_20087282|A_/_H3N2,0.014134,0.014413,0.000278
EPI4569451|HA|A/Bangkok/P1892/2025|EPI_ISL_20087287|A_/_H3N2,0.005300,0.005371,0.000070
EPI4569339|HA|A/Nakhon_Phanom/P1767/2025|EPI_ISL_20087273|A_/_H3N2,0.014134,0.014189,0.000055
EPI4467231|HA|A/YAMAGATA/98/2025|EPI_ISL_20054881|A_/_H3N2,0.008834,0.008884,0.000050
EPI4467199|HA|A/GUNMA/397/2025|EPI_ISL_20054877|A_/_H3N2,0.017668,0.017860,0.000192
EPI4570392|HA|A/Laos/00819-3122/2025|EPI_ISL_20087471|A_/_H3N2,0.008834,0.008838,0.000004
EPI4245779|HA|A/Vietnam/FP425102/2025|EPI_ISL_19826074|A_/_H3N2,0.017668,0.017838,0.000170
EPI4156919|HA|A/Nakhon_Phanom/F659/2025|EPI_ISL_19794733|A_/_H3N2,0.010601,0.010798,0.000197
EPI4155435|HA|A/Busan/461/2025|EPI_ISL_19794442|A_/_H3N2,0.017668,0.017789,0.000121
EPI4156688|HA|A/Ulsan/334/2025|EPI_ISL_19794599|A_/_H3N2,0.017668,0.017814,0.000146
EPI4156520|HA|A/Jeju/419/2025|EPI_ISL_19794578|A_/_H3N2,0.008834,0.008860,0.000026
EPI4579624|HA|A/Nakhon_Phanom/P2091/2025|EPI_ISL_20090640|A_/_H3N2,0.012367,0.012356,-0.000011
EPI4470709|HA|A/Oman/CPHL_7252121/2025|EPI_ISL_20058106|A_/_H3N2,0.014134,0.014286,0.000152
EPI4470393|HA|A/Oman/CPHL_7251116/2025|EPI_ISL_20058064|A_/_H3N2,0.017668,0.018117,0.000450
EPI4582653|HA|A/Singapore/MAH0260/2025|EPI_ISL_20091123|A_/_H3N2,0.008834,0.008802,-0.000032
EPI4667606|HA|A/Maldives/1301/2025|EPI_ISL_20159078|A_/_H3N2,0.015901,0.016023,0.000122
EPI4423073|HA|A/ABUDHABI/UAE/0004145/2025|EPI_ISL_19899658|A_/_H3N2,0.012367,0.012375,0.000008
EPI4423026|HA|A/ABUDHABI/UAE/0003943/2025|EPI_ISL_19899652|A_/_H3N2,0.017668,0.017800,0.000132
EPI4422745|HA|A/ABUDHABI/UAE/0004811/2025|EPI_ISL_19899616|A_/_H3N2,0.022968,0.023135,0.000167
EPI4422563|HA|A/ABUDHABI/UAE/0004807/2025|EPI_ISL_19899593|A_/_H3N2,0.017668,0.017762,0.000094
EPI4422533|HA|A/ABUDHABI/UAE/0004161/2025|EPI_ISL_19899589|A_/_H3N2,0.008834,0.008831,-0.000003
EPI4592181|HA|A/NIIGATA-C/25144/2025|EPI_ISL_20097267|A_/_H3N2,0.008834,0.008816,-0.000018
EPI4594611|HA|A/ABUDHABI/UAE/0013784/2025|EPI_ISL_20098101|A_/_H3N2,0.015901,0.015993,0.000092
EPI4672093|HA|A/Nepal/S2163/2025|EPI_ISL_20164546|A_/_H3N2,0.022968,0.023411,0.000442
EPI4191363|HA|A/Bangkok/F1046/2025|EPI_ISL_19806054|A_/_H3N2,0.008834,0.008833,-0.000001
EPI4434984|HA|A/ABUDHABI/UAE/0001511/2025|EPI_ISL_19904892|A_/_H3N2,0.008834,0.008810,-0.000024
EPI4435269|HA|A/ABUDHABI/UAE/0003162/2025|EPI_ISL_19904945|A_/_H3N2,0.015901,0.015980,0.000079
EPI4435431|HA|A/ABUDHABI/UAE/0005127/2025|EPI_ISL_19904968|A_/_H3N2,0.022968,0.023441,0.000473
EPI4358173|HA|A/Laos/00819-3001/2025|EPI_ISL_19871777|A_/_H3N2,0.014414,0.014619,0.000204
EPI4358117|HA|A/Laos/00819-2987/2025|EPI_ISL_19871770|A_/_H3N2,0.014414,0.014638,0.000223
EPI4435979|HA|A/ABUDHABI/UAE/0021340/2025|EPI_ISL_19905112|A_/_H3N2,0.015901,0.016050,0.000149
EPI4436424|HA|A/ABUDHABI/UAE/0022701/2025|EPI_ISL_19905170|A_/_H3N2,0.010601,0.010632,0.000031
EPI4600644|HA|A/Vietnam/5012/2025|EPI_ISL_20103021|A_/_H3N2,0.021201,0.021377,0.000176
EPI4440167|HA|A/TOKYO/EIS11-849/2025|EPI_ISL_19907040|A_/_H3N2,0.017668,0.017839,0.000171
EPI4111474|HA|A/Nepal/S178/2025|EPI_ISL_19780855|A_/_H3N2,0.021201,0.021476,0.000275
EPI4212716|HA|A/Oman/CPHL_725676/2025|EPI_ISL_19814750|A_/_H3N2,0.015901,0.016006,0.000105
EPI4212620|HA|A/Oman/CPHL_725560/2025|EPI_ISL_19814738|A_/_H3N2,0.008834,0.008824,-0.000010
EPI4387605|HA|A/Riyadh/329/2025|EPI_ISL_19881900|A_/_H3N2,0.028269,0.028967,0.000698
EPI4387597|HA|A/Riyadh/221/2025|EPI_ISL_19881896|A_/_H3N2,0.024735,0.025415,0.000680
EPI4114463|HA|A/Vietnam/PF424427/2025|EPI_ISL_19783198|A_/_H3N2,0.015901,0.015954,0.000053
EPI4390916|HA|A/Malaysia/IMR-RM1203/2025|EPI_ISL_19883062|A_/_H3N2,0.017668,0.017699,0.000031
EPI4547606|HA|A/Singapore/KK0398/2025|EPI_ISL_20079646|A_/_H3N2,0.017668,0.017822,0.000154
EPI4559445|HA|A/Lebanon/AU-9301/2025|EPI_ISL_20084471|A_/_H3N2,0.017986,0.018344,0.000358
EPI4722194|HA|A/Phra_Nakhon_Si_Ayutthaya/P3281/2025|EPI_ISL_20184477|A_/_H3N2,0.008834,0.008808,-0.000026
EPI4649753|HA|A/England/3140745/2025|EPI_ISL_20152710|A_/_H3N2,0.010601,0.010615,0.000014
EPI4148141|HA|A/Galicia/GA-CHUAC-323/2025|EPI_ISL_19792114|A_/_H3N2,0.008834,0.008803,-0.000031
EPI3957631|HA|A/Galicia/SCQ/123708/2025|EPI_ISL_19729391|A_/_H3N2,0.093640,0.105850,0.012210
EPI4053421|HA|A/Catalonia/NSVH171625451/2025|EPI_ISL_19762458|A_/_H3N2,0.005300,0.005278,-0.000023
EPI3867210|HA|A/Switzerland/UN-SNRCI-HUG-46890800/2025|EPI_ISL_19698200|A_/_H3N2,0.017668,0.017904,0.000236
EPI4411050|HA|A/Netherlands/00520/2025|EPI_ISL_19895646|A_/_H3N2,0.015901,0.016046,0.000144
EPI4323571|HA|A/Galicia/GA-CHUAC-395/2025|EPI_ISL_19863520|A_/_H3N2,0.014134,0.014394,0.000260
