Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1727800|HA|A/Kyrgyzstan/166/2019|EPI_ISL_426223|A_/_H3N2,0.022968,0.023543,0.000575
EPI1727842|HA|A/Qatar/47-VI-19-0067658/2019|EPI_ISL_426244|A_/_H3N2,0.007067,0.007103,0.000036
EPI1757941|HA|A/Laos/3797/2019|EPI_ISL_491780|A_/_H3N2,0.015901,0.016214,0.000313
EPI1727852|HA|A/South_lebanon/Tyre/NS20/2019|EPI_ISL_426249|A_/_H3N2,0.038869,0.040498,0.001629
EPI1758040|HA|A/Abu_Dhabi/071/2019|EPI_ISL_491793|A_/_H3N2,0.015901,0.016108,0.000207
EPI1605042|HA|A/OKINAWA/74/2019|EPI_ISL_394199|A_/_H3N2,0.010601,0.010697,0.000097
EPI1800278|HA|A/Myanmar/19M147/2019|EPI_ISL_525690|A_/_H3N2,0.026502,0.027579,0.001078
EPI1800285|HA|A/Myanmar/19M225/2019|EPI_ISL_525757|A_/_H3N2,0.033569,0.035284,0.001715
EPI1479787|HA|A/Abu_Dhabi/021/2019|EPI_ISL_362253|A_/_H3N2,0.007067,0.007078,0.000011
EPI1480618|HA|A/Abu_Dhabi/008/2019|EPI_ISL_362359|A_/_H3N2,0.003534,0.003534,0.000001
EPI1483944|HA|A/Kyrgyzstan/49/2019|EPI_ISL_363141|A_/_H3N2,0.015901,0.016132,0.000231
EPI1619487|HA|A/Qatar/10-VI-19-0048190/2019|EPI_ISL_397286|A_/_H3N2,0.007067,0.007099,0.000032
EPI1619510|HA|A/Qatar/16-VI-19-0048614/2019|EPI_ISL_397298|A_/_H3N2,0.010601,0.010708,0.000107
EPI1627368|HA|A/NIIGATA/805/2019|EPI_ISL_398302|A_/_H3N2,0.021201,0.021612,0.000410
EPI1498242|HA|A/KANAGAWA/AC1880/2019|EPI_ISL_366108|A_/_H3N2,0.015901,0.016163,0.000262
EPI1901758|HA|A/Thailand/CU-E1482/2019|EPI_ISL_4069934|A_/_H3N2,0.022968,0.023488,0.000520
EPI1901756|HA|A/Thailand/CU-B35602/2019|EPI_ISL_4069932|A_/_H3N2,0.022968,0.023576,0.000608
EPI1901822|HA|A/Thailand/CU-B31714/2019|EPI_ISL_4069997|A_/_H3N2,0.019435,0.019848,0.000413
EPI1901781|HA|A/Thailand/CU-B32786/2019|EPI_ISL_4069957|A_/_H3N2,0.015901,0.016212,0.000311
EPI1636470|HA|A/Abudhabi/063/2019|EPI_ISL_400019|A_/_H3N2,0.008834,0.008844,0.000010
EPI1638598|HA|A/Singapore/GP1559/2019|EPI_ISL_400291|A_/_H3N2,0.038869,0.040615,0.001746
EPI1638725|HA|A/Singapore/TT0682/2019|EPI_ISL_400307|A_/_H3N2,0.015901,0.016154,0.000253
