Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI341586|HA|A/Oman/916/2011|EPI_ISL_98822|A_/_H3N2,0.000000,0.000001,0.000001
EPI346620|HA|A/Kazakhstan/2140/2011|EPI_ISL_99884|A_/_H3N2,0.024735,0.024924,0.000189
EPI349021|HA|A/SAGA/193/2011|EPI_ISL_101482|A_/_H3N2,0.024735,0.024850,0.000115
EPI353231|HA|A/YOKOHAMA/156/2011|EPI_ISL_103607|A_/_H3N2,0.015901,0.016061,0.000160
EPI353233|HA|A/OSAKA/125/2011|EPI_ISL_103609|A_/_H3N2,0.015901,0.015962,0.000061
EPI842636|HA|A/Thailand/FLU_PMKD0388/2011|EPI_ISL_235290|A_/_H3N2,0.010601,0.010581,-0.000020
EPI684763|HA|A/Thailand/CU-B5773/2011|EPI_ISL_205411|A_/_H3N2,0.010601,0.010591,-0.000010
EPI684766|HA|A/Thailand/CU-B5898/2011|EPI_ISL_205412|A_/_H3N2,0.015901,0.016012,0.000111
EPI895371|HA|A/Jordan/A0123/2011|EPI_ISL_244576|A_/_H3N2,0.015901,0.016032,0.000131
EPI895378|HA|A/Jordan/B1370/2011|EPI_ISL_244583|A_/_H3N2,0.014134,0.014230,0.000096
EPI1061746|HA|A/Korea/KUMC-GR115/2011|EPI_ISL_278382|A_/_H3N2,0.017668,0.017957,0.000289
EPI1061747|HA|A/Korea/KUMC-GR116/2011|EPI_ISL_278383|A_/_H3N2,0.030035,0.030526,0.000491
EPI1061749|HA|A/Korea/KUMC-GR124/2011|EPI_ISL_278385|A_/_H3N2,0.030035,0.030551,0.000516
EPI1061751|HA|A/Korea/KUMC-GR157/2011|EPI_ISL_278387|A_/_H3N2,0.015901,0.015997,0.000096
EPI1061759|HA|A/Korea/KUMC-GR226/2011|EPI_ISL_278395|A_/_H3N2,0.021201,0.021562,0.000361
EPI380839|HA|A/Singapore/GP1561/2011|EPI_ISL_122937|A_/_H3N2,0.010601,0.010654,0.000053
EPI380951|HA|A/Singapore/KK398/2011|EPI_ISL_122993|A_/_H3N2,0.015901,0.015985,0.000084
EPI381075|HA|A/Singapore/TT713/2011|EPI_ISL_123055|A_/_H3N2,0.010601,0.010587,-0.000014
EPI347580|HA|A/Karlstad/3/2011|EPI_ISL_100466|A_/_H3N2,0.010601,0.010597,-0.000003
EPI484683|HA|A/Stockholm/26/2011|EPI_ISL_149718|A_/_H3N2,0.010601,0.010585,-0.000016
EPI346341|HA|A/VICTORIA/304/2011|EPI_ISL_99766|A_/_H3N2,0.014134,0.014235,0.000100
EPI353906|HA|A/Victoria/361/2011|EPI_ISL_104004|A_/_H3N2,0.014134,0.014315,0.000180
EPI357681|HA|A/SOUTH_AUSTRALIA/299/2011|EPI_ISL_106865|A_/_H3N2,0.012367,0.012394,0.000026
EPI357687|HA|A/VICTORIA/892/2011|EPI_ISL_106867|A_/_H3N2,0.024735,0.024814,0.000079
EPI2120262|HA|A/Brisbane/256/2011|EPI_ISL_14284804|A_/_H3N2,0.012367,0.012495,0.000127
EPI346215|HA|A/ENG/114280400/2011|EPI_ISL_99723|A_/_H1N1,0.555950,1.502896,0.946946
EPI346387|HA|A/Stockholm/27/2011|EPI_ISL_99779|A_/_H1N1,0.557726,1.531007,0.973281
EPI346663|HA|A/Zaporizhzhya/5200/2011|EPI_ISL_99907|A_/_H1N1,0.552398,1.505495,0.953097
EPI347567|HA|A/Stockholm/36/2011|EPI_ISL_100461|A_/_H1N1,0.557726,1.511597,0.953871
EPI305529|HA|A/Orebro/1/2011|EPI_ISL_87076|A_/_H1N1,0.548845,1.483475,0.934629
EPI319615|HA|A/Ukraine/3/2011|EPI_ISL_90800|A_/_H1N1,0.552398,1.499101,0.946703
EPI334702|HA|A/Slovenia/861/2011|EPI_ISL_95550|A_/_H1N1,0.555950,1.520655,0.964705
