Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2304929|HA|A/Khon_Kaen/FS006/2022|EPI_ISL_16613615|A_/_H3N2,0.015901,0.016044,0.000143
EPI2304817|HA|A/Nakhon_Phanom/P4042/2022|EPI_ISL_16613601|A_/_H3N2,0.014134,0.014163,0.000029
EPI2968092|HA|A/Malaysia/IMR-RP1891/2022|EPI_ISL_18841630|A_/_H3N2,0.010601,0.010584,-0.000017
EPI2292507|HA|A/Singapore/KK0221/2022|EPI_ISL_16520290|A_/_H3N2,0.024735,0.025035,0.000300
EPI2292195|HA|A/Singapore/NUH0048/2022|EPI_ISL_16520250|A_/_H3N2,0.010601,0.010554,-0.000047
EPI2291971|HA|A/Singapore/KK719/2022|EPI_ISL_16520222|A_/_H3N2,0.012367,0.012292,-0.000075
EPI2196839|HA|A/Nakhon_Phanom/NIC-P2268/2022|EPI_ISL_15504808|A_/_H3N2,0.010601,0.010550,-0.000051
EPI2681917|HA|A/ABUDHABI/UAE/0007455/2022|EPI_ISL_18094062|A_/_H3N2,0.019435,0.019775,0.000340
EPI2922626|HA|A/ABUDHABI/UAE/0009087/2022|EPI_ISL_18781851|A_/_H3N2,0.019435,0.019647,0.000212
EPI2002112|HA|A/GIHSN/Turkey/Ankara/14015_877/2022|EPI_ISL_11442783|A_/_H3N2,0.024735,0.025469,0.000734
EPI2162456|HA|A/OKINAWA/185/2022|EPI_ISL_14883652|A_/_H3N2,0.012367,0.012304,-0.000064
EPI2092205|HA|A/Qatar/16-VI-22-1446249/2022|EPI_ISL_13837766|A_/_H3N2,0.040636,0.042381,0.001744
EPI2228996|HA|A/Ayutthaya/NIC-P3046/2022|EPI_ISL_15937214|A_/_H3N2,0.026502,0.026814,0.000312
EPI2200296|HA|A/Ayutthaya/NIC-P3601/2022|EPI_ISL_15610787|A_/_H3N2,0.022968,0.023194,0.000226
EPI2128567|HA|A/Malaysia/RP0683/2022|EPI_ISL_14467541|A_/_H3N2,0.000000,0.000001,0.000001
EPI2640203|HA|A/ABUDHABI/UAE/0007086/2022|EPI_ISL_18010543|A_/_H3N2,0.019435,0.019645,0.000211
EPI2384251|HA|A/Philippines/39/2022|EPI_ISL_16864433|A_/_H3N2,0.010601,0.010538,-0.000062
EPI2964194|HA|A/Malaysia/IMR-RP1882/2022|EPI_ISL_18831422|A_/_H3N2,0.012367,0.012307,-0.000061
EPI2084976|HA|A/Singapore/NUH0004/2022|EPI_ISL_13655509|A_/_H3N2,0.019435,0.019503,0.000069
EPI2626431|HA|A/ABUDHABI/UAE/0005063/2022|EPI_ISL_17987890|A_/_H3N2,0.024735,0.025034,0.000299
EPI2920036|HA|A/United_Kingdom/UO-4ecc6d354/2022|EPI_ISL_18776066|A_/_H3N2,0.025225,0.026229,0.001004
EPI1986542|HA|A/Catalonia/NSVH198232316/2022|EPI_ISL_9995004|A_/_H3N2,0.012367,0.012315,-0.000052
