Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI341586|HA|A/Oman/916/2011|EPI_ISL_98822|A_/_H3N2,0.007067,0.007048,-0.000019
EPI346620|HA|A/Kazakhstan/2140/2011|EPI_ISL_99884|A_/_H3N2,0.024735,0.024997,0.000262
EPI349021|HA|A/SAGA/193/2011|EPI_ISL_101482|A_/_H3N2,0.024735,0.024923,0.000188
EPI353231|HA|A/YOKOHAMA/156/2011|EPI_ISL_103607|A_/_H3N2,0.008834,0.008870,0.000036
EPI353233|HA|A/OSAKA/125/2011|EPI_ISL_103609|A_/_H3N2,0.008834,0.008815,-0.000019
EPI842636|HA|A/Thailand/FLU_PMKD0388/2011|EPI_ISL_235290|A_/_H3N2,0.010601,0.010612,0.000011
EPI684763|HA|A/Thailand/CU-B5773/2011|EPI_ISL_205411|A_/_H3N2,0.014134,0.014193,0.000058
EPI684766|HA|A/Thailand/CU-B5898/2011|EPI_ISL_205412|A_/_H3N2,0.008834,0.008843,0.000009
EPI895371|HA|A/Jordan/A0123/2011|EPI_ISL_244576|A_/_H3N2,0.008834,0.008853,0.000019
EPI895378|HA|A/Jordan/B1370/2011|EPI_ISL_244583|A_/_H3N2,0.007067,0.007073,0.000006
EPI1061746|HA|A/Korea/KUMC-GR115/2011|EPI_ISL_278382|A_/_H3N2,0.010601,0.010710,0.000110
EPI1061747|HA|A/Korea/KUMC-GR116/2011|EPI_ISL_278383|A_/_H3N2,0.030035,0.030616,0.000581
EPI1061749|HA|A/Korea/KUMC-GR124/2011|EPI_ISL_278385|A_/_H3N2,0.026502,0.026853,0.000351
EPI1061751|HA|A/Korea/KUMC-GR157/2011|EPI_ISL_278387|A_/_H3N2,0.008834,0.008834,0.000000
EPI1061759|HA|A/Korea/KUMC-GR226/2011|EPI_ISL_278395|A_/_H3N2,0.014134,0.014290,0.000155
EPI380839|HA|A/Singapore/GP1561/2011|EPI_ISL_122937|A_/_H3N2,0.007067,0.007075,0.000008
EPI380951|HA|A/Singapore/KK398/2011|EPI_ISL_122993|A_/_H3N2,0.008834,0.008828,-0.000006
EPI381075|HA|A/Singapore/TT713/2011|EPI_ISL_123055|A_/_H3N2,0.007067,0.007031,-0.000036
EPI347580|HA|A/Karlstad/3/2011|EPI_ISL_100466|A_/_H3N2,0.003534,0.003511,-0.000022
EPI484683|HA|A/Stockholm/26/2011|EPI_ISL_149718|A_/_H3N2,0.017668,0.017767,0.000099
EPI346341|HA|A/VICTORIA/304/2011|EPI_ISL_99766|A_/_H3N2,0.007067,0.007075,0.000008
EPI353906|HA|A/Victoria/361/2011|EPI_ISL_104004|A_/_H3N2,0.007067,0.007116,0.000049
EPI357681|HA|A/SOUTH_AUSTRALIA/299/2011|EPI_ISL_106865|A_/_H3N2,0.019435,0.019614,0.000179
EPI357687|HA|A/VICTORIA/892/2011|EPI_ISL_106867|A_/_H3N2,0.024735,0.024887,0.000152
EPI2120262|HA|A/Brisbane/256/2011|EPI_ISL_14284804|A_/_H3N2,0.019435,0.019770,0.000335
EPI346215|HA|A/ENG/114280400/2011|EPI_ISL_99723|A_/_H1N1,0.551237,1.482574,0.931337
EPI346387|HA|A/Stockholm/27/2011|EPI_ISL_99779|A_/_H1N1,0.553004,1.510225,0.957221
EPI346663|HA|A/Zaporizhzhya/5200/2011|EPI_ISL_99907|A_/_H1N1,0.547703,1.485141,0.937438
EPI347567|HA|A/Stockholm/36/2011|EPI_ISL_100461|A_/_H1N1,0.553004,1.491102,0.938099
EPI305529|HA|A/Orebro/1/2011|EPI_ISL_87076|A_/_H1N1,0.544170,1.463493,0.919323
EPI319615|HA|A/Ukraine/3/2011|EPI_ISL_90800|A_/_H1N1,0.547703,1.478838,0.931135
EPI334702|HA|A/Slovenia/861/2011|EPI_ISL_95550|A_/_H1N1,0.551237,1.500097,0.948860
