Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2304929|HA|A/Khon_Kaen/FS006/2022|EPI_ISL_16613615|A_/_H3N2,0.015901,0.016022,0.000121
EPI2304817|HA|A/Nakhon_Phanom/P4042/2022|EPI_ISL_16613601|A_/_H3N2,0.007067,0.007049,-0.000018
EPI2968092|HA|A/Malaysia/IMR-RP1891/2022|EPI_ISL_18841630|A_/_H3N2,0.014134,0.014231,0.000097
EPI2292507|HA|A/Singapore/KK0221/2022|EPI_ISL_16520290|A_/_H3N2,0.019435,0.019566,0.000131
EPI2292195|HA|A/Singapore/NUH0048/2022|EPI_ISL_16520250|A_/_H3N2,0.014134,0.014191,0.000056
EPI2291971|HA|A/Singapore/KK719/2022|EPI_ISL_16520222|A_/_H3N2,0.014134,0.014143,0.000009
EPI2196839|HA|A/Nakhon_Phanom/NIC-P2268/2022|EPI_ISL_15504808|A_/_H3N2,0.014134,0.014186,0.000051
EPI2681917|HA|A/ABUDHABI/UAE/0007455/2022|EPI_ISL_18094062|A_/_H3N2,0.019435,0.019748,0.000313
EPI2922626|HA|A/ABUDHABI/UAE/0009087/2022|EPI_ISL_18781851|A_/_H3N2,0.019435,0.019620,0.000186
EPI2002112|HA|A/GIHSN/Turkey/Ankara/14015_877/2022|EPI_ISL_11442783|A_/_H3N2,0.021201,0.021778,0.000576
EPI2162456|HA|A/OKINAWA/185/2022|EPI_ISL_14883652|A_/_H3N2,0.014134,0.014157,0.000022
EPI2092205|HA|A/Qatar/16-VI-22-1446249/2022|EPI_ISL_13837766|A_/_H3N2,0.044170,0.046477,0.002307
EPI2228996|HA|A/Ayutthaya/NIC-P3046/2022|EPI_ISL_15937214|A_/_H3N2,0.024735,0.024951,0.000216
EPI2200296|HA|A/Ayutthaya/NIC-P3601/2022|EPI_ISL_15610787|A_/_H3N2,0.024735,0.025151,0.000416
EPI2128567|HA|A/Malaysia/RP0683/2022|EPI_ISL_14467541|A_/_H3N2,0.014134,0.014194,0.000060
EPI2640203|HA|A/ABUDHABI/UAE/0007086/2022|EPI_ISL_18010543|A_/_H3N2,0.022968,0.023236,0.000268
EPI2384251|HA|A/Philippines/39/2022|EPI_ISL_16864433|A_/_H3N2,0.014134,0.014170,0.000035
EPI2964194|HA|A/Malaysia/IMR-RP1882/2022|EPI_ISL_18831422|A_/_H3N2,0.015901,0.015957,0.000056
EPI2084976|HA|A/Singapore/NUH0004/2022|EPI_ISL_13655509|A_/_H3N2,0.024735,0.025047,0.000312
EPI2626431|HA|A/ABUDHABI/UAE/0005063/2022|EPI_ISL_17987890|A_/_H3N2,0.022968,0.023176,0.000208
EPI2920036|HA|A/United_Kingdom/UO-4ecc6d354/2022|EPI_ISL_18776066|A_/_H3N2,0.025225,0.026192,0.000967
EPI1986542|HA|A/Catalonia/NSVH198232316/2022|EPI_ISL_9995004|A_/_H3N2,0.014134,0.014170,0.000035
EPI2086584|HA|A/England/221240312/2022|EPI_ISL_13699538|A_/_H3N2,0.015901,0.016062,0.000161
EPI2010496|HA|A/Catalonia/NSVH198237908/2022|EPI_ISL_11767037|A_/_H3N2,0.026502,0.027101,0.000599
EPI1995519|HA|A/England/220500244/2022|EPI_ISL_11112324|A_/_H3N2,0.038869,0.040764,0.001895
EPI2209206|HA|A/Catalonia/NSVH198258104/2022|EPI_ISL_15701461|A_/_H3N2,0.010601,0.010612,0.000011
EPI2187745|HA|A/Catalonia/NSVH151194567/2022|EPI_ISL_15210604|A_/_H3N2,0.019435,0.019629,0.000195
EPI2087715|HA|A/Switzerland/18559/2022|EPI_ISL_13704425|A_/_H3N2,0.017668,0.017800,0.000133
EPI2121721|HA|A/Switzerland/59176/2022|EPI_ISL_14328729|A_/_H3N2,0.010601,0.010589,-0.000011
EPI2468800|HA|A/England/225141157/2022|EPI_ISL_17246631|A_/_H3N2,0.007067,0.007045,-0.000022
EPI2394021|HA|A/England/225180496/2022|EPI_ISL_16886749|A_/_H3N2,0.021201,0.021718,0.000516
EPI2100608|HA|A/Kyiv/58/2022|EPI_ISL_13970481|A_/_H3N2,0.017668,0.017761,0.000093
EPI2195789|HA|A/CastillaLaMancha/3200/2022|EPI_ISL_15446987|A_/_H3N2,0.007067,0.007128,0.000061
EPI2195741|HA|A/CastillaLaMancha/2835/2022|EPI_ISL_15446917|A_/_H3N2,0.010601,0.010666,0.000065
EPI2932434|HA|A/Soria/209/2022|EPI_ISL_18789413|A_/_H3N2,0.010601,0.010609,0.000008
EPI2264370|HA|A/Cardiff/0953/2022|EPI_ISL_16299956|A_/_H3N2,0.021201,0.021723,0.000522
EPI2091761|HA|A/United_Kingdom/13214/2022|EPI_ISL_13812822|A_/_H3N2,0.010601,0.010593,-0.000007
EPI2011903|HA|A/CastillaLaMancha/1245/2022|EPI_ISL_11814252|A_/_H3N2,0.010601,0.010571,-0.000030
EPI2240843|HA|A/Catalonia/NSVH170116930/2022|EPI_ISL_16075749|A_/_H3N2,0.007067,0.007036,-0.000031
EPI2640557|HA|A/England/231280380/2022|EPI_ISL_18010627|A_/_H3N2,0.022968,0.023411,0.000443
EPI2132126|HA|A/England/221900400/2022|EPI_ISL_14572229|A_/_H3N2,0.010601,0.010677,0.000076
EPI1987684|HA|A/Canarias/782/2022|EPI_ISL_10347222|A_/_H3N2,0.010601,0.010612,0.000012
EPI2323342|HA|A/Alicante/VAHNSI-GIHSN-16_2104/2022|EPI_ISL_16740083|A_/_H3N2,0.022968,0.023224,0.000256
EPI2694337|HA|A/Santiago_de_Compostela/22-191107/2022|EPI_ISL_18119173|A_/_H3N2,0.049470,0.052436,0.002966
EPI2919854|HA|A/United_Kingdom/UO-494cba150/2022|EPI_ISL_18775912|A_/_H3N2,0.021201,0.021742,0.000540
EPI2059295|HA|A/Timor-Leste/155/2022|EPI_ISL_13175631|A_/_H3N2,0.017668,0.017790,0.000122
EPI2285058|HA|A/Brisbane/849/2022|EPI_ISL_16454707|A_/_H3N2,0.022968,0.023173,0.000205
EPI2285043|HA|A/Perth/443/2022|EPI_ISL_16454702|A_/_H3N2,0.014134,0.014134,-0.000000
EPI2152074|HA|A/Canberra/462/2022|EPI_ISL_14819806|A_/_H3N2,0.010601,0.010619,0.000019
EPI2235788|HA|A/Sydney/732/2022|EPI_ISL_16003445|A_/_H3N2,0.022968,0.023186,0.000218
EPI2078898|HA|A/Victoria/6/2022|EPI_ISL_13531019|A_/_H3N2,0.014134,0.014166,0.000032
EPI2351287|HA|A/England/225120831/2022|EPI_ISL_16810061|A_/_H1N1,0.560071,1.655710,1.095639
EPI2328661|HA|A/England/225040226/2022|EPI_ISL_16745114|A_/_H1N1,0.563604,1.671061,1.107456
EPI2328600|HA|A/England/224960873/2022|EPI_ISL_16745076|A_/_H1N1,0.560071,1.666908,1.106837
EPI2306365|HA|A/England/224900420/2022|EPI_ISL_16616184|A_/_H1N1,0.565371,1.682694,1.117323
EPI2305565|HA|A/England/224820361/2022|EPI_ISL_16616066|A_/_H1N1,0.558304,1.654187,1.095883
EPI2337072|HA|A/England/225121089/2022|EPI_ISL_16749514|A_/_H1N1,0.560071,1.652849,1.092778
EPI2260226|HA|A/Catalonia/NSVH101974424/2022|EPI_ISL_16258264|A_/_H1N1,0.560071,1.654711,1.094640
EPI2313184|HA|A/England/224840611/2022|EPI_ISL_16653507|A_/_H1N1,0.560071,1.660545,1.100475
EPI2207119|HA|A/Deeside/1535/2022|EPI_ISL_15677016|A_/_H1N1,0.560071,1.672674,1.112603
EPI2112607|HA|A/England/221460864/2022|EPI_ISL_14145012|A_/_H1N1,0.554770,1.625893,1.071123
