Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1727800|HA|A/Kyrgyzstan/166/2019|EPI_ISL_426223|A_/_H3N2,0.019435,0.019889,0.000455
EPI1727842|HA|A/Qatar/47-VI-19-0067658/2019|EPI_ISL_426244|A_/_H3N2,0.010601,0.010691,0.000090
EPI1757941|HA|A/Laos/3797/2019|EPI_ISL_491780|A_/_H3N2,0.012367,0.012485,0.000117
EPI1727852|HA|A/South_lebanon/Tyre/NS20/2019|EPI_ISL_426249|A_/_H3N2,0.031802,0.032773,0.000971
EPI1758040|HA|A/Abu_Dhabi/071/2019|EPI_ISL_491793|A_/_H3N2,0.012367,0.012508,0.000141
EPI1605042|HA|A/OKINAWA/74/2019|EPI_ISL_394199|A_/_H3N2,0.010601,0.010689,0.000089
EPI1800278|HA|A/Myanmar/19M147/2019|EPI_ISL_525690|A_/_H3N2,0.022968,0.023868,0.000900
EPI1800285|HA|A/Myanmar/19M225/2019|EPI_ISL_525757|A_/_H3N2,0.030035,0.031526,0.001490
EPI1479787|HA|A/Abu_Dhabi/021/2019|EPI_ISL_362253|A_/_H3N2,0.014134,0.014315,0.000181
EPI1480618|HA|A/Abu_Dhabi/008/2019|EPI_ISL_362359|A_/_H3N2,0.010601,0.010723,0.000123
EPI1483944|HA|A/Kyrgyzstan/49/2019|EPI_ISL_363141|A_/_H3N2,0.012367,0.012527,0.000159
EPI1619487|HA|A/Qatar/10-VI-19-0048190/2019|EPI_ISL_397286|A_/_H3N2,0.010601,0.010685,0.000084
EPI1619510|HA|A/Qatar/16-VI-19-0048614/2019|EPI_ISL_397298|A_/_H3N2,0.010601,0.010700,0.000099
EPI1627368|HA|A/NIIGATA/805/2019|EPI_ISL_398302|A_/_H3N2,0.017668,0.017981,0.000314
EPI1498242|HA|A/KANAGAWA/AC1880/2019|EPI_ISL_366108|A_/_H3N2,0.012367,0.012446,0.000078
EPI1901758|HA|A/Thailand/CU-E1482/2019|EPI_ISL_4069934|A_/_H3N2,0.019435,0.019843,0.000408
EPI1901756|HA|A/Thailand/CU-B35602/2019|EPI_ISL_4069932|A_/_H3N2,0.019435,0.019748,0.000314
EPI1901822|HA|A/Thailand/CU-B31714/2019|EPI_ISL_4069997|A_/_H3N2,0.019435,0.019801,0.000366
EPI1901781|HA|A/Thailand/CU-B32786/2019|EPI_ISL_4069957|A_/_H3N2,0.012367,0.012483,0.000116
EPI1636470|HA|A/Abudhabi/063/2019|EPI_ISL_400019|A_/_H3N2,0.012367,0.012422,0.000055
EPI1638598|HA|A/Singapore/GP1559/2019|EPI_ISL_400291|A_/_H3N2,0.031802,0.032868,0.001065
EPI1638725|HA|A/Singapore/TT0682/2019|EPI_ISL_400307|A_/_H3N2,0.012367,0.012439,0.000071
EPI1646773|HA|A/Salalah/6905/2019|EPI_ISL_401615|A_/_H3N2,0.022968,0.023492,0.000524
EPI2102685|HA|A/Niigata/18FS066_2/2019|EPI_ISL_14004357|A_/_H3N2,0.021201,0.021572,0.000370
EPI1671911|HA|A/Bangkok/447/2019|EPI_ISL_406819|A_/_H3N2,0.010601,0.010662,0.000061
EPI1550175|HA|A/Malaysia/RP0571/2019|EPI_ISL_378565|A_/_H3N2,0.012367,0.012492,0.000124
EPI1696421|HA|A/Kanagawa/ZC1841/2019|EPI_ISL_412121|A_/_H3N2,0.021201,0.022156,0.000955
EPI1398426|HA|A/NIIGATA/165/2019|EPI_ISL_348327|A_/_H3N2,0.014134,0.014300,0.000166
EPI1711322|HA|A/HIROSHIMA/188/2019|EPI_ISL_415182|A_/_H3N2,0.015901,0.016090,0.000189
EPI1410302|HA|A/Lebanon/207/2019|EPI_ISL_350085|A_/_H3N2,0.010601,0.010617,0.000017
EPI1846442|HA|A/KANAGAWA/ZC1836/2019|EPI_ISL_1005694|A_/_H3N2,0.017668,0.018184,0.000516
EPI1846436|HA|A/KANAGAWA/ZC1861/2019|EPI_ISL_1005691|A_/_H3N2,0.017668,0.017978,0.000310
EPI1846434|HA|A/KANAGAWA/IC1815/2019|EPI_ISL_1005690|A_/_H3N2,0.010601,0.010702,0.000101
EPI1797926|HA|A/Malaysia/RP0701/2019|EPI_ISL_514718|A_/_H3N2,0.021201,0.021873,0.000671
EPI1723689|HA|A/Taiwan/83270/2019|EPI_ISL_421128|A_/_H3N2,0.012367,0.012495,0.000128
EPI1754145|HA|A/Saudi_Arabia/1028833307/2019|EPI_ISL_486750|A_/_H3N2,0.024735,0.025356,0.000621
EPI1448737|HA|A/Oman/939/2019|EPI_ISL_357915|A_/_H3N2,0.028269,0.029080,0.000812
EPI1590501|HA|A/Yasothon/21/2019|EPI_ISL_390913|A_/_H3N2,0.021201,0.021795,0.000594
EPI1594495|HA|A/Singapore/TT0115/2019|EPI_ISL_391588|A_/_H3N2,0.028269,0.029156,0.000887
EPI1594551|HA|A/Singapore/KK0124/2019|EPI_ISL_391595|A_/_H3N2,0.014134,0.014330,0.000196
EPI1483863|HA|A/Northern_Ireland/10510/2019|EPI_ISL_363098|A_/_H3N2,0.015901,0.016151,0.000250
EPI1516056|HA|A/England/7963/2019|EPI_ISL_369692|A_/_H3N2,0.012367,0.012476,0.000109
EPI1394806|HA|A/Helsingborg/1/2019|EPI_ISL_347807|A_/_H3N2,0.012367,0.012480,0.000113
EPI1436462|HA|A/CastillaLaMancha/109/2019|EPI_ISL_355027|A_/_H3N2,0.012367,0.012509,0.000142
EPI1584091|HA|A/Newport/9438/2019|EPI_ISL_389323|A_/_H3N2,0.012367,0.012472,0.000105
EPI1639420|HA|A/South_Australia/313/2019|EPI_ISL_363247|A_/_H3N2,0.014134,0.014341,0.000207
EPI1639426|HA|A/South_Australia/321/2019|EPI_ISL_363254|A_/_H3N2,0.035336,0.036930,0.001595
EPI1667167|HA|A/Sydney/233/2019|EPI_ISL_405313|A_/_H3N2,0.017668,0.017992,0.000324
EPI1670105|HA|A/South_Australia/1088/2019|EPI_ISL_405983|A_/_H3N2,0.015901,0.016140,0.000238
EPI1670216|HA|A/Sydney/803/2019|EPI_ISL_406020|A_/_H3N2,0.012367,0.012477,0.000110
EPI1671669|HA|A/Sydney/478/2019|EPI_ISL_406679|A_/_H3N2,0.014134,0.014317,0.000183
EPI1675460|HA|A/Darwin/726/2019|EPI_ISL_407891|A_/_H3N2,0.022968,0.023733,0.000765
EPI1387310|HA|A/South_Australia/81/2019|EPI_ISL_346276|A_/_H3N2,0.010601,0.010666,0.000065
EPI1387385|HA|A/Perth/5/2019|EPI_ISL_346301|A_/_H3N2,0.010601,0.010625,0.000024
EPI1387430|HA|A/South_Australia/18/2019|EPI_ISL_346316|A_/_H3N2,0.028269,0.029126,0.000857
EPI1593999|HA|A/Sydney/1027/2019|EPI_ISL_391462|A_/_H3N2,0.015901,0.016063,0.000162
EPI1597835|HA|A/Sydney/404/2019|EPI_ISL_392633|A_/_H3N2,0.012367,0.012448,0.000081
EPI1603820|HA|A/Serbia/555/2019|EPI_ISL_393798|A_/_H1N1,0.551237,1.734940,1.183703
EPI1607304|HA|A/Carmarthen/5650/2019|EPI_ISL_395060|A_/_H1N1,0.545936,1.730803,1.184867
EPI1491266|HA|A/England/163/2019|EPI_ISL_364672|A_/_H1N1,0.551237,1.730117,1.178880
EPI1491300|HA|A/England/146/2019|EPI_ISL_364689|A_/_H1N1,0.549470,1.740652,1.191183
EPI1491298|HA|A/England/204/2019|EPI_ISL_364688|A_/_H1N1,0.553004,1.753421,1.200418
EPI1491495|HA|A/England/202/2019|EPI_ISL_364718|A_/_H1N1,0.551237,1.739565,1.188328
EPI1630203|HA|A/Stockholm/35/2019|EPI_ISL_398704|A_/_H1N1,0.547703,1.738591,1.190888
EPI1506890|HA|A/Linkoping/1/2019|EPI_ISL_367960|A_/_H1N1,0.549470,1.738219,1.188749
EPI1506986|HA|A/Ukraine/8294/2019|EPI_ISL_368008|A_/_H1N1,0.554770,1.754492,1.199721
EPI1508590|HA|A/Novi_Sad/4336/2019|EPI_ISL_368276|A_/_H1N1,0.551237,1.731901,1.180665
EPI1356276|HA|A/Northern_Ireland/342/2019|EPI_ISL_338524|A_/_H1N1,0.549470,1.732336,1.182866
EPI1359897|HA|A/Barry/6142/2019|EPI_ISL_339323|A_/_H1N1,0.551237,1.733352,1.182115
EPI1369764|HA|A/England/31/2019|EPI_ISL_341247|A_/_H1N1,0.551237,1.735921,1.184684
EPI1378056|HA|A/Sweden/27/2019|EPI_ISL_343451|A_/_H1N1,0.547703,1.723643,1.175940
EPI1794657|HA|A/Andalucia/2762/2019|EPI_ISL_508511|A_/_H1N1,0.547703,1.723456,1.175753
EPI1417818|HA|A/England/137/2019|EPI_ISL_351388|A_/_H1N1,0.545936,1.706308,1.160372
