Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1899327|HA|A/Thailand/B29296/2018|EPI_ISL_4064286|A_/_H3N2,0.551237,1.754297,1.203060
EPI1899335|HA|A/Thailand/B30632/2018|EPI_ISL_4064287|A_/_H3N2,0.553004,1.760202,1.207198
EPI1478195|HA|A/GUNMA/114/2018|EPI_ISL_361864|A_/_H3N2,0.549470,1.739913,1.190443
EPI1310465|HA|A/Abu_Dhabi/014/2018|EPI_ISL_329832|A_/_H3N2,0.554770,1.795772,1.241001
EPI1482887|HA|A/Taiwan/81051/2018|EPI_ISL_362647|A_/_H3N2,0.547703,1.747294,1.199590
EPI1482879|HA|A/Taiwan/79795/2018|EPI_ISL_362646|A_/_H3N2,0.547703,1.727032,1.179329
EPI1315822|HA|A/Philippines/44/2018|EPI_ISL_330736|A_/_H3N2,0.549470,1.754080,1.204610
EPI1316661|HA|A/Maldives/1001/2018|EPI_ISL_330906|A_/_H3N2,0.551237,1.749459,1.198222
EPI1319766|HA|A/Oman/3329/2018|EPI_ISL_331355|A_/_H3N2,0.547703,1.741565,1.193862
EPI1319800|HA|A/Saudi_Arabia/604532786/2018|EPI_ISL_331372|A_/_H3N2,0.547703,1.746113,1.198410
EPI1335535|HA|A/YOKOHAMA/112/2018|EPI_ISL_333926|A_/_H3N2,0.547703,1.724888,1.177185
EPI1335515|HA|A/KANAGAWA/85/2018|EPI_ISL_333921|A_/_H3N2,0.551237,1.765410,1.214174
EPI1336988|HA|A/Abu_Dhabi/134/2018|EPI_ISL_334156|A_/_H3N2,0.553004,1.774535,1.221531
EPI1343237|HA|A/Vietnam/190/2018|EPI_ISL_335668|A_/_H3N2,0.547703,1.744819,1.197116
EPI2047663|HA|A/Myanmar/18M66/2018|EPI_ISL_12951803|A_/_H3N2,0.551237,1.783961,1.232724
EPI1351533|HA|A/ISHIKAWA/78/2018|EPI_ISL_336967|A_/_H3N2,0.549470,1.745022,1.195552
EPI1351513|HA|A/HIROSHIMA/73/2018|EPI_ISL_336962|A_/_H3N2,0.551237,1.749228,1.197991
EPI1210250|HA|A/Kazakhstan/103/2018|EPI_ISL_305845|A_/_H3N2,0.551237,1.760668,1.209431
EPI1358998|HA|A/Philippines/48/2018|EPI_ISL_339064|A_/_H3N2,0.549470,1.762819,1.213349
EPI1804615|HA|A/Myanmar/18M090/2018|EPI_ISL_536403|A_/_H3N2,0.549470,1.755682,1.206212
EPI1365958|HA|A/Singapore/KK0699/2018|EPI_ISL_340479|A_/_H3N2,0.551237,1.743798,1.192561
EPI1369190|HA|A/Nakhonsithammarat/336/2018|EPI_ISL_341170|A_/_H3N2,0.547703,1.730586,1.182883
EPI1370427|HA|A/Chungbuk/1917/2018|EPI_ISL_341448|A_/_H3N2,0.549470,1.731017,1.181547
EPI1224383|HA|A/KANAGAWA/IC1725/2018|EPI_ISL_308930|A_/_H3N2,0.554770,1.786823,1.232053
EPI1241657|HA|A/NIIGATA-C/1/2018|EPI_ISL_311962|A_/_H3N2,0.551237,1.742905,1.191668
EPI1243337|HA|A/Ankara/110/2018|EPI_ISL_312306|A_/_H3N2,0.549470,1.756469,1.206999
EPI1550154|HA|A/Malaysia/RP4242/2018|EPI_ISL_378558|A_/_H3N2,0.545936,1.726458,1.180522
EPI1385788|HA|A/Vietnam/Lisn18022/2018|EPI_ISL_346042|A_/_H3N2,0.553004,1.771715,1.218712
EPI2153930|HA|A/Saudi_Arabia/VRG-55/2018|EPI_ISL_14835629|A_/_H3N2,0.554770,1.786834,1.232063
EPI1272579|HA|A/Singapore/GP0454/2018|EPI_ISL_320960|A_/_H3N2,0.556537,1.789998,1.233461
EPI1594423|HA|A/Singapore/GP2364/2018|EPI_ISL_391579|A_/_H3N2,0.554770,1.775743,1.220973
EPI1315673|HA|A/Zaragoza/1528894/2018|EPI_ISL_330683|A_/_H3N2,0.549470,1.758067,1.208597
EPI1173524|HA|A/England/80220360/2018|EPI_ISL_298073|A_/_H3N2,0.556537,1.803962,1.247425
EPI1337103|HA|A/Sundsvall/1/2018|EPI_ISL_334183|A_/_H3N2,0.545936,1.705056,1.159120
EPI1337095|HA|A/Linkoping/58/2018|EPI_ISL_334182|A_/_H3N2,0.553004,1.772354,1.219350
EPI1188953|HA|A/England/80420847/2018|EPI_ISL_301474|A_/_H3N2,0.549470,1.754425,1.204955
EPI1189308|HA|A/England/80520648/2018|EPI_ISL_301542|A_/_H3N2,0.549470,1.771448,1.221979
EPI1203826|HA|A/England/80900492/2018|EPI_ISL_304782|A_/_H3N2,0.544170,1.735447,1.191277
EPI1392930|HA|A/England/754/2018|EPI_ISL_347143|A_/_H3N2,0.549470,1.750481,1.201011
EPI1796769|HA|A/England/190161213/2018|EPI_ISL_513957|A_/_H3N2,0.553004,1.770822,1.217819
EPI1275634|HA|A/Swansea/0699/2018|EPI_ISL_321581|A_/_H3N2,0.551237,1.750018,1.198781
EPI1311774|HA|A/Sydney/22/2018|EPI_ISL_330026|A_/_H3N2,0.553004,1.787807,1.234803
EPI1613517|HA|A/Perth/4/2018|EPI_ISL_396452|A_/_H3N2,0.549470,1.763031,1.213561
EPI1613693|HA|A/South_Australia/117/2018|EPI_ISL_396474|A_/_H3N2,0.554770,1.787125,1.232355
EPI1614141|HA|A/South_Australia/22/2018|EPI_ISL_396530|A_/_H3N2,0.551237,1.781257,1.230020
EPI1614493|HA|A/South_Australia/85/2018|EPI_ISL_396574|A_/_H3N2,0.549470,1.775491,1.226021
EPI1614485|HA|A/South_Australia/82/2018|EPI_ISL_396573|A_/_H3N2,0.551237,1.750694,1.199457
EPI1614597|HA|A/Sydney/1000/2018|EPI_ISL_396587|A_/_H3N2,0.549470,1.778590,1.229120
EPI1328675|HA|A/Christchurch/522/2018|EPI_ISL_332736|A_/_H3N2,0.551237,1.759469,1.208232
EPI1631894|HA|A/Newcastle/82/2018|EPI_ISL_398938|A_/_H3N2,0.553004,1.767119,1.214116
EPI1158115|HA|A/Catalonia/NSVH100752088/2018|EPI_ISL_295029|A_/_H1N1,0.005300,0.005299,-0.000002
EPI1310082|HA|A/Northern_Ireland/16810/2018|EPI_ISL_329757|A_/_H1N1,0.007067,0.007103,0.000035
EPI1313536|HA|A/Cardiff/4607/2018|EPI_ISL_330359|A_/_H1N1,0.010601,0.010647,0.000047
EPI1318120|HA|A/Swansea/2666/2018|EPI_ISL_331112|A_/_H1N1,0.008834,0.008872,0.000038
EPI1328481|HA|A/Abertillery/6649/2018|EPI_ISL_332689|A_/_H1N1,0.007067,0.007059,-0.000008
EPI1354827|HA|A/Switzerland/8061/2018|EPI_ISL_338116|A_/_H1N1,0.007067,0.007086,0.000019
EPI2184776|HA|A/Catalonia/NSVH100809538/2018|EPI_ISL_15083894|A_/_H1N1,0.007067,0.007100,0.000033
EPI1215686|HA|A/Sweden/15/2018|EPI_ISL_307076|A_/_H1N1,0.014134,0.014324,0.000190
EPI1258963|HA|A/Dnipro/409/2018|EPI_ISL_315701|A_/_H1N1,0.010601,0.010627,0.000026
