Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1846168|HA|A/Malaysia/RP2227/2020|EPI_ISL_985216|A_/_H3N2,0.000000,0.000001,0.000001
EPI1750818|HA|A/Singapore/KK272/2020|EPI_ISL_481342|A_/_H3N2,0.012367,0.012466,0.000099
EPI1806103|HA|A/North_Lebanon/NM_397_N/2020|EPI_ISL_582598|A_/_H3N2,0.042403,0.044067,0.001664
EPI2147049|HA|A/South_Korea/MDCK/2020|EPI_ISL_14771216|A_/_H3N2,0.146643,0.177158,0.030515
EPI1728265|HA|A/Sweden/62/2020|EPI_ISL_426374|A_/_H3N2,0.035336,0.036421,0.001085
EPI1704482|HA|A/Uppsala/7/2020|EPI_ISL_413661|A_/_H3N2,0.031802,0.032762,0.000960
EPI1727794|HA|A/Khmelnytskyi/12/2020|EPI_ISL_426220|A_/_H1N1,0.562387,1.506937,0.944550
EPI1727907|HA|A/Sweden/34/2020|EPI_ISL_426273|A_/_H1N1,0.564195,1.508721,0.944525
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.562387,1.488047,0.925660
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.566004,1.520096,0.954092
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.562387,1.512787,0.950400
