Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI991565|HA|A/Kazakhstan/4928/2016|EPI_ISL_262205|A_/_H3N2,0.015901,0.016043,0.000142
EPI991591|HA|A/Kazakhstan/4962/2016|EPI_ISL_262214|A_/_H3N2,0.008834,0.008843,0.000009
EPI809637|HA|A/TOYAMA/72/2016|EPI_ISL_229785|A_/_H3N2,0.008834,0.008820,-0.000014
EPI993991|HA|A/Vietnam/6032/2016|EPI_ISL_262625|A_/_H3N2,0.015901,0.016043,0.000142
EPI998291|HA|A/Linkou/0166/2016|EPI_ISL_263397|A_/_H3N2,0.015901,0.016041,0.000140
EPI1609046|HA|A/Lebanon/1326/2016|EPI_ISL_395357|A_/_H3N2,0.031802,0.032551,0.000749
EPI1003527|HA|A/Laos/F2884/2016|EPI_ISL_264438|A_/_H3N2,0.012367,0.012383,0.000015
EPI832493|HA|A/Oman/5191/2016|EPI_ISL_233476|A_/_H3N2,0.015901,0.016032,0.000131
EPI1014968|HA|A/Japan/5603/2016|EPI_ISL_267802|A_/_H3N2,0.008834,0.008839,0.000005
EPI1030493|HA|A/Japan/5685/2016|EPI_ISL_270833|A_/_H3N2,0.010601,0.010652,0.000052
EPI867258|HA|A/Saudi_Arabia/193229/2016|EPI_ISL_239506|A_/_H3N2,0.015901,0.016007,0.000106
EPI2380605|HA|A/Manila/AFPA-02075/2016|EPI_ISL_16854265|A_/_H3N2,0.017668,0.017860,0.000192
EPI1055957|HA|A/Singapore/GP2646/2016|EPI_ISL_277145|A_/_H3N2,0.008834,0.008893,0.000059
EPI1536821|HA|A/Cheongju/G03554/2016|EPI_ISL_376102|A_/_H3N2,0.010601,0.010579,-0.000022
EPI1536832|HA|A/Cheongju/G03596/2016|EPI_ISL_376113|A_/_H3N2,0.005300,0.005287,-0.000014
EPI901648|HA|A/Taiwan/889/2016|EPI_ISL_245987|A_/_H3N2,0.012367,0.012406,0.000039
EPI943152|HA|A/YOKOHAMA/158/2016|EPI_ISL_253067|A_/_H3N2,0.012367,0.012347,-0.000020
EPI943336|HA|A/FUKUSHIMA/131/2016|EPI_ISL_253164|A_/_H3N2,0.008834,0.008796,-0.000038
EPI2153896|HA|A/Saudi_Arabia/VRG-01/2016|EPI_ISL_14835608|A_/_H3N2,0.024735,0.025209,0.000474
EPI952531|HA|A/MIE/29/2016|EPI_ISL_254696|A_/_H3N2,0.012367,0.012391,0.000023
EPI1133557|HA|A/Thailand/CU-B20369/2016|EPI_ISL_290129|A_/_H3N2,0.015901,0.015964,0.000063
EPI780936|HA|A/Singapore/INFGP-16-1223/2016|EPI_ISL_225952|A_/_H3N2,0.019435,0.019636,0.000201
EPI978716|HA|A/Oman/7571/2016|EPI_ISL_259580|A_/_H3N2,0.010601,0.010621,0.000020
EPI831429|HA|A/Scotland/63440574/2016|EPI_ISL_233207|A_/_H3N2,0.024735,0.025153,0.000418
EPI1040800|HA|A/Ukraine/7733/2016|EPI_ISL_274144|A_/_H3N2,0.012367,0.012420,0.000052
EPI881857|HA|A/Sweden/76/2016|EPI_ISL_241921|A_/_H3N2,0.008834,0.008814,-0.000020
EPI974290|HA|A/Asturias/26760/2016|EPI_ISL_258585|A_/_H3N2,0.022968,0.023599,0.000631
EPI831645|HA|A/Sydney/171/2016|EPI_ISL_233283|A_/_H3N2,0.021201,0.021452,0.000250
EPI2053148|HA|A/Newcastle/60/2016|EPI_ISL_13046471|A_/_H3N2,0.014134,0.014213,0.000079
EPI1021989|HA|A/Tasmania/219/2016|EPI_ISL_269291|A_/_H3N2,0.015901,0.016093,0.000192
EPI869222|HA|A/Brisbane/224/2016|EPI_ISL_239901|A_/_H3N2,0.012367,0.012376,0.000009
EPI919378|HA|A/South_Australia/149/2016|EPI_ISL_249233|A_/_H3N2,0.012367,0.012339,-0.000029
EPI1127244|HA|A/Brisbane/66/2016|EPI_ISL_289133|A_/_H3N2,0.012367,0.012382,0.000014
EPI814985|HA|A/Kyiv/317/2016|EPI_ISL_230435|A_/_H1N1,0.551237,1.496216,0.944979
EPI815140|HA|A/Odessa/688/2016|EPI_ISL_230454|A_/_H1N1,0.551237,1.510473,0.959236
EPI815205|HA|A/Odessa/697/2016|EPI_ISL_230462|A_/_H1N1,0.551237,1.502264,0.951028
EPI2183058|HA|A/Catalonia/NSVH100373132/2016|EPI_ISL_15082352|A_/_H1N1,0.556537,1.542674,0.986137
EPI876536|HA|A/England/60260150/2016|EPI_ISL_241122|A_/_H1N1,0.554770,1.509358,0.954587
EPI878577|HA|A/England/571/2016|EPI_ISL_241405|A_/_H1N1,0.554770,1.518577,0.963807
EPI1041347|HA|A/_London/16U426028-92_S44_L001/2016|EPI_ISL_274267|A_/_H1N1,0.553004,1.500578,0.947574
EPI729914|HA|A/Sweden/18/2016|EPI_ISL_215612|A_/_H1N1,0.556537,1.515523,0.958986
