Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI536470|HA|A/YAMAGATA/104/2014|EPI_ISL_164290|A_/_H3N2,0.015901,0.016026,0.000125
EPI536482|HA|A/NARA/38/2014|EPI_ISL_164296|A_/_H3N2,0.012367,0.012383,0.000016
EPI540125|HA|A/SAPPORO/117/2014|EPI_ISL_165765|A_/_H3N2,0.021201,0.021452,0.000251
EPI541955|HA|A/Laos/O034/2014|EPI_ISL_166391|A_/_H3N2,0.022968,0.023462,0.000494
EPI557631|HA|A/TOKYO/41724/2014|EPI_ISL_170446|A_/_H3N2,0.024735,0.025301,0.000566
EPI564758|HA|A/Vietnam/630/2014|EPI_ISL_172604|A_/_H3N2,0.026502,0.026939,0.000438
EPI684843|HA|A/Thailand/CU-B10345/2014|EPI_ISL_205386|A_/_H3N2,0.007067,0.007047,-0.000021
EPI684853|HA|A/Thailand/CU-B10828/2014|EPI_ISL_205389|A_/_H3N2,0.008834,0.008845,0.000011
EPI684838|HA|A/Thailand/CU-CB166/2014|EPI_ISL_205392|A_/_H3N2,0.038869,0.041126,0.002256
EPI684840|HA|A/Thailand/CU-B10283/2014|EPI_ISL_205447|A_/_H3N2,0.017668,0.017871,0.000204
EPI684844|HA|A/Thailand/CU-B10421/2014|EPI_ISL_205448|A_/_H3N2,0.022968,0.023316,0.000348
EPI689419|HA|A/Kumamoto/DS-182v/2014|EPI_ISL_206278|A_/_H3N2,0.026502,0.027012,0.000510
EPI689442|HA|A/Fukuoka/DS-524/2014|EPI_ISL_206301|A_/_H3N2,0.026502,0.027206,0.000704
EPI748168|HA|A/Singapore/GP1523/2014|EPI_ISL_219296|A_/_H3N2,0.010601,0.010612,0.000011
EPI629996|HA|A/Vietnam/2/2014|EPI_ISL_192828|A_/_H3N2,0.024735,0.025111,0.000376
EPI806276|HA|A/Kanagawa/JP-2/2014|EPI_ISL_229119|A_/_H3N2,0.019435,0.019701,0.000267
EPI806284|HA|A/Hyogo/JP-115/2014|EPI_ISL_229127|A_/_H3N2,0.033569,0.034514,0.000945
EPI806288|HA|A/Fukuoka/DS-47/2014|EPI_ISL_229131|A_/_H3N2,0.024735,0.025248,0.000513
EPI806292|HA|A/Gunma/DS-126/2014|EPI_ISL_229135|A_/_H3N2,0.028269,0.028902,0.000633
EPI806290|HA|A/Fukuoka/DS-84/2014|EPI_ISL_229133|A_/_H3N2,0.042403,0.044230,0.001827
EPI536416|HA|A/Ukraine/86/2014|EPI_ISL_164264|A_/_H3N2,0.024735,0.025178,0.000443
EPI537717|HA|A/Palau/6720/2014|EPI_ISL_164632|A_/_H3N2,0.021201,0.021458,0.000256
EPI539691|HA|A/Tasmania/11/2014|EPI_ISL_165591|A_/_H3N2,0.024735,0.025213,0.000478
EPI551752|HA|A/VICTORIA/1012/2014|EPI_ISL_168936|A_/_H3N2,0.028269,0.028723,0.000455
EPI536847|HA|A/Ukraine/183/2014|EPI_ISL_164375|A_/_H1N1,0.554770,1.513387,0.958616
EPI677813|HA|A/England/40800135/2014|EPI_ISL_202969|A_/_H1N1,0.551237,1.492978,0.941742
EPI677893|HA|A/England/41420347/2014|EPI_ISL_202979|A_/_H1N1,0.551237,1.507316,0.956080
EPI712166|HA|A/England/354/2014|EPI_ISL_212270|A_/_H1N1,0.551237,1.511160,0.959923
EPI504743|HA|A/Stockholm/3/2014|EPI_ISL_155656|A_/_H1N1,0.554770,1.513301,0.958530
