Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI991565|HA|A/Kazakhstan/4928/2016|EPI_ISL_262205|A_/_H3N2,0.017668,0.017864,0.000196
EPI991591|HA|A/Kazakhstan/4962/2016|EPI_ISL_262214|A_/_H3N2,0.010601,0.010636,0.000035
EPI809637|HA|A/TOYAMA/72/2016|EPI_ISL_229785|A_/_H3N2,0.000000,0.000001,0.000001
EPI993991|HA|A/Vietnam/6032/2016|EPI_ISL_262625|A_/_H3N2,0.017668,0.017865,0.000197
EPI998291|HA|A/Linkou/0166/2016|EPI_ISL_263397|A_/_H3N2,0.017668,0.017862,0.000195
EPI1609046|HA|A/Lebanon/1326/2016|EPI_ISL_395357|A_/_H3N2,0.028269,0.028960,0.000692
EPI1003527|HA|A/Laos/F2884/2016|EPI_ISL_264438|A_/_H3N2,0.010601,0.010605,0.000005
EPI832493|HA|A/Oman/5191/2016|EPI_ISL_233476|A_/_H3N2,0.017668,0.017853,0.000185
EPI1014968|HA|A/Japan/5603/2016|EPI_ISL_267802|A_/_H3N2,0.010601,0.010630,0.000029
EPI1030493|HA|A/Japan/5685/2016|EPI_ISL_270833|A_/_H3N2,0.012367,0.012455,0.000088
EPI867258|HA|A/Saudi_Arabia/193229/2016|EPI_ISL_239506|A_/_H3N2,0.017668,0.017824,0.000156
EPI2380605|HA|A/Manila/AFPA-02075/2016|EPI_ISL_16854265|A_/_H3N2,0.019435,0.019689,0.000254
EPI1055957|HA|A/Singapore/GP2646/2016|EPI_ISL_277145|A_/_H3N2,0.017668,0.017949,0.000281
EPI1536821|HA|A/Cheongju/G03554/2016|EPI_ISL_376102|A_/_H3N2,0.012367,0.012370,0.000002
EPI1536832|HA|A/Cheongju/G03596/2016|EPI_ISL_376113|A_/_H3N2,0.014134,0.014231,0.000097
EPI901648|HA|A/Taiwan/889/2016|EPI_ISL_245987|A_/_H3N2,0.010601,0.010625,0.000025
EPI943152|HA|A/YOKOHAMA/158/2016|EPI_ISL_253067|A_/_H3N2,0.010601,0.010575,-0.000026
EPI943336|HA|A/FUKUSHIMA/131/2016|EPI_ISL_253164|A_/_H3N2,0.010601,0.010579,-0.000022
EPI2153896|HA|A/Saudi_Arabia/VRG-01/2016|EPI_ISL_14835608|A_/_H3N2,0.026502,0.027069,0.000567
EPI952531|HA|A/MIE/29/2016|EPI_ISL_254696|A_/_H3N2,0.010601,0.010612,0.000011
EPI1133557|HA|A/Thailand/CU-B20369/2016|EPI_ISL_290129|A_/_H3N2,0.017668,0.017777,0.000109
EPI780936|HA|A/Singapore/INFGP-16-1223/2016|EPI_ISL_225952|A_/_H3N2,0.017668,0.017836,0.000168
EPI978716|HA|A/Oman/7571/2016|EPI_ISL_259580|A_/_H3N2,0.012367,0.012419,0.000051
EPI831429|HA|A/Scotland/63440574/2016|EPI_ISL_233207|A_/_H3N2,0.022968,0.023336,0.000368
EPI1040800|HA|A/Ukraine/7733/2016|EPI_ISL_274144|A_/_H3N2,0.010601,0.010637,0.000036
EPI881857|HA|A/Sweden/76/2016|EPI_ISL_241921|A_/_H3N2,0.010601,0.010600,-0.000001
EPI974290|HA|A/Asturias/26760/2016|EPI_ISL_258585|A_/_H3N2,0.024735,0.025469,0.000734
EPI831645|HA|A/Sydney/171/2016|EPI_ISL_233283|A_/_H3N2,0.019435,0.019648,0.000213
EPI2053148|HA|A/Newcastle/60/2016|EPI_ISL_13046471|A_/_H3N2,0.012367,0.012426,0.000059
EPI1021989|HA|A/Tasmania/219/2016|EPI_ISL_269291|A_/_H3N2,0.017668,0.017920,0.000252
EPI869222|HA|A/Brisbane/224/2016|EPI_ISL_239901|A_/_H3N2,0.010601,0.010600,-0.000001
EPI919378|HA|A/South_Australia/149/2016|EPI_ISL_249233|A_/_H3N2,0.010601,0.010568,-0.000033
EPI1127244|HA|A/Brisbane/66/2016|EPI_ISL_289133|A_/_H3N2,0.010601,0.010604,0.000004
EPI814985|HA|A/Kyiv/317/2016|EPI_ISL_230435|A_/_H1N1,0.563177,1.572580,1.009403
EPI815140|HA|A/Odessa/688/2016|EPI_ISL_230454|A_/_H1N1,0.563177,1.587803,1.024627
EPI815205|HA|A/Odessa/697/2016|EPI_ISL_230462|A_/_H1N1,0.563177,1.579021,1.015844
EPI2183058|HA|A/Catalonia/NSVH100373132/2016|EPI_ISL_15082352|A_/_H1N1,0.568592,1.620044,1.051452
EPI876536|HA|A/England/60260150/2016|EPI_ISL_241122|A_/_H1N1,0.564982,1.580101,1.015119
EPI878577|HA|A/England/571/2016|EPI_ISL_241405|A_/_H1N1,0.566787,1.596635,1.029848
EPI1041347|HA|A/_London/16U426028-92_S44_L001/2016|EPI_ISL_274267|A_/_H1N1,0.564982,1.577264,1.012282
EPI729914|HA|A/Sweden/18/2016|EPI_ISL_215612|A_/_H1N1,0.568592,1.593370,1.024778
