Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1899327|HA|A/Thailand/B29296/2018|EPI_ISL_4064286|A_/_H3N2,0.019435,0.019845,0.000410
EPI1899335|HA|A/Thailand/B30632/2018|EPI_ISL_4064287|A_/_H3N2,0.040636,0.042986,0.002350
EPI1478195|HA|A/GUNMA/114/2018|EPI_ISL_361864|A_/_H3N2,0.031802,0.033337,0.001535
EPI1310465|HA|A/Abu_Dhabi/014/2018|EPI_ISL_329832|A_/_H3N2,0.033569,0.035186,0.001617
EPI1482887|HA|A/Taiwan/81051/2018|EPI_ISL_362647|A_/_H3N2,0.040636,0.043176,0.002540
EPI1482879|HA|A/Taiwan/79795/2018|EPI_ISL_362646|A_/_H3N2,0.045936,0.048967,0.003031
EPI1315822|HA|A/Philippines/44/2018|EPI_ISL_330736|A_/_H3N2,0.031802,0.033239,0.001437
EPI1316661|HA|A/Maldives/1001/2018|EPI_ISL_330906|A_/_H3N2,0.031802,0.033178,0.001376
EPI1319766|HA|A/Oman/3329/2018|EPI_ISL_331355|A_/_H3N2,0.026502,0.027397,0.000895
EPI1319800|HA|A/Saudi_Arabia/604532786/2018|EPI_ISL_331372|A_/_H3N2,0.026502,0.027421,0.000919
EPI1335535|HA|A/YOKOHAMA/112/2018|EPI_ISL_333926|A_/_H3N2,0.035336,0.037215,0.001880
EPI1335515|HA|A/KANAGAWA/85/2018|EPI_ISL_333921|A_/_H3N2,0.030035,0.031385,0.001349
EPI1336988|HA|A/Abu_Dhabi/134/2018|EPI_ISL_334156|A_/_H3N2,0.033569,0.035161,0.001592
EPI1343237|HA|A/Vietnam/190/2018|EPI_ISL_335668|A_/_H3N2,0.030035,0.031268,0.001233
EPI2047663|HA|A/Myanmar/18M66/2018|EPI_ISL_12951803|A_/_H3N2,0.028269,0.029489,0.001221
EPI1351533|HA|A/ISHIKAWA/78/2018|EPI_ISL_336967|A_/_H3N2,0.042403,0.044911,0.002508
EPI1351513|HA|A/HIROSHIMA/73/2018|EPI_ISL_336962|A_/_H3N2,0.042403,0.045016,0.002613
EPI1210250|HA|A/Kazakhstan/103/2018|EPI_ISL_305845|A_/_H3N2,0.040636,0.043236,0.002600
EPI1358998|HA|A/Philippines/48/2018|EPI_ISL_339064|A_/_H3N2,0.035336,0.037248,0.001913
