Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2082985|HA|A/Myanmar/21M017/2021|EPI_ISL_13631686|A_/_H3N2,0.014134,0.014191,0.000057
EPI1924397|HA|A/Singapore/INFKK0002/2021|EPI_ISL_5933270|A_/_H3N2,0.003534,0.003503,-0.000031
EPI1924389|HA|A/Thailand/4/2021|EPI_ISL_5933269|A_/_H3N2,0.015901,0.016052,0.000151
EPI1888048|HA|A/Philippines/1/2021|EPI_ISL_3836431|A_/_H3N2,0.037102,0.038290,0.001187
EPI2069098|HA|A/Saudi_Arabia/22-23/2021|EPI_ISL_13339914|A_/_H3N2,0.012367,0.012394,0.000027
EPI2069106|HA|A/Saudi_Arabia/44642/2021|EPI_ISL_13339918|A_/_H3N2,0.012367,0.012405,0.000038
EPI1843602|HA|A/AbuDhabi/01/2021|EPI_ISL_956319|A_/_H3N2,0.008834,0.008821,-0.000013
EPI1967925|HA|A/Pakistan/ICT14/2021|EPI_ISL_9346128|A_/_H3N2,0.007067,0.007047,-0.000020
EPI1925481|HA|A/Qatar/24-VI-21-3752470/2021|EPI_ISL_6075484|A_/_H3N2,0.012367,0.012431,0.000063
EPI2024254|HA|A/Qatar/10-VI-21-4396149/2021|EPI_ISL_12240190|A_/_H3N2,0.014134,0.014190,0.000056
EPI1889181|HA|A/Philippines/6/2021|EPI_ISL_3950048|A_/_H3N2,0.054770,0.057971,0.003201
EPI1889178|HA|A/Philippines/8/2021|EPI_ISL_3950047|A_/_H3N2,0.037102,0.038196,0.001094
EPI2044679|HA|A/Nur-Sultan/343/2021|EPI_ISL_12869830|A_/_H3N2,0.019435,0.019655,0.000220
EPI2194981|HA|A/Maldives/758/2021|EPI_ISL_15394467|A_/_H3N2,0.014134,0.014158,0.000024
EPI1947371|HA|A/Seeb/72126898/2021|EPI_ISL_7992165|A_/_H3N2,0.010601,0.010612,0.000012
EPI1947373|HA|A/Zghorta.LBN/7493/2021|EPI_ISL_7992166|A_/_H3N2,0.019435,0.019668,0.000234
EPI2047029|HA|A/Kazakhstan/582/2021|EPI_ISL_12942452|A_/_H3N2,0.010601,0.010671,0.000070
EPI1937577|HA|A/Andalucia/9561/2021|EPI_ISL_6917670|A_/_H3N2,0.014134,0.014193,0.000058
EPI1887976|HA|A/Stockholm/7/2021|EPI_ISL_3797777|A_/_H3N2,0.031802,0.032740,0.000938
EPI1924447|HA|A/Newcastle/1/2021|EPI_ISL_5933276|A_/_H3N2,0.053004,0.056015,0.003012
EPI1859990|HA|A/Darwin/1/2021|EPI_ISL_2233237|A_/_H3N2,0.021201,0.021575,0.000374
EPI1883377|HA|A/Timor-Leste/33/2021|EPI_ISL_3101063|A_/_H3N2,0.017953,0.018158,0.000205
EPI1962229|HA|A/Murcia/10211/2021|EPI_ISL_8896338|A_/_H1N1,0.551237,1.519070,0.967834
