Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI536466|HA|A/OKAYAMA/26/2013|EPI_ISL_164288|A_/_H3N2,0.014134,0.014298,0.000164
EPI2579590|HA|A/Kamigoto/1247/2013|EPI_ISL_17730095|A_/_H3N2,0.007067,0.007059,-0.000008
EPI1633401|HA|A/Singapore/G2-10.1/2013|EPI_ISL_399300|A_/_H3N2,0.012367,0.012450,0.000083
EPI684821|HA|A/Thailand/CU-A459/2013|EPI_ISL_205372|A_/_H3N2,0.012367,0.012368,0.000000
EPI684816|HA|A/Thailand/CU-B8518/2013|EPI_ISL_205378|A_/_H3N2,0.017668,0.018070,0.000403
EPI684799|HA|A/Thailand/CU-A24/2013|EPI_ISL_205427|A_/_H3N2,0.012367,0.012367,-0.000001
EPI684801|HA|A/Thailand/CU-B7992/2013|EPI_ISL_205428|A_/_H3N2,0.022968,0.023440,0.000472
EPI684817|HA|A/Thailand/CU-B8525/2013|EPI_ISL_205435|A_/_H3N2,0.007067,0.007061,-0.000007
EPI684814|HA|A/Thailand/CU-B8236/2013|EPI_ISL_205434|A_/_H3N2,0.019435,0.019840,0.000405
EPI684820|HA|A/Thailand/CU-H3574/2013|EPI_ISL_205437|A_/_H3N2,0.012367,0.012434,0.000066
EPI684819|HA|A/Thailand/CU-A411/2013|EPI_ISL_205436|A_/_H3N2,0.007067,0.007101,0.000034
EPI689433|HA|A/Fukuoka/DS-9/2013|EPI_ISL_206292|A_/_H3N2,0.014134,0.014230,0.000096
EPI691404|HA|A/Tokyo/56-228/2013|EPI_ISL_206578|A_/_H3N2,0.010601,0.010593,-0.000007
EPI691439|HA|A/Tokyo/66-471v/2013|EPI_ISL_206613|A_/_H3N2,0.014134,0.014238,0.000104
EPI466076|HA|A/MALAYSIA/4/2013|EPI_ISL_145309|A_/_H3N2,0.026502,0.026794,0.000292
EPI500186|HA|A/Bursa/247/2013|EPI_ISL_153943|A_/_H3N2,0.010601,0.010691,0.000090
EPI505142|HA|A/SAITAMA/138/2013|EPI_ISL_155834|A_/_H3N2,0.014134,0.014266,0.000132
EPI499618|HA|A/Stockholm/29/2013|EPI_ISL_153718|A_/_H3N2,0.015901,0.016075,0.000174
EPI503286|HA|A/England/651/2013|EPI_ISL_154749|A_/_H3N2,0.019435,0.019683,0.000248
EPI566512|HA|A/Victoria/700/2013|EPI_ISL_172979|A_/_H3N2,0.007067,0.007039,-0.000028
EPI489302|HA|A/Brisbane/01/2013|EPI_ISL_151023|A_/_H3N2,0.007067,0.007225,0.000157
EPI748130|HA|A/Auckland/21/2013|EPI_ISL_219277|A_/_H3N2,0.014134,0.014423,0.000289
EPI748184|HA|A/South_Australia/2/2013|EPI_ISL_219304|A_/_H3N2,0.021201,0.021710,0.000508
EPI419975|HA|A/Malmoe/1/2013|EPI_ISL_135096|A_/_H1N1,0.553004,1.449259,0.896255
EPI2184453|HA|A/Catalonia/NSVH206354/2013|EPI_ISL_15083856|A_/_H1N1,0.547703,1.437297,0.889594
