Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2903733|HA|A/Gyeongnam/2207/2023|EPI_ISL_18744126|A_/_H3N2,0.012367,0.012276,-0.000091
EPI3786787|HA|A/ABUDHABI/UAE/0014000/2023|EPI_ISL_19661761|A_/_H3N2,0.014134,0.014094,-0.000040
EPI2821770|HA|A/Qatar/34-VI-23-0101724/2023|EPI_ISL_18613508|A_/_H3N2,0.010601,0.010497,-0.000103
EPI2821333|HA|A/Qatar/32-VI-23-0092359/2023|EPI_ISL_18613438|A_/_H3N2,0.015901,0.015935,0.000034
EPI2821297|HA|A/Qatar/23-VI-23-0106322/2023|EPI_ISL_18613433|A_/_H3N2,0.021201,0.021391,0.000189
EPI2510100|HA|A/Japan/14149/2023|EPI_ISL_17467393|A_/_H3N2,0.028269,0.028861,0.000592
EPI3006772|HA|A/Philippines/89/2023|EPI_ISL_18876522|A_/_H3N2,0.012367,0.012326,-0.000041
EPI2665047|HA|A/NAGANO-C/14/2023|EPI_ISL_18058897|A_/_H3N2,0.031802,0.032430,0.000628
EPI2630354|HA|A/NAGANO-C/11/2023|EPI_ISL_17995538|A_/_H3N2,0.037102,0.038150,0.001048
EPI2681801|HA|A/Bangkok/P2255/2023|EPI_ISL_18093943|A_/_H3N2,0.012367,0.012344,-0.000023
EPI2924520|HA|A/Turkey/GIHSN_Ankara/140111_950/2023|EPI_ISL_18784523|A_/_H3N2,0.033569,0.035193,0.001624
EPI2647229|HA|A/NARA/11/2023|EPI_ISL_18030667|A_/_H3N2,0.028269,0.028634,0.000365
EPI2925824|HA|A/Bangkok/377/2023|EPI_ISL_18784778|A_/_H3N2,0.014134,0.014102,-0.000032
EPI2926244|HA|A/Ajman/17380/2023|EPI_ISL_18785759|A_/_H3N2,0.015901,0.015936,0.000035
EPI4432142|HA|A/ABUDHABI/UAE/0015760/2023|EPI_ISL_19901806|A_/_H3N2,0.014134,0.014140,0.000006
EPI2735160|HA|A/Seoul/917/2023|EPI_ISL_18231838|A_/_H3N2,0.012367,0.012393,0.000025
EPI2767405|HA|A/FUKUSHIMA/54/2023|EPI_ISL_18366335|A_/_H3N2,0.031802,0.032352,0.000550
EPI3456494|HA|A/Singapore/TT0344/2023|EPI_ISL_19283534|A_/_H3N2,0.012367,0.012356,-0.000011
EPI3456557|HA|A/Singapore/TT0564/2023|EPI_ISL_19283542|A_/_H3N2,0.014134,0.014171,0.000037
EPI2874637|HA|A/Pakistan/AHF-NIH/ICT/010/2023|EPI_ISL_18699132|A_/_H3N2,0.017668,0.017745,0.000077
EPI2963697|HA|A/Singapore/GP10675/2023|EPI_ISL_18831300|A_/_H3N2,0.012367,0.012408,0.000040
EPI2737526|HA|A/Sri_Lanka/31/2023|EPI_ISL_18242215|A_/_H3N2,0.012367,0.012337,-0.000030
EPI4637291|HA|A/Bangkok/002/2023|EPI_ISL_20144611|A_/_H3N2,0.012367,0.012370,0.000002
EPI2800701|HA|A/Chiang_Rai/P4803/2023|EPI_ISL_18539977|A_/_H3N2,0.015901,0.015914,0.000013
EPI2691380|HA|A/Nepal/427/2023|EPI_ISL_18118613|A_/_H3N2,0.012367,0.012350,-0.000017
EPI2691404|HA|A/Nepal/430/2023|EPI_ISL_18118618|A_/_H3N2,0.012367,0.012359,-0.000008
EPI3112910|HA|A/Madrid/HRYC-72348174/2023|EPI_ISL_18980521|A_/_H3N2,0.000000,0.000001,0.000001
EPI3665219|HA|A/Galicia/33341960/2023|EPI_ISL_19573237|A_/_H3N2,0.045936,0.047856,0.001920
EPI2541035|HA|A/Sweden/14/2023|EPI_ISL_17606898|A_/_H3N2,0.033569,0.034290,0.000721
EPI2541043|HA|A/Sweden/15/2023|EPI_ISL_17606899|A_/_H3N2,0.030035,0.030554,0.000518
EPI2616634|HA|A/Catalonia/NSVH171605044/2023|EPI_ISL_17974205|A_/_H3N2,0.012367,0.012337,-0.000031
EPI3669419|HA|A/Galicia/28220935/2023|EPI_ISL_19586445|A_/_H3N2,0.035336,0.036394,0.001058
EPI2538942|HA|A/England/230720061/2023|EPI_ISL_17592652|A_/_H3N2,0.035336,0.036319,0.000983
EPI2967120|HA|A/Spain/GA-HULA-615037/2023|EPI_ISL_18838698|A_/_H3N2,0.037102,0.038703,0.001601
EPI2692749|HA|A/Canarias/1843/2023|EPI_ISL_18118770|A_/_H3N2,0.026502,0.026998,0.000496
EPI3007096|HA|A/Canberra/464/2023|EPI_ISL_18876646|A_/_H3N2,0.017668,0.017789,0.000121
EPI2790185|HA|A/Sydney/316/2023|EPI_ISL_18485010|A_/_H3N2,0.012367,0.012365,-0.000002
EPI3158210|HA|A/Victoria/3058/2023|EPI_ISL_19012946|A_/_H3N2,0.010601,0.010564,-0.000037
EPI2686146|HA|A/Brisbane/377/2023|EPI_ISL_18100549|A_/_H3N2,0.012367,0.012328,-0.000040
EPI2642919|HA|A/Wellington/06/2023|EPI_ISL_18013032|A_/_H3N2,0.012367,0.012304,-0.000064
EPI2898745|HA|A/Brisbane/502/2023|EPI_ISL_18740015|A_/_H3N2,0.012367,0.012365,-0.000003
EPI2920320|HA|A/Galicia/21422332677/2023|EPI_ISL_18776469|A_/_H1N1,0.554770,1.592810,1.038039
EPI2920493|HA|A/Galicia/21452225735/2023|EPI_ISL_18776508|A_/_H1N1,0.553004,1.585274,1.032271
EPI2920509|HA|A/Galicia/21452225742/2023|EPI_ISL_18776514|A_/_H1N1,0.558304,1.615882,1.057578
EPI2611687|HA|A/Murcia/1652/2023|EPI_ISL_17958353|A_/_H1N1,0.554770,1.588048,1.033278
EPI3080776|HA|A/ComunidadValenciana/240275/2023|EPI_ISL_18942880|A_/_H1N1,0.553004,1.593081,1.040078
EPI2398662|HA|A/Baleares/74/2023|EPI_ISL_16913871|A_/_H1N1,0.554770,1.594890,1.040119
EPI3447272|HA|A/Galicia/SCQ/318602/2023|EPI_ISL_19273341|A_/_H1N1,0.556537,1.579325,1.022788
EPI3447240|HA|A/Galicia/SCQ/306480/2023|EPI_ISL_19273337|A_/_H1N1,0.556537,1.611533,1.054996
EPI2400971|HA|A/PaisVasco/162/2023|EPI_ISL_16914874|A_/_H1N1,0.554770,1.591115,1.036345
EPI3193658|HA|A/Galicia/SCQ/304024/2023|EPI_ISL_19044480|A_/_H1N1,0.554770,1.567715,1.012945
EPI2842726|HA|A/Catalonia/NSVH199826468/2023|EPI_ISL_18652098|A_/_H1N1,0.561837,1.627472,1.065635
EPI2519875|HA|A/Aragon/888/2023|EPI_ISL_17505762|A_/_H1N1,0.556537,1.607604,1.051067
EPI2519991|HA|A/CastillaLaMancha/793/2023|EPI_ISL_17505815|A_/_H1N1,0.554770,1.600104,1.045333
EPI3112926|HA|A/Madrid/HRYC-12994000/2023|EPI_ISL_18980523|A_/_H1N1,0.554770,1.600597,1.045827
EPI2923960|HA|A/Canarias/2407/2023|EPI_ISL_18784328|A_/_H1N1,0.556537,1.600936,1.044399
EPI2924196|HA|A/Navarra/2321/2023|EPI_ISL_18784477|A_/_H1N1,0.556537,1.602102,1.045564
EPI2701060|HA|A/England/233120111/2023|EPI_ISL_18130620|A_/_H1N1,0.556537,1.604681,1.048144
EPI3012555|HA|A/Baleares/2563/2023|EPI_ISL_18884818|A_/_H1N1,0.560071,1.626027,1.065957
EPI2975325|HA|A/England/235180269/2023|EPI_ISL_18852612|A_/_H1N1,0.558304,1.607470,1.049166
EPI2508336|HA|A/Catalonia/NSVH172307130/2023|EPI_ISL_17445897|A_/_H1N1,0.560071,1.613844,1.053773
EPI2686425|HA|A/Switzerland/76467/2023|EPI_ISL_18101377|A_/_H1N1,0.556537,1.612676,1.056139
EPI3028603|HA|A/England/240200277/2023|EPI_ISL_18891570|A_/_H1N1,0.558304,1.603321,1.045017
EPI2960891|HA|A/England/235190173/2023|EPI_ISL_18828271|A_/_H1N1,0.558304,1.607084,1.048780
EPI2792157|HA|A/Asturias/2061/2023|EPI_ISL_18501244|A_/_H1N1,0.554770,1.595022,1.040251
EPI2361784|HA|A/Catalonia/NSVH198265699/2023|EPI_ISL_16830774|A_/_H1N1,0.553004,1.582959,1.029956
EPI2471811|HA|A/Catalonia/NSAV198266241/2023|EPI_ISL_17256930|A_/_H1N1,0.554770,1.587346,1.032575
EPI3325914|HA|A/Andalucia/241428/2023|EPI_ISL_19159170|A_/_H1N1,0.554770,1.591030,1.036260
EPI3104691|HA|A/Madrid/HRYC-72348131/2023|EPI_ISL_18963453|A_/_H1N1,0.558304,1.608703,1.050399
EPI2441094|HA|A/Ceuta/350/2023|EPI_ISL_17095757|A_/_H1N1,0.553004,1.588861,1.035858
EPI2495773|HA|A/Sweden/10/2023|EPI_ISL_17360195|A_/_H1N1,0.558304,1.603906,1.045602
EPI3276801|HA|A/Madrid/92324193656/2023|EPI_ISL_19131155|A_/_H1N1,0.556537,1.601737,1.045200
EPI3276651|HA|A/Madrid/1392324178654/2023|EPI_ISL_19131081|A_/_H1N1,0.558304,1.613116,1.054813
EPI3184867|HA|A/Slovakia/uvzsr-56/2023|EPI_ISL_19033829|A_/_H1N1,0.556537,1.603104,1.046567
