Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI646110|HA|A/OKAYAMA/2/2015|EPI_ISL_196619|A_/_H3N2,0.556537,1.705518,1.148981
EPI646574|HA|A/Ulaanbaatar/330/2015|EPI_ISL_197078|A_/_H3N2,0.553004,1.683118,1.130115
EPI817207|HA|A/Bishkek/124/2015|EPI_ISL_230784|A_/_H3N2,0.556537,1.730753,1.174215
EPI671872|HA|A/Japan/4747/2015|EPI_ISL_201457|A_/_H3N2,0.554770,1.695718,1.140948
EPI671886|HA|A/Japan/4761/2015|EPI_ISL_201471|A_/_H3N2,0.554770,1.694904,1.140134
EPI857614|HA|A/Sri_Lanka/61/2015|EPI_ISL_237368|A_/_H3N2,0.561837,1.749594,1.187756
EPI704157|HA|A/Malaysia/50142/2015|EPI_ISL_209067|A_/_H3N2,0.558304,1.718113,1.159809
EPI706577|HA|A/Laos/I1002/2015|EPI_ISL_210359|A_/_H3N2,0.551237,1.688916,1.137679
EPI726898|HA|A/TOCHIGI/15115/2015|EPI_ISL_215163|A_/_H3N2,0.556537,1.718986,1.162449
EPI730521|HA|A/Singapore/TT137/2015|EPI_ISL_215701|A_/_H3N2,0.554770,1.692849,1.138078
EPI731182|HA|A/Singapore/GP548/2015|EPI_ISL_215834|A_/_H3N2,0.560071,1.713593,1.153522
EPI940619|HA|A/Thailand/CU-B11566/2015|EPI_ISL_252426|A_/_H3N2,0.561837,1.743016,1.181178
EPI940631|HA|A/Thailand/CU-B11870/2015|EPI_ISL_252438|A_/_H3N2,0.554770,1.701692,1.146921
EPI940656|HA|A/Thailand/CU-B13914/2015|EPI_ISL_252463|A_/_H3N2,0.549470,1.672233,1.122763
EPI966155|HA|A/Saudi_Arabia/31/2015|EPI_ISL_257212|A_/_H3N2,0.556537,1.702611,1.146074
EPI806286|HA|A/Ishikawa/JP-153/2015|EPI_ISL_229129|A_/_H3N2,0.561837,1.744886,1.183048
EPI806285|HA|A/Tokushima/JP-143/2015|EPI_ISL_229128|A_/_H3N2,0.549470,1.672545,1.123075
EPI806295|HA|A/Ishikawa/DS-217/2015|EPI_ISL_229138|A_/_H3N2,0.556537,1.701036,1.144499
EPI806300|HA|A/Hyogo/DS-282v/2015|EPI_ISL_229143|A_/_H3N2,0.549470,1.680444,1.130975
EPI806299|HA|A/Ishikawa/DS-276v/2015|EPI_ISL_229142|A_/_H3N2,0.553004,1.686066,1.133063
EPI806306|HA|A/Fukuoka/DS-323v/2015|EPI_ISL_229149|A_/_H3N2,0.549470,1.655272,1.105803
EPI806305|HA|A/Tokushima/DS-317v/2015|EPI_ISL_229148|A_/_H3N2,0.553004,1.674459,1.121455
EPI806315|HA|A/Kanagawa/DS-448v/2015|EPI_ISL_229158|A_/_H3N2,0.556537,1.700049,1.143511
EPI567130|HA|A/Catalonia/2235968NS/2015|EPI_ISL_173167|A_/_H3N2,0.558304,1.711810,1.153507
EPI574571|HA|A/England/20/2015|EPI_ISL_175014|A_/_H3N2,0.556537,1.715705,1.159168
EPI652073|HA|A/South_Australia/37/2015|EPI_ISL_197873|A_/_H3N2,0.553004,1.678198,1.125194
EPI676011|HA|A/Victoria/36/2015|EPI_ISL_202632|A_/_H3N2,0.558304,1.723763,1.165459
EPI676032|HA|A/Victoria/48/2015|EPI_ISL_202639|A_/_H3N2,0.554770,1.716927,1.162157
EPI688416|HA|A/South_Australia/21/2015|EPI_ISL_206150|A_/_H3N2,0.558304,1.732980,1.174676
EPI746392|HA|A/Brisbane/174/2015|EPI_ISL_219025|A_/_H3N2,0.556537,1.712965,1.156428
EPI679237|HA|A/England/54480152/2015|EPI_ISL_203380|A_/_H1N1,0.007067,0.007073,0.000006
EPI875186|HA|A/England/55341145/2015|EPI_ISL_240948|A_/_H1N1,0.008834,0.008833,-0.000001
EPI875242|HA|A/England/461/2015|EPI_ISL_240955|A_/_H1N1,0.012367,0.012445,0.000078
EPI625636|HA|A/Dnipropetrovsk/439/2015|EPI_ISL_192067|A_/_H1N1,0.008834,0.008832,-0.000002
