Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI536470|HA|A/YAMAGATA/104/2014|EPI_ISL_164290|A_/_H3N2,0.000000,0.000001,0.000001
EPI536482|HA|A/NARA/38/2014|EPI_ISL_164296|A_/_H3N2,0.010601,0.010622,0.000022
EPI540125|HA|A/SAPPORO/117/2014|EPI_ISL_165765|A_/_H3N2,0.012367,0.012389,0.000022
EPI541955|HA|A/Laos/O034/2014|EPI_ISL_166391|A_/_H3N2,0.012367,0.012467,0.000100
EPI557631|HA|A/TOKYO/41724/2014|EPI_ISL_170446|A_/_H3N2,0.012367,0.012498,0.000131
EPI564758|HA|A/Vietnam/630/2014|EPI_ISL_172604|A_/_H3N2,0.017668,0.017780,0.000112
EPI684843|HA|A/Thailand/CU-B10345/2014|EPI_ISL_205386|A_/_H3N2,0.022968,0.023313,0.000345
EPI684853|HA|A/Thailand/CU-B10828/2014|EPI_ISL_205389|A_/_H3N2,0.014134,0.014221,0.000086
EPI684838|HA|A/Thailand/CU-CB166/2014|EPI_ISL_205392|A_/_H3N2,0.049470,0.053153,0.003683
EPI684840|HA|A/Thailand/CU-B10283/2014|EPI_ISL_205447|A_/_H3N2,0.015901,0.016085,0.000184
EPI684844|HA|A/Thailand/CU-B10421/2014|EPI_ISL_205448|A_/_H3N2,0.010601,0.010615,0.000015
EPI689419|HA|A/Kumamoto/DS-182v/2014|EPI_ISL_206278|A_/_H3N2,0.010601,0.010636,0.000035
EPI689442|HA|A/Fukuoka/DS-524/2014|EPI_ISL_206301|A_/_H3N2,0.010601,0.010712,0.000111
EPI748168|HA|A/Singapore/GP1523/2014|EPI_ISL_219296|A_/_H3N2,0.019435,0.019606,0.000171
EPI629996|HA|A/Vietnam/2/2014|EPI_ISL_192828|A_/_H3N2,0.015901,0.015982,0.000081
EPI806276|HA|A/Kanagawa/JP-2/2014|EPI_ISL_229119|A_/_H3N2,0.024735,0.025177,0.000442
EPI806284|HA|A/Hyogo/JP-115/2014|EPI_ISL_229127|A_/_H3N2,0.021201,0.021500,0.000299
EPI806288|HA|A/Fukuoka/DS-47/2014|EPI_ISL_229131|A_/_H3N2,0.022968,0.023445,0.000477
EPI806292|HA|A/Gunma/DS-126/2014|EPI_ISL_229135|A_/_H3N2,0.026502,0.027096,0.000595
EPI806290|HA|A/Fukuoka/DS-84/2014|EPI_ISL_229133|A_/_H3N2,0.030035,0.030899,0.000863
EPI536416|HA|A/Ukraine/86/2014|EPI_ISL_164264|A_/_H3N2,0.012367,0.012438,0.000071
EPI537717|HA|A/Palau/6720/2014|EPI_ISL_164632|A_/_H3N2,0.014134,0.014181,0.000047
EPI539691|HA|A/Tasmania/11/2014|EPI_ISL_165591|A_/_H3N2,0.014134,0.014241,0.000106
EPI551752|HA|A/VICTORIA/1012/2014|EPI_ISL_168936|A_/_H3N2,0.019435,0.019552,0.000117
EPI536847|HA|A/Ukraine/183/2014|EPI_ISL_164375|A_/_H1N1,0.566787,1.571293,1.004506
EPI677813|HA|A/England/40800135/2014|EPI_ISL_202969|A_/_H1N1,0.566787,1.575706,1.008919
EPI677893|HA|A/England/41420347/2014|EPI_ISL_202979|A_/_H1N1,0.563177,1.564807,1.001630
EPI712166|HA|A/England/354/2014|EPI_ISL_212270|A_/_H1N1,0.563177,1.568826,1.005650
EPI504743|HA|A/Stockholm/3/2014|EPI_ISL_155656|A_/_H1N1,0.563177,1.556930,0.993753
