Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4569411|HA|A/Nakhon_Phanom/P1846/2025|EPI_ISL_20087282|A_/_H3N2,0.010601,0.010775,0.000174
EPI4569451|HA|A/Bangkok/P1892/2025|EPI_ISL_20087287|A_/_H3N2,0.012367,0.012666,0.000299
EPI4569339|HA|A/Nakhon_Phanom/P1767/2025|EPI_ISL_20087273|A_/_H3N2,0.010601,0.010605,0.000004
EPI4467231|HA|A/YAMAGATA/98/2025|EPI_ISL_20054881|A_/_H3N2,0.008834,0.008841,0.000007
EPI4467199|HA|A/GUNMA/397/2025|EPI_ISL_20054877|A_/_H3N2,0.010601,0.010589,-0.000012
EPI4570392|HA|A/Laos/00819-3122/2025|EPI_ISL_20087471|A_/_H3N2,0.012367,0.012418,0.000050
EPI4245779|HA|A/Vietnam/FP425102/2025|EPI_ISL_19826074|A_/_H3N2,0.010601,0.010576,-0.000025
EPI4156919|HA|A/Nakhon_Phanom/F659/2025|EPI_ISL_19794733|A_/_H3N2,0.010601,0.010784,0.000183
EPI4155435|HA|A/Busan/461/2025|EPI_ISL_19794442|A_/_H3N2,0.010601,0.010547,-0.000054
EPI4156688|HA|A/Ulsan/334/2025|EPI_ISL_19794599|A_/_H3N2,0.010601,0.010562,-0.000039
EPI4156520|HA|A/Jeju/419/2025|EPI_ISL_19794578|A_/_H3N2,0.008834,0.008817,-0.000017
EPI4579624|HA|A/Nakhon_Phanom/P2091/2025|EPI_ISL_20090640|A_/_H3N2,0.008834,0.008795,-0.000039
EPI4470709|HA|A/Oman/CPHL_7252121/2025|EPI_ISL_20058106|A_/_H3N2,0.010601,0.010611,0.000010
EPI4470393|HA|A/Oman/CPHL_7251116/2025|EPI_ISL_20058064|A_/_H3N2,0.017668,0.018192,0.000524
EPI4582653|HA|A/Singapore/MAH0260/2025|EPI_ISL_20091123|A_/_H3N2,0.012367,0.012367,-0.000001
EPI4667606|HA|A/Maldives/1301/2025|EPI_ISL_20159078|A_/_H3N2,0.008834,0.008796,-0.000038
EPI4423073|HA|A/ABUDHABI/UAE/0004145/2025|EPI_ISL_19899658|A_/_H3N2,0.008834,0.008809,-0.000025
EPI4423026|HA|A/ABUDHABI/UAE/0003943/2025|EPI_ISL_19899652|A_/_H3N2,0.012367,0.012402,0.000034
EPI4422745|HA|A/ABUDHABI/UAE/0004811/2025|EPI_ISL_19899616|A_/_H3N2,0.019435,0.019508,0.000074
EPI4422563|HA|A/ABUDHABI/UAE/0004807/2025|EPI_ISL_19899593|A_/_H3N2,0.010601,0.010531,-0.000070
EPI4422533|HA|A/ABUDHABI/UAE/0004161/2025|EPI_ISL_19899589|A_/_H3N2,0.012367,0.012408,0.000040
EPI4592181|HA|A/NIIGATA-C/25144/2025|EPI_ISL_20097267|A_/_H3N2,0.012367,0.012387,0.000020
EPI4594611|HA|A/ABUDHABI/UAE/0013784/2025|EPI_ISL_20098101|A_/_H3N2,0.008834,0.008780,-0.000054
EPI4672093|HA|A/Nepal/S2163/2025|EPI_ISL_20164546|A_/_H3N2,0.015901,0.016014,0.000113
EPI4191363|HA|A/Bangkok/F1046/2025|EPI_ISL_19806054|A_/_H3N2,0.008834,0.008790,-0.000044
EPI4434984|HA|A/ABUDHABI/UAE/0001511/2025|EPI_ISL_19904892|A_/_H3N2,0.012367,0.012378,0.000011
EPI4435269|HA|A/ABUDHABI/UAE/0003162/2025|EPI_ISL_19904945|A_/_H3N2,0.008834,0.008773,-0.000061
EPI4435431|HA|A/ABUDHABI/UAE/0005127/2025|EPI_ISL_19904968|A_/_H3N2,0.015901,0.016035,0.000134
EPI4358173|HA|A/Laos/00819-3001/2025|EPI_ISL_19871777|A_/_H3N2,0.014414,0.014547,0.000133
EPI4358117|HA|A/Laos/00819-2987/2025|EPI_ISL_19871770|A_/_H3N2,0.018018,0.018366,0.000348
EPI4435979|HA|A/ABUDHABI/UAE/0021340/2025|EPI_ISL_19905112|A_/_H3N2,0.008834,0.008811,-0.000023
EPI4436424|HA|A/ABUDHABI/UAE/0022701/2025|EPI_ISL_19905170|A_/_H3N2,0.010601,0.010580,-0.000020
EPI4600644|HA|A/Vietnam/5012/2025|EPI_ISL_20103021|A_/_H3N2,0.014134,0.014084,-0.000050
