Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2082985|HA|A/Myanmar/21M017/2021|EPI_ISL_13631686|A_/_H3N2,0.000000,0.000001,0.000001
EPI1924397|HA|A/Singapore/INFKK0002/2021|EPI_ISL_5933270|A_/_H3N2,0.017668,0.017804,0.000136
EPI1924389|HA|A/Thailand/4/2021|EPI_ISL_5933269|A_/_H3N2,0.022968,0.023334,0.000366
EPI1888048|HA|A/Philippines/1/2021|EPI_ISL_3836431|A_/_H3N2,0.044170,0.045870,0.001700
EPI2069098|HA|A/Saudi_Arabia/22-23/2021|EPI_ISL_13339914|A_/_H3N2,0.010601,0.010542,-0.000059
EPI2069106|HA|A/Saudi_Arabia/44642/2021|EPI_ISL_13339918|A_/_H3N2,0.012367,0.012330,-0.000038
EPI1843602|HA|A/AbuDhabi/01/2021|EPI_ISL_956319|A_/_H3N2,0.014134,0.014180,0.000046
EPI1967925|HA|A/Pakistan/ICT14/2021|EPI_ISL_9346128|A_/_H3N2,0.021201,0.021492,0.000290
EPI1925481|HA|A/Qatar/24-VI-21-3752470/2021|EPI_ISL_6075484|A_/_H3N2,0.019435,0.019657,0.000222
EPI2024254|HA|A/Qatar/10-VI-21-4396149/2021|EPI_ISL_12240190|A_/_H3N2,0.010601,0.010555,-0.000046
EPI1889181|HA|A/Philippines/6/2021|EPI_ISL_3950048|A_/_H3N2,0.060071,0.063905,0.003834
EPI1889178|HA|A/Philippines/8/2021|EPI_ISL_3950047|A_/_H3N2,0.044170,0.045757,0.001587
EPI2044679|HA|A/Nur-Sultan/343/2021|EPI_ISL_12869830|A_/_H3N2,0.017668,0.017729,0.000061
EPI2194981|HA|A/Maldives/758/2021|EPI_ISL_15394467|A_/_H3N2,0.010601,0.010531,-0.000069
EPI1947371|HA|A/Seeb/72126898/2021|EPI_ISL_7992165|A_/_H3N2,0.014134,0.014155,0.000021
EPI1947373|HA|A/Zghorta.LBN/7493/2021|EPI_ISL_7992166|A_/_H3N2,0.017668,0.017741,0.000074
EPI2047029|HA|A/Kazakhstan/582/2021|EPI_ISL_12942452|A_/_H3N2,0.014134,0.014232,0.000097
EPI1937577|HA|A/Andalucia/9561/2021|EPI_ISL_6917670|A_/_H3N2,0.021201,0.021424,0.000222
EPI1887976|HA|A/Stockholm/7/2021|EPI_ISL_3797777|A_/_H3N2,0.035336,0.036367,0.001032
EPI1924447|HA|A/Newcastle/1/2021|EPI_ISL_5933276|A_/_H3N2,0.058304,0.061932,0.003628
EPI1859990|HA|A/Darwin/1/2021|EPI_ISL_2233237|A_/_H3N2,0.028269,0.028950,0.000681
EPI1883377|HA|A/Timor-Leste/33/2021|EPI_ISL_3101063|A_/_H3N2,0.025135,0.025584,0.000449
EPI1962229|HA|A/Murcia/10211/2021|EPI_ISL_8896338|A_/_H1N1,0.551237,1.503198,0.951961
