Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI842634|HA|A/Thailand/FLU_PMKA1835/2012|EPI_ISL_235288|A_/_H3N2,0.000000,0.000001,0.000001
EPI684777|HA|A/Thailand/CU-H3368/2012|EPI_ISL_205362|A_/_H3N2,0.021201,0.021385,0.000184
EPI530828|HA|A/Lebanon/11L018/2012|EPI_ISL_140703|A_/_H3N2,0.028269,0.029048,0.000779
EPI691463|HA|A/Kanagawa/09-209v/2012|EPI_ISL_206637|A_/_H3N2,0.022968,0.023250,0.000282
EPI691475|HA|A/Chiba/33-178v/2012|EPI_ISL_206649|A_/_H3N2,0.028269,0.028764,0.000495
EPI2380580|HA|A/Manila/AFPA-00202/2012|EPI_ISL_16854189|A_/_H3N2,0.021201,0.021331,0.000129
EPI2120416|HA|A/Philippines/22/2012|EPI_ISL_14284851|A_/_H3N2,0.019435,0.019526,0.000091
EPI426125|HA|A/Galicia/RR9911/2012|EPI_ISL_136408|A_/_H3N2,0.030035,0.030588,0.000553
EPI407616|HA|A/Guam/3057/2012|EPI_ISL_132805|A_/_H3N2,0.024735,0.024995,0.000260
EPI434580|HA|A/VICTORIA/87/2012|EPI_ISL_137756|A_/_H3N2,0.028269,0.028681,0.000412
EPI447135|HA|A/Micronesia/6689/2012|EPI_ISL_140984|A_/_H3N2,0.030035,0.030870,0.000835
EPI1125623|HA|A/Victoria/3/2012|EPI_ISL_288811|A_/_H3N2,0.019435,0.019537,0.000103
EPI629923|HA|A/Victoria/187/2012|EPI_ISL_192794|A_/_H3N2,0.028269,0.028664,0.000396
EPI394188|HA|A/WELLINGTON/5/2012|EPI_ISL_128656|A_/_H3N2,0.028269,0.028965,0.000696
EPI404895|HA|A/Stockholm/34/2012|EPI_ISL_131802|A_/_H1N1,0.554174,1.448672,0.894498
EPI405082|HA|A/Stockholm/42/2012|EPI_ISL_131859|A_/_H1N1,0.554174,1.439068,0.884894
EPI407293|HA|A/Scotland/124640797/2012|EPI_ISL_132666|A_/_H1N1,0.552398,1.438427,0.886030
EPI418377|HA|A/Stockholm/44/2012|EPI_ISL_134872|A_/_H1N1,0.554174,1.454440,0.900266
EPI418830|HA|A/Stockholm/50/2012|EPI_ISL_134938|A_/_H1N1,0.554174,1.457617,0.903442
EPI379995|HA|A/Stockholm/25/2012|EPI_ISL_122761|A_/_H1N1,0.550622,1.432571,0.881949
EPI383002|HA|A/Boras/1/2012|EPI_ISL_123787|A_/_H1N1,0.554174,1.436384,0.882210
EPI397599|HA|A/Stockholm/16/2012|EPI_ISL_129669|A_/_H1N1,0.550622,1.430042,0.879420
