Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI536470|HA|A/YAMAGATA/104/2014|EPI_ISL_164290|A_/_H3N2,0.003534,0.003518,-0.000015
EPI536482|HA|A/NARA/38/2014|EPI_ISL_164296|A_/_H3N2,0.010601,0.010620,0.000020
EPI540125|HA|A/SAPPORO/117/2014|EPI_ISL_165765|A_/_H3N2,0.008834,0.008830,-0.000004
EPI541955|HA|A/Laos/O034/2014|EPI_ISL_166391|A_/_H3N2,0.012367,0.012465,0.000098
EPI557631|HA|A/TOKYO/41724/2014|EPI_ISL_170446|A_/_H3N2,0.012367,0.012496,0.000129
EPI564758|HA|A/Vietnam/630/2014|EPI_ISL_172604|A_/_H3N2,0.014134,0.014192,0.000058
EPI684843|HA|A/Thailand/CU-B10345/2014|EPI_ISL_205386|A_/_H3N2,0.019435,0.019682,0.000247
EPI684853|HA|A/Thailand/CU-B10828/2014|EPI_ISL_205389|A_/_H3N2,0.010601,0.010642,0.000041
EPI684838|HA|A/Thailand/CU-CB166/2014|EPI_ISL_205392|A_/_H3N2,0.045936,0.049252,0.003315
EPI684840|HA|A/Thailand/CU-B10283/2014|EPI_ISL_205447|A_/_H3N2,0.012367,0.012482,0.000115
EPI684844|HA|A/Thailand/CU-B10421/2014|EPI_ISL_205448|A_/_H3N2,0.010601,0.010630,0.000029
EPI689419|HA|A/Kumamoto/DS-182v/2014|EPI_ISL_206278|A_/_H3N2,0.014134,0.014231,0.000096
EPI689442|HA|A/Fukuoka/DS-524/2014|EPI_ISL_206301|A_/_H3N2,0.014134,0.014332,0.000198
EPI748168|HA|A/Singapore/GP1523/2014|EPI_ISL_219296|A_/_H3N2,0.019435,0.019603,0.000168
EPI629996|HA|A/Vietnam/2/2014|EPI_ISL_192828|A_/_H3N2,0.012367,0.012403,0.000035
EPI806276|HA|A/Kanagawa/JP-2/2014|EPI_ISL_229119|A_/_H3N2,0.024735,0.025213,0.000478
EPI806284|HA|A/Hyogo/JP-115/2014|EPI_ISL_229127|A_/_H3N2,0.021201,0.021531,0.000329
EPI806288|HA|A/Fukuoka/DS-47/2014|EPI_ISL_229131|A_/_H3N2,0.022968,0.023478,0.000510
EPI806292|HA|A/Gunma/DS-126/2014|EPI_ISL_229135|A_/_H3N2,0.026502,0.027135,0.000633
EPI806290|HA|A/Fukuoka/DS-84/2014|EPI_ISL_229133|A_/_H3N2,0.030035,0.030943,0.000907
EPI536416|HA|A/Ukraine/86/2014|EPI_ISL_164264|A_/_H3N2,0.012367,0.012436,0.000069
EPI537717|HA|A/Palau/6720/2014|EPI_ISL_164632|A_/_H3N2,0.012367,0.012400,0.000033
EPI539691|HA|A/Tasmania/11/2014|EPI_ISL_165591|A_/_H3N2,0.012367,0.012452,0.000085
EPI551752|HA|A/VICTORIA/1012/2014|EPI_ISL_168936|A_/_H3N2,0.019435,0.019548,0.000114
EPI536847|HA|A/Ukraine/183/2014|EPI_ISL_164375|A_/_H1N1,0.553004,1.499444,0.946440
EPI677813|HA|A/England/40800135/2014|EPI_ISL_202969|A_/_H1N1,0.553004,1.503680,0.950677
EPI677893|HA|A/England/41420347/2014|EPI_ISL_202979|A_/_H1N1,0.549470,1.493435,0.943965
EPI712166|HA|A/England/354/2014|EPI_ISL_212270|A_/_H1N1,0.549470,1.497259,0.947789
EPI504743|HA|A/Stockholm/3/2014|EPI_ISL_155656|A_/_H1N1,0.553004,1.499362,0.946359
