Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2903733|HA|A/Gyeongnam/2207/2023|EPI_ISL_18744126|A_/_H3N2,0.017668,0.018022,0.000354
EPI3786787|HA|A/ABUDHABI/UAE/0014000/2023|EPI_ISL_19661761|A_/_H3N2,0.014134,0.014377,0.000243
EPI2821770|HA|A/Qatar/34-VI-23-0101724/2023|EPI_ISL_18613508|A_/_H3N2,0.019435,0.019817,0.000383
EPI2821333|HA|A/Qatar/32-VI-23-0092359/2023|EPI_ISL_18613438|A_/_H3N2,0.015901,0.016092,0.000191
EPI2821297|HA|A/Qatar/23-VI-23-0106322/2023|EPI_ISL_18613433|A_/_H3N2,0.024735,0.025403,0.000668
EPI2510100|HA|A/Japan/14149/2023|EPI_ISL_17467393|A_/_H3N2,0.022968,0.023974,0.001006
EPI3006772|HA|A/Philippines/89/2023|EPI_ISL_18876522|A_/_H3N2,0.014134,0.014362,0.000228
EPI2665047|HA|A/NAGANO-C/14/2023|EPI_ISL_18058897|A_/_H3N2,0.026502,0.027622,0.001120
EPI2630354|HA|A/NAGANO-C/11/2023|EPI_ISL_17995538|A_/_H3N2,0.031802,0.033418,0.001615
EPI2681801|HA|A/Bangkok/P2255/2023|EPI_ISL_18093943|A_/_H3N2,0.014134,0.014384,0.000249
EPI2924520|HA|A/Turkey/GIHSN_Ankara/140111_950/2023|EPI_ISL_18784523|A_/_H3N2,0.035336,0.037314,0.001978
EPI2647229|HA|A/NARA/11/2023|EPI_ISL_18030667|A_/_H3N2,0.021201,0.021827,0.000626
EPI2925824|HA|A/Bangkok/377/2023|EPI_ISL_18784778|A_/_H3N2,0.015901,0.016174,0.000273
EPI2926244|HA|A/Ajman/17380/2023|EPI_ISL_18785759|A_/_H3N2,0.019435,0.019709,0.000275
EPI4432142|HA|A/ABUDHABI/UAE/0015760/2023|EPI_ISL_19901806|A_/_H3N2,0.015901,0.016218,0.000317
EPI2735160|HA|A/Seoul/917/2023|EPI_ISL_18231838|A_/_H3N2,0.014134,0.014441,0.000307
EPI2767405|HA|A/FUKUSHIMA/54/2023|EPI_ISL_18366335|A_/_H3N2,0.026502,0.027555,0.001053
EPI3456494|HA|A/Singapore/TT0344/2023|EPI_ISL_19283534|A_/_H3N2,0.014134,0.014398,0.000264
EPI3456557|HA|A/Singapore/TT0564/2023|EPI_ISL_19283542|A_/_H3N2,0.015901,0.016254,0.000353
EPI2874637|HA|A/Pakistan/AHF-NIH/ICT/010/2023|EPI_ISL_18699132|A_/_H3N2,0.019435,0.019763,0.000328
EPI2963697|HA|A/Singapore/GP10675/2023|EPI_ISL_18831300|A_/_H3N2,0.015901,0.016234,0.000333
EPI2737526|HA|A/Sri_Lanka/31/2023|EPI_ISL_18242215|A_/_H3N2,0.014134,0.014375,0.000241
EPI4637291|HA|A/Bangkok/002/2023|EPI_ISL_20144611|A_/_H3N2,0.017668,0.018054,0.000386
EPI2800701|HA|A/Chiang_Rai/P4803/2023|EPI_ISL_18539977|A_/_H3N2,0.017668,0.018026,0.000358
EPI2691380|HA|A/Nepal/427/2023|EPI_ISL_18118613|A_/_H3N2,0.014134,0.014391,0.000256
EPI2691404|HA|A/Nepal/430/2023|EPI_ISL_18118618|A_/_H3N2,0.014134,0.014401,0.000267
EPI3112910|HA|A/Madrid/HRYC-72348174/2023|EPI_ISL_18980521|A_/_H3N2,0.015873,0.016165,0.000292
EPI3665219|HA|A/Galicia/33341960/2023|EPI_ISL_19573237|A_/_H3N2,0.044170,0.047031,0.002861
EPI2541035|HA|A/Sweden/14/2023|EPI_ISL_17606898|A_/_H3N2,0.028269,0.029511,0.001242
EPI2541043|HA|A/Sweden/15/2023|EPI_ISL_17606899|A_/_H3N2,0.024735,0.025720,0.000985
EPI2616634|HA|A/Catalonia/NSVH171605044/2023|EPI_ISL_17974205|A_/_H3N2,0.017668,0.018004,0.000336
EPI3669419|HA|A/Galicia/28220935/2023|EPI_ISL_19586445|A_/_H3N2,0.035336,0.037381,0.002045
EPI2538942|HA|A/England/230720061/2023|EPI_ISL_17592652|A_/_H3N2,0.028269,0.029529,0.001261
EPI2967120|HA|A/Spain/GA-HULA-615037/2023|EPI_ISL_18838698|A_/_H3N2,0.049470,0.053249,0.003780
EPI2692749|HA|A/Canarias/1843/2023|EPI_ISL_18118770|A_/_H3N2,0.021201,0.021988,0.000787
EPI3007096|HA|A/Canberra/464/2023|EPI_ISL_18876646|A_/_H3N2,0.019435,0.019746,0.000311
EPI2790185|HA|A/Sydney/316/2023|EPI_ISL_18485010|A_/_H3N2,0.017668,0.018047,0.000379
EPI3158210|HA|A/Victoria/3058/2023|EPI_ISL_19012946|A_/_H3N2,0.022968,0.023589,0.000621
EPI2686146|HA|A/Brisbane/377/2023|EPI_ISL_18100549|A_/_H3N2,0.014134,0.014364,0.000230
EPI2642919|HA|A/Wellington/06/2023|EPI_ISL_18013032|A_/_H3N2,0.014134,0.014335,0.000201
EPI2898745|HA|A/Brisbane/502/2023|EPI_ISL_18740015|A_/_H3N2,0.014134,0.014408,0.000274
EPI2920320|HA|A/Galicia/21422332677/2023|EPI_ISL_18776469|A_/_H1N1,0.542403,1.521739,0.979336
EPI2920493|HA|A/Galicia/21452225735/2023|EPI_ISL_18776508|A_/_H1N1,0.545936,1.534564,0.988628
EPI2920509|HA|A/Galicia/21452225742/2023|EPI_ISL_18776514|A_/_H1N1,0.545936,1.543943,0.998006
EPI2611687|HA|A/Murcia/1652/2023|EPI_ISL_17958353|A_/_H1N1,0.542403,1.519304,0.976901
EPI3080776|HA|A/ComunidadValenciana/240275/2023|EPI_ISL_18942880|A_/_H1N1,0.540636,1.524238,0.983602
EPI2398662|HA|A/Baleares/74/2023|EPI_ISL_16913871|A_/_H1N1,0.542403,1.525892,0.983489
EPI3447272|HA|A/Galicia/SCQ/318602/2023|EPI_ISL_19273341|A_/_H1N1,0.544170,1.510573,0.966403
