Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI3476662|HA|A/Philippines/ILI24-1272/2024|EPI_ISL_19300813|A_/_H3N2,0.008834,0.008781,-0.000053
EPI3954964|HA|A/Laos/2825/2024|EPI_ISL_19727510|A_/_H3N2,0.012367,0.012349,-0.000018
EPI3007297|HA|A/Sri_Lanka/38/2024|EPI_ISL_18876716|A_/_H3N2,0.008834,0.008787,-0.000047
EPI3957290|HA|A/KOBE/24328/2024|EPI_ISL_19729250|A_/_H3N2,0.008834,0.008799,-0.000035
EPI3611454|HA|A/Phra_Nakhon_Si_Ayutthaya/B409/2024|EPI_ISL_19500366|A_/_H3N2,0.008834,0.008796,-0.000038
EPI4409312|HA|A/Malaysia/MKAI_CL43218/2024|EPI_ISL_19893417|A_/_H3N2,0.008834,0.008812,-0.000022
EPI3736128|HA|A/Oman/CPHL_7248732/2024|EPI_ISL_19631336|A_/_H3N2,0.012367,0.012394,0.000027
EPI3739244|HA|A/Daejeon/3779/2024|EPI_ISL_19632813|A_/_H3N2,0.008834,0.008785,-0.000049
EPI3662892|HA|A/Philippines/OBI24-0018/2024|EPI_ISL_19567669|A_/_H3N2,0.008834,0.008783,-0.000051
EPI3389082|HA|A/Abu_Dhabi/8914/2024|EPI_ISL_19208703|A_/_H3N2,0.010601,0.010597,-0.000004
EPI3794940|HA|A/Philippines/1597/2024|EPI_ISL_19668077|A_/_H3N2,0.008834,0.008790,-0.000044
EPI3616358|HA|A/YOKOHAMA/31/2024|EPI_ISL_19504976|A_/_H3N2,0.008834,0.008790,-0.000044
EPI3637488|HA|A/Malaysia/MKAI/CL37898/2024|EPI_ISL_19539819|A_/_H3N2,0.008834,0.008758,-0.000076
EPI2958566|HA|A/Bangkok/P212/2024|EPI_ISL_18819751|A_/_H3N2,0.010601,0.010539,-0.000062
EPI3249927|HA|A/Malaysia/IMR-SARI0356/2024|EPI_ISL_19084229|A_/_H3N2,0.010791,0.010827,0.000036
EPI3750151|HA|A/Seoul/4069/2024|EPI_ISL_19642622|A_/_H3N2,0.008834,0.008779,-0.000055
EPI3456835|HA|A/Singapore/KK0210/2024|EPI_ISL_19283579|A_/_H3N2,0.008834,0.008936,0.000102
EPI3456819|HA|A/Singapore/KK0151/2024|EPI_ISL_19283577|A_/_H3N2,0.010601,0.010587,-0.000014
EPI3899532|HA|A/ABUDHABI/UAE/0012976/2024|EPI_ISL_19709691|A_/_H3N2,0.008834,0.008785,-0.000049
EPI4372560|HA|A/Myanmar/I264/2024|EPI_ISL_19874533|A_/_H3N2,0.001764,0.001742,-0.000022
EPI3904018|HA|A/ABUDHABI/UAE/0017838/2024|EPI_ISL_19711823|A_/_H3N2,0.008834,0.008812,-0.000022
EPI3904417|HA|A/ABUDHABI/UAE/0020453/2024|EPI_ISL_19711873|A_/_H3N2,0.008834,0.008758,-0.000076
EPI3558087|HA|A/TOKYO/EIS10-294/2024|EPI_ISL_19417565|A_/_H3N2,0.008834,0.008772,-0.000062
EPI3558031|HA|A/TOKYO/EIS10-210/2024|EPI_ISL_19417558|A_/_H3N2,0.008834,0.008778,-0.000056
EPI4379883|HA|A/Malaysia/MKAI_CL47914/2024|EPI_ISL_19878697|A_/_H3N2,0.008834,0.008793,-0.000041
EPI3913255|HA|A/Singapore/GP14277/2024|EPI_ISL_19715098|A_/_H3N2,0.008834,0.008801,-0.000033
EPI4387603|HA|A/Riyadh/45/2024|EPI_ISL_19881899|A_/_H3N2,0.021201,0.021446,0.000244
EPI3844439|HA|A/Malaysia/TIDREC_KLA-AUFI286/2024|EPI_ISL_19689145|A_/_H3N2,0.008834,0.008815,-0.000019
EPI3475352|HA|A/Singapore/TT0237/2024|EPI_ISL_19299278|A_/_H3N2,0.015901,0.015860,-0.000041
EPI3476488|HA|A/Singapore/KK1119/2024|EPI_ISL_19300350|A_/_H3N2,0.012367,0.012404,0.000036
EPI3866763|HA|A/Switzerland/UN-SNRCI-HUG-46747581/2024|EPI_ISL_19698113|A_/_H3N2,0.008834,0.008781,-0.000053
EPI3790919|HA|A/England/0100130/2024|EPI_ISL_19667487|A_/_H3N2,0.008834,0.008800,-0.000034
EPI3751097|HA|A/Switzerland/59652/2024|EPI_ISL_19643984|A_/_H3N2,0.012367,0.012343,-0.000024
EPI3726461|HA|A/Galicia/33348842/2024|EPI_ISL_19615419|A_/_H3N2,0.051237,0.053692,0.002455
EPI3726478|HA|A/Galicia/22347908/2024|EPI_ISL_19615421|A_/_H3N2,0.054770,0.057689,0.002919
EPI3726506|HA|A/Galicia/33156584/2024|EPI_ISL_19615425|A_/_H3N2,0.060071,0.063483,0.003413
EPI3726498|HA|A/Galicia/44143091/2024|EPI_ISL_19615424|A_/_H3N2,0.068905,0.073764,0.004859
EPI3258732|HA|A/England/241560836/2024|EPI_ISL_19093779|A_/_H3N2,0.008834,0.008779,-0.000055
EPI4304684|HA|A/Asturias/232461330/2024|EPI_ISL_19855166|A_/_H3N2,0.038869,0.040141,0.001271
EPI4038595|HA|A/Madrid/342425187428/2024|EPI_ISL_19756825|A_/_H3N2,0.010601,0.010552,-0.000049
