Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2304929|HA|A/Khon_Kaen/FS006/2022|EPI_ISL_16613615|A_/_H3N2,0.000000,0.000001,0.000001
EPI2304817|HA|A/Nakhon_Phanom/P4042/2022|EPI_ISL_16613601|A_/_H3N2,0.017668,0.017901,0.000233
EPI2968092|HA|A/Malaysia/IMR-RP1891/2022|EPI_ISL_18841630|A_/_H3N2,0.015901,0.016087,0.000186
EPI2292507|HA|A/Singapore/KK0221/2022|EPI_ISL_16520290|A_/_H3N2,0.022968,0.023238,0.000269
EPI2292195|HA|A/Singapore/NUH0048/2022|EPI_ISL_16520250|A_/_H3N2,0.015901,0.016040,0.000139
EPI2291971|HA|A/Singapore/KK719/2022|EPI_ISL_16520222|A_/_H3N2,0.017668,0.017793,0.000125
EPI2196839|HA|A/Nakhon_Phanom/NIC-P2268/2022|EPI_ISL_15504808|A_/_H3N2,0.015901,0.016035,0.000134
EPI2681917|HA|A/ABUDHABI/UAE/0007455/2022|EPI_ISL_18094062|A_/_H3N2,0.010601,0.010616,0.000015
EPI2922626|HA|A/ABUDHABI/UAE/0009087/2022|EPI_ISL_18781851|A_/_H3N2,0.010601,0.010547,-0.000054
EPI2002112|HA|A/GIHSN/Turkey/Ankara/14015_877/2022|EPI_ISL_11442783|A_/_H3N2,0.030035,0.031199,0.001164
EPI2162456|HA|A/OKINAWA/185/2022|EPI_ISL_14883652|A_/_H3N2,0.017668,0.017810,0.000142
EPI2092205|HA|A/Qatar/16-VI-22-1446249/2022|EPI_ISL_13837766|A_/_H3N2,0.042403,0.044523,0.002121
EPI2228996|HA|A/Ayutthaya/NIC-P3046/2022|EPI_ISL_15937214|A_/_H3N2,0.024735,0.025016,0.000281
EPI2200296|HA|A/Ayutthaya/NIC-P3601/2022|EPI_ISL_15610787|A_/_H3N2,0.028269,0.028930,0.000661
EPI2128567|HA|A/Malaysia/RP0683/2022|EPI_ISL_14467541|A_/_H3N2,0.015901,0.016044,0.000143
EPI2640203|HA|A/ABUDHABI/UAE/0007086/2022|EPI_ISL_18010543|A_/_H3N2,0.014134,0.014092,-0.000042
EPI2384251|HA|A/Philippines/39/2022|EPI_ISL_16864433|A_/_H3N2,0.015901,0.016017,0.000116
EPI2964194|HA|A/Malaysia/IMR-RP1882/2022|EPI_ISL_18831422|A_/_H3N2,0.017668,0.017814,0.000146
EPI2084976|HA|A/Singapore/NUH0004/2022|EPI_ISL_13655509|A_/_H3N2,0.024735,0.025113,0.000378
EPI2626431|HA|A/ABUDHABI/UAE/0005063/2022|EPI_ISL_17987890|A_/_H3N2,0.022968,0.023237,0.000268
EPI2920036|HA|A/United_Kingdom/UO-4ecc6d354/2022|EPI_ISL_18776066|A_/_H3N2,0.014414,0.014615,0.000201
EPI1986542|HA|A/Catalonia/NSVH198232316/2022|EPI_ISL_9995004|A_/_H3N2,0.015901,0.016110,0.000209
EPI2086584|HA|A/England/221240312/2022|EPI_ISL_13699538|A_/_H3N2,0.019435,0.019759,0.000324
EPI2010496|HA|A/Catalonia/NSVH198237908/2022|EPI_ISL_11767037|A_/_H3N2,0.022968,0.023266,0.000297
EPI1995519|HA|A/England/220500244/2022|EPI_ISL_11112324|A_/_H3N2,0.037102,0.038829,0.001726
EPI2209206|HA|A/Catalonia/NSVH198258104/2022|EPI_ISL_15701461|A_/_H3N2,0.022968,0.023407,0.000439
EPI2187745|HA|A/Catalonia/NSVH151194567/2022|EPI_ISL_15210604|A_/_H3N2,0.010601,0.010552,-0.000049
EPI2087715|HA|A/Switzerland/18559/2022|EPI_ISL_13704425|A_/_H3N2,0.022968,0.023377,0.000409
EPI2121721|HA|A/Switzerland/59176/2022|EPI_ISL_14328729|A_/_H3N2,0.021201,0.021516,0.000315
EPI2468800|HA|A/England/225141157/2022|EPI_ISL_17246631|A_/_H3N2,0.021201,0.021521,0.000319
EPI2394021|HA|A/England/225180496/2022|EPI_ISL_16886749|A_/_H3N2,0.010601,0.010609,0.000008
EPI2100608|HA|A/Kyiv/58/2022|EPI_ISL_13970481|A_/_H3N2,0.022968,0.023325,0.000357
EPI2195789|HA|A/CastillaLaMancha/3200/2022|EPI_ISL_15446987|A_/_H3N2,0.019435,0.019921,0.000486
EPI2195741|HA|A/CastillaLaMancha/2835/2022|EPI_ISL_15446917|A_/_H3N2,0.022968,0.023528,0.000560
EPI2932434|HA|A/Soria/209/2022|EPI_ISL_18789413|A_/_H3N2,0.022968,0.023401,0.000433
EPI2264370|HA|A/Cardiff/0953/2022|EPI_ISL_16299956|A_/_H3N2,0.010601,0.010611,0.000010
EPI2091761|HA|A/United_Kingdom/13214/2022|EPI_ISL_13812822|A_/_H3N2,0.022968,0.023367,0.000399
EPI2011903|HA|A/CastillaLaMancha/1245/2022|EPI_ISL_11814252|A_/_H3N2,0.022968,0.023315,0.000347
EPI2240843|HA|A/Catalonia/NSVH170116930/2022|EPI_ISL_16075749|A_/_H3N2,0.022968,0.023332,0.000364
EPI2640557|HA|A/England/231280380/2022|EPI_ISL_18010627|A_/_H3N2,0.014134,0.014198,0.000064
EPI2132126|HA|A/England/221900400/2022|EPI_ISL_14572229|A_/_H3N2,0.017668,0.018038,0.000371
EPI1987684|HA|A/Canarias/782/2022|EPI_ISL_10347222|A_/_H3N2,0.022968,0.023408,0.000440
EPI2323342|HA|A/Alicante/VAHNSI-GIHSN-16_2104/2022|EPI_ISL_16740083|A_/_H3N2,0.014134,0.014085,-0.000050
