Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230829|HA|A/Thailand/CU-B110/2009|EPI_ISL_66165|A_/_H3N2,0.001767,0.001752,-0.000015
EPI232585|HA|A/Nong_Khai/560/2009|EPI_ISL_66603|A_/_H3N2,0.008834,0.008839,0.000005
EPI232620|HA|A/Thailand/18/2009|EPI_ISL_66615|A_/_H3N2,0.012367,0.012417,0.000049
EPI193989|HA|A/Vietnam/N199/2009|EPI_ISL_34983|A_/_H3N2,0.014134,0.014217,0.000083
EPI241159|HA|A/Vietnam/312/2009|EPI_ISL_69329|A_/_H3N2,0.008834,0.008939,0.000105
EPI241162|HA|A/Vietnam/1769/2009|EPI_ISL_69330|A_/_H3N2,0.010601,0.010584,-0.000017
EPI241174|HA|A/Vietnam/0941/2009|EPI_ISL_69334|A_/_H3N2,0.021201,0.021438,0.000236
EPI269940|HA|A/Singapore/534/2009|EPI_ISL_76622|A_/_H3N2,0.012367,0.012426,0.000059
EPI211737|HA|A/MALAYSIA/542/2009|EPI_ISL_60921|A_/_H3N2,0.008834,0.008858,0.000024
EPI211739|HA|A/MALAYSIA/720/2009|EPI_ISL_60922|A_/_H3N2,0.017668,0.017802,0.000134
EPI186304|HA|A/Malaysia/0032/2009|EPI_ISL_32481|A_/_H3N2,0.019435,0.019607,0.000172
EPI245658|HA|A/Stockholm/15/2009|EPI_ISL_70796|A_/_H3N2,0.017668,0.017814,0.000147
EPI269927|HA|A/Perth/673/2009|EPI_ISL_76619|A_/_H3N2,0.012367,0.012451,0.000083
EPI210283|HA|A/BRISBANE/54/2009|EPI_ISL_60149|A_/_H3N2,0.019435,0.019556,0.000121
EPI173254|HA|A/Victoria/500/2009|EPI_ISL_28580|A_/_H3N2,0.022968,0.023303,0.000335
EPI1444916|HA|A/Port_Moresby/2/2009|EPI_ISL_356787|A_/_H3N2,0.008834,0.008902,0.000068
EPI2079831|HA|A/Victoria/210/2009|EPI_ISL_13531325|A_/_H3N2,0.012367,0.012481,0.000114
EPI228244|HA|A/PERTH/160/2009|EPI_ISL_65123|A_/_H3N2,0.022968,0.023256,0.000288
EPI229812|HA|A/Sweden/19/2009|EPI_ISL_65724|A_/_H1N1,0.552398,1.407267,0.854869
EPI336215|HA|A/England/1051/2009|EPI_ISL_96239|A_/_H1N1,0.554174,1.421661,0.867487
EPI336291|HA|A/England/94720002/2009|EPI_ISL_96315|A_/_H1N1,0.550622,1.410047,0.859425
EPI336354|HA|A/England/94360008/2009|EPI_ISL_96378|A_/_H1N1,0.548845,1.402874,0.854028
EPI336412|HA|A/England/94200009/2009|EPI_ISL_96436|A_/_H1N1,0.554174,1.427042,0.872868
