Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI842634|HA|A/Thailand/FLU_PMKA1835/2012|EPI_ISL_235288|A_/_H3N2,0.017668,0.017735,0.000067
EPI684777|HA|A/Thailand/CU-H3368/2012|EPI_ISL_205362|A_/_H3N2,0.007067,0.007050,-0.000017
EPI530828|HA|A/Lebanon/11L018/2012|EPI_ISL_140703|A_/_H3N2,0.021201,0.021685,0.000483
EPI691463|HA|A/Kanagawa/09-209v/2012|EPI_ISL_206637|A_/_H3N2,0.012367,0.012405,0.000038
EPI691475|HA|A/Chiba/33-178v/2012|EPI_ISL_206649|A_/_H3N2,0.021201,0.021469,0.000267
EPI2380580|HA|A/Manila/AFPA-00202/2012|EPI_ISL_16854189|A_/_H3N2,0.003534,0.003513,-0.000021
EPI2120416|HA|A/Philippines/22/2012|EPI_ISL_14284851|A_/_H3N2,0.008834,0.008795,-0.000039
EPI426125|HA|A/Galicia/RR9911/2012|EPI_ISL_136408|A_/_H3N2,0.033569,0.034186,0.000617
EPI407616|HA|A/Guam/3057/2012|EPI_ISL_132805|A_/_H3N2,0.007067,0.007056,-0.000011
EPI434580|HA|A/VICTORIA/87/2012|EPI_ISL_137756|A_/_H3N2,0.021201,0.021406,0.000205
EPI447135|HA|A/Micronesia/6689/2012|EPI_ISL_140984|A_/_H3N2,0.033569,0.034497,0.000928
EPI1125623|HA|A/Victoria/3/2012|EPI_ISL_288811|A_/_H3N2,0.008834,0.008800,-0.000034
EPI629923|HA|A/Victoria/187/2012|EPI_ISL_192794|A_/_H3N2,0.031802,0.032247,0.000445
EPI394188|HA|A/WELLINGTON/5/2012|EPI_ISL_128656|A_/_H3N2,0.031802,0.032581,0.000779
EPI404895|HA|A/Stockholm/34/2012|EPI_ISL_131802|A_/_H1N1,0.554770,1.447517,0.892747
EPI405082|HA|A/Stockholm/42/2012|EPI_ISL_131859|A_/_H1N1,0.554770,1.437995,0.883225
EPI407293|HA|A/Scotland/124640797/2012|EPI_ISL_132666|A_/_H1N1,0.553004,1.437358,0.884355
EPI418377|HA|A/Stockholm/44/2012|EPI_ISL_134872|A_/_H1N1,0.554770,1.453235,0.898465
EPI418830|HA|A/Stockholm/50/2012|EPI_ISL_134938|A_/_H1N1,0.554770,1.456381,0.901611
EPI379995|HA|A/Stockholm/25/2012|EPI_ISL_122761|A_/_H1N1,0.551237,1.431553,0.880316
EPI383002|HA|A/Boras/1/2012|EPI_ISL_123787|A_/_H1N1,0.554770,1.435332,0.880562
EPI397599|HA|A/Stockholm/16/2012|EPI_ISL_129669|A_/_H1N1,0.551237,1.429046,0.877809
