Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1899327|HA|A/Thailand/B29296/2018|EPI_ISL_4064286|A_/_H3N2,0.008834,0.008903,0.000069
EPI1899335|HA|A/Thailand/B30632/2018|EPI_ISL_4064287|A_/_H3N2,0.022968,0.023494,0.000526
EPI1478195|HA|A/GUNMA/114/2018|EPI_ISL_361864|A_/_H3N2,0.010601,0.010647,0.000046
EPI1310465|HA|A/Abu_Dhabi/014/2018|EPI_ISL_329832|A_/_H3N2,0.010601,0.010671,0.000070
EPI1482887|HA|A/Taiwan/81051/2018|EPI_ISL_362647|A_/_H3N2,0.022968,0.023592,0.000624
EPI1482879|HA|A/Taiwan/79795/2018|EPI_ISL_362646|A_/_H3N2,0.028269,0.029133,0.000865
EPI1315822|HA|A/Philippines/44/2018|EPI_ISL_330736|A_/_H3N2,0.012367,0.012532,0.000165
EPI1316661|HA|A/Maldives/1001/2018|EPI_ISL_330906|A_/_H3N2,0.007067,0.007058,-0.000009
EPI1319766|HA|A/Oman/3329/2018|EPI_ISL_331355|A_/_H3N2,0.008834,0.008871,0.000037
EPI1319800|HA|A/Saudi_Arabia/604532786/2018|EPI_ISL_331372|A_/_H3N2,0.008834,0.008845,0.000012
EPI1335535|HA|A/YOKOHAMA/112/2018|EPI_ISL_333926|A_/_H3N2,0.021201,0.021714,0.000512
EPI1335515|HA|A/KANAGAWA/85/2018|EPI_ISL_333921|A_/_H3N2,0.008834,0.008883,0.000049
EPI1336988|HA|A/Abu_Dhabi/134/2018|EPI_ISL_334156|A_/_H3N2,0.012367,0.012500,0.000133
EPI1343237|HA|A/Vietnam/190/2018|EPI_ISL_335668|A_/_H3N2,0.008834,0.008848,0.000014
EPI2047663|HA|A/Myanmar/18M66/2018|EPI_ISL_12951803|A_/_H3N2,0.007067,0.007092,0.000025
EPI1351533|HA|A/ISHIKAWA/78/2018|EPI_ISL_336967|A_/_H3N2,0.024735,0.025333,0.000598
EPI1351513|HA|A/HIROSHIMA/73/2018|EPI_ISL_336962|A_/_H3N2,0.024735,0.025391,0.000656
EPI1210250|HA|A/Kazakhstan/103/2018|EPI_ISL_305845|A_/_H3N2,0.024735,0.025466,0.000731
EPI1358998|HA|A/Philippines/48/2018|EPI_ISL_339064|A_/_H3N2,0.012367,0.012519,0.000151
EPI1804615|HA|A/Myanmar/18M090/2018|EPI_ISL_536403|A_/_H3N2,0.019435,0.019709,0.000274
EPI1365958|HA|A/Singapore/KK0699/2018|EPI_ISL_340479|A_/_H3N2,0.024735,0.025306,0.000571
EPI1369190|HA|A/Nakhonsithammarat/336/2018|EPI_ISL_341170|A_/_H3N2,0.026502,0.027192,0.000690
EPI1370427|HA|A/Chungbuk/1917/2018|EPI_ISL_341448|A_/_H3N2,0.031802,0.032857,0.001055
EPI1224383|HA|A/KANAGAWA/IC1725/2018|EPI_ISL_308930|A_/_H3N2,0.017668,0.017989,0.000321
EPI1241657|HA|A/NIIGATA-C/1/2018|EPI_ISL_311962|A_/_H3N2,0.024735,0.025382,0.000647
EPI1243337|HA|A/Ankara/110/2018|EPI_ISL_312306|A_/_H3N2,0.008834,0.008914,0.000080
EPI1550154|HA|A/Malaysia/RP4242/2018|EPI_ISL_378558|A_/_H3N2,0.028269,0.029156,0.000887
EPI1385788|HA|A/Vietnam/Lisn18022/2018|EPI_ISL_346042|A_/_H3N2,0.007067,0.007079,0.000012
EPI2153930|HA|A/Saudi_Arabia/VRG-55/2018|EPI_ISL_14835629|A_/_H3N2,0.008834,0.008863,0.000030
EPI1272579|HA|A/Singapore/GP0454/2018|EPI_ISL_320960|A_/_H3N2,0.019435,0.019906,0.000472
EPI1594423|HA|A/Singapore/GP2364/2018|EPI_ISL_391579|A_/_H3N2,0.014134,0.014372,0.000238
EPI1315673|HA|A/Zaragoza/1528894/2018|EPI_ISL_330683|A_/_H3N2,0.030035,0.030970,0.000935
EPI1173524|HA|A/England/80220360/2018|EPI_ISL_298073|A_/_H3N2,0.014134,0.014259,0.000125
EPI1337103|HA|A/Sundsvall/1/2018|EPI_ISL_334183|A_/_H3N2,0.033569,0.035303,0.001734
EPI1337095|HA|A/Linkoping/58/2018|EPI_ISL_334182|A_/_H3N2,0.012367,0.012471,0.000103
EPI1188953|HA|A/England/80420847/2018|EPI_ISL_301474|A_/_H3N2,0.008834,0.008846,0.000012
EPI1189308|HA|A/England/80520648/2018|EPI_ISL_301542|A_/_H3N2,0.007067,0.007066,-0.000001
EPI1203826|HA|A/England/80900492/2018|EPI_ISL_304782|A_/_H3N2,0.008834,0.008844,0.000010
EPI1392930|HA|A/England/754/2018|EPI_ISL_347143|A_/_H3N2,0.015901,0.016107,0.000206
EPI1796769|HA|A/England/190161213/2018|EPI_ISL_513957|A_/_H3N2,0.008834,0.008878,0.000044
EPI1275634|HA|A/Swansea/0699/2018|EPI_ISL_321581|A_/_H3N2,0.024735,0.025371,0.000636
EPI1311774|HA|A/Sydney/22/2018|EPI_ISL_330026|A_/_H3N2,0.014134,0.014406,0.000272
EPI1613517|HA|A/Perth/4/2018|EPI_ISL_396452|A_/_H3N2,0.012367,0.012448,0.000081
EPI1613693|HA|A/South_Australia/117/2018|EPI_ISL_396474|A_/_H3N2,0.012367,0.012505,0.000138
EPI1614141|HA|A/South_Australia/22/2018|EPI_ISL_396530|A_/_H3N2,0.022968,0.023558,0.000590
EPI1614493|HA|A/South_Australia/85/2018|EPI_ISL_396574|A_/_H3N2,0.128975,0.156726,0.027751
EPI1614485|HA|A/South_Australia/82/2018|EPI_ISL_396573|A_/_H3N2,0.024735,0.025304,0.000569
EPI1614597|HA|A/Sydney/1000/2018|EPI_ISL_396587|A_/_H3N2,0.007067,0.007077,0.000010
EPI1328675|HA|A/Christchurch/522/2018|EPI_ISL_332736|A_/_H3N2,0.012367,0.012491,0.000124
EPI1631894|HA|A/Newcastle/82/2018|EPI_ISL_398938|A_/_H3N2,0.010601,0.010756,0.000156
EPI1158115|HA|A/Catalonia/NSVH100752088/2018|EPI_ISL_295029|A_/_H1N1,0.547703,1.756737,1.209033
EPI1310082|HA|A/Northern_Ireland/16810/2018|EPI_ISL_329757|A_/_H1N1,0.551237,1.757060,1.205824
EPI1313536|HA|A/Cardiff/4607/2018|EPI_ISL_330359|A_/_H1N1,0.549470,1.741901,1.192431
EPI1318120|HA|A/Swansea/2666/2018|EPI_ISL_331112|A_/_H1N1,0.553004,1.774237,1.221234
EPI1328481|HA|A/Abertillery/6649/2018|EPI_ISL_332689|A_/_H1N1,0.553004,1.755086,1.202083
EPI1354827|HA|A/Switzerland/8061/2018|EPI_ISL_338116|A_/_H1N1,0.547703,1.744083,1.196380
EPI2184776|HA|A/Catalonia/NSVH100809538/2018|EPI_ISL_15083894|A_/_H1N1,0.545936,1.732876,1.186940
EPI1215686|HA|A/Sweden/15/2018|EPI_ISL_307076|A_/_H1N1,0.553004,1.771014,1.218011
EPI1258963|HA|A/Dnipro/409/2018|EPI_ISL_315701|A_/_H1N1,0.547703,1.742170,1.194467
