Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230829|HA|A/Thailand/CU-B110/2009|EPI_ISL_66165|A_/_H3N2,0.005300,0.005281,-0.000019
EPI232585|HA|A/Nong_Khai/560/2009|EPI_ISL_66603|A_/_H3N2,0.005300,0.005289,-0.000012
EPI232620|HA|A/Thailand/18/2009|EPI_ISL_66615|A_/_H3N2,0.008834,0.008844,0.000010
EPI193989|HA|A/Vietnam/N199/2009|EPI_ISL_34983|A_/_H3N2,0.010601,0.010632,0.000032
EPI241159|HA|A/Vietnam/312/2009|EPI_ISL_69329|A_/_H3N2,0.005300,0.005349,0.000049
EPI241162|HA|A/Vietnam/1769/2009|EPI_ISL_69330|A_/_H3N2,0.008834,0.008809,-0.000025
EPI241174|HA|A/Vietnam/0941/2009|EPI_ISL_69334|A_/_H3N2,0.017668,0.017812,0.000145
EPI269940|HA|A/Singapore/534/2009|EPI_ISL_76622|A_/_H3N2,0.008834,0.008851,0.000017
EPI211737|HA|A/MALAYSIA/542/2009|EPI_ISL_60921|A_/_H3N2,0.005300,0.005300,-0.000001
EPI211739|HA|A/MALAYSIA/720/2009|EPI_ISL_60922|A_/_H3N2,0.014134,0.014200,0.000066
EPI186304|HA|A/Malaysia/0032/2009|EPI_ISL_32481|A_/_H3N2,0.015901,0.015995,0.000094
EPI245658|HA|A/Stockholm/15/2009|EPI_ISL_70796|A_/_H3N2,0.014134,0.014211,0.000077
EPI269927|HA|A/Perth/673/2009|EPI_ISL_76619|A_/_H3N2,0.010601,0.010650,0.000049
EPI210283|HA|A/BRISBANE/54/2009|EPI_ISL_60149|A_/_H3N2,0.015901,0.015953,0.000052
EPI173254|HA|A/Victoria/500/2009|EPI_ISL_28580|A_/_H3N2,0.019435,0.019660,0.000225
EPI1444916|HA|A/Port_Moresby/2/2009|EPI_ISL_356787|A_/_H3N2,0.005300,0.005326,0.000026
EPI2079831|HA|A/Victoria/210/2009|EPI_ISL_13531325|A_/_H3N2,0.008834,0.008891,0.000057
EPI228244|HA|A/PERTH/160/2009|EPI_ISL_65123|A_/_H3N2,0.019435,0.019620,0.000185
EPI229812|HA|A/Sweden/19/2009|EPI_ISL_65724|A_/_H1N1,0.545936,1.379071,0.833134
EPI336215|HA|A/England/1051/2009|EPI_ISL_96239|A_/_H1N1,0.547703,1.393133,0.845430
EPI336291|HA|A/England/94720002/2009|EPI_ISL_96315|A_/_H1N1,0.544170,1.381714,0.837544
EPI336354|HA|A/England/94360008/2009|EPI_ISL_96378|A_/_H1N1,0.542403,1.374680,0.832277
EPI336412|HA|A/England/94200009/2009|EPI_ISL_96436|A_/_H1N1,0.547703,1.398376,0.850672
