Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1846168|HA|A/Malaysia/RP2227/2020|EPI_ISL_985216|A_/_H3N2,0.035336,0.036273,0.000937
EPI1750818|HA|A/Singapore/KK272/2020|EPI_ISL_481342|A_/_H3N2,0.042403,0.043813,0.001410
EPI1806103|HA|A/North_Lebanon/NM_397_N/2020|EPI_ISL_582598|A_/_H3N2,0.070671,0.075499,0.004827
EPI2147049|HA|A/South_Korea/MDCK/2020|EPI_ISL_14771216|A_/_H3N2,0.111307,0.130322,0.019015
EPI1728265|HA|A/Sweden/62/2020|EPI_ISL_426374|A_/_H3N2,0.060071,0.064403,0.004332
EPI1704482|HA|A/Uppsala/7/2020|EPI_ISL_413661|A_/_H3N2,0.060071,0.063579,0.003508
EPI1727794|HA|A/Khmelnytskyi/12/2020|EPI_ISL_426220|A_/_H1N1,0.515957,1.307797,0.791839
EPI1727907|HA|A/Sweden/34/2020|EPI_ISL_426273|A_/_H1N1,0.517730,1.309814,0.792083
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.521277,1.316101,0.794824
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.519504,1.319299,0.799795
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.515957,1.312979,0.797022
