Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230829|HA|A/Thailand/CU-B110/2009|EPI_ISL_66165|A_/_H3N2,0.015901,0.016016,0.000115
EPI232585|HA|A/Nong_Khai/560/2009|EPI_ISL_66603|A_/_H3N2,0.015901,0.016037,0.000136
EPI232620|HA|A/Thailand/18/2009|EPI_ISL_66615|A_/_H3N2,0.012367,0.012441,0.000073
EPI193989|HA|A/Vietnam/N199/2009|EPI_ISL_34983|A_/_H3N2,0.000000,0.000001,0.000001
EPI241159|HA|A/Vietnam/312/2009|EPI_ISL_69329|A_/_H3N2,0.015901,0.016212,0.000311
EPI241162|HA|A/Vietnam/1769/2009|EPI_ISL_69330|A_/_H3N2,0.019435,0.019591,0.000156
EPI241174|HA|A/Vietnam/0941/2009|EPI_ISL_69334|A_/_H3N2,0.010601,0.010582,-0.000019
EPI269940|HA|A/Singapore/534/2009|EPI_ISL_76622|A_/_H3N2,0.019435,0.019683,0.000248
EPI211737|HA|A/MALAYSIA/542/2009|EPI_ISL_60921|A_/_H3N2,0.015901,0.016072,0.000171
EPI211739|HA|A/MALAYSIA/720/2009|EPI_ISL_60922|A_/_H3N2,0.010601,0.010642,0.000041
EPI186304|HA|A/Malaysia/0032/2009|EPI_ISL_32481|A_/_H3N2,0.012367,0.012431,0.000064
EPI245658|HA|A/Stockholm/15/2009|EPI_ISL_70796|A_/_H3N2,0.012367,0.012410,0.000042
EPI269927|HA|A/Perth/673/2009|EPI_ISL_76619|A_/_H3N2,0.021201,0.021532,0.000331
EPI210283|HA|A/BRISBANE/54/2009|EPI_ISL_60149|A_/_H3N2,0.012367,0.012399,0.000031
EPI173254|HA|A/Victoria/500/2009|EPI_ISL_28580|A_/_H3N2,0.012367,0.012387,0.000020
EPI1444916|HA|A/Port_Moresby/2/2009|EPI_ISL_356787|A_/_H3N2,0.015901,0.016148,0.000247
EPI2079831|HA|A/Victoria/210/2009|EPI_ISL_13531325|A_/_H3N2,0.019435,0.019766,0.000331
EPI228244|HA|A/PERTH/160/2009|EPI_ISL_65123|A_/_H3N2,0.012367,0.012362,-0.000005
EPI229812|HA|A/Sweden/19/2009|EPI_ISL_65724|A_/_H1N1,0.557762,1.436489,0.878727
EPI336215|HA|A/England/1051/2009|EPI_ISL_96239|A_/_H1N1,0.559567,1.451326,0.891759
EPI336291|HA|A/England/94720002/2009|EPI_ISL_96315|A_/_H1N1,0.555957,1.439430,0.883473
EPI336354|HA|A/England/94360008/2009|EPI_ISL_96378|A_/_H1N1,0.554152,1.432065,0.877914
EPI336412|HA|A/England/94200009/2009|EPI_ISL_96436|A_/_H1N1,0.559567,1.456886,0.897319
