Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI995630|HA|A/KANAGAWA/IC1623/2017|EPI_ISL_262988|A_/_H3N2,0.007067,0.007071,0.000004
EPI995638|HA|A/KANAGAWA/IC1624/2017|EPI_ISL_262989|A_/_H3N2,0.010601,0.010591,-0.000010
EPI1161806|HA|A/Laos/2916/2017|EPI_ISL_295868|A_/_H3N2,0.014134,0.014256,0.000121
EPI1899303|HA|A/Thailand/B24411/2017|EPI_ISL_4064283|A_/_H3N2,0.015901,0.016103,0.000202
EPI1163464|HA|A/Saitama/248/2017|EPI_ISL_296094|A_/_H3N2,0.014134,0.014297,0.000163
EPI997213|HA|A/NIIGATA/186/2017|EPI_ISL_263364|A_/_H3N2,0.010601,0.010604,0.000004
EPI1165778|HA|A/Laos/3620/2017|EPI_ISL_296448|A_/_H3N2,0.012367,0.012417,0.000050
EPI1002850|HA|A/HOKKAIDO/16/2017|EPI_ISL_264332|A_/_H3N2,0.019435,0.019753,0.000318
EPI1002842|HA|A/NIIGATA/170/2017|EPI_ISL_264328|A_/_H3N2,0.014134,0.014236,0.000101
EPI1169063|HA|A/YOKOHAMA/179/2017|EPI_ISL_297229|A_/_H3N2,0.012367,0.012441,0.000073
EPI2116870|HA|A/Saudi_Arabia/VRG-44/2017|EPI_ISL_14223941|A_/_H3N2,0.014134,0.014273,0.000139
EPI1174647|HA|A/Maldives/1428/2017|EPI_ISL_298386|A_/_H3N2,0.012367,0.012438,0.000070
EPI1179434|HA|A/Naknon_Si_Thammarat/2361/2017|EPI_ISL_299644|A_/_H3N2,0.014134,0.014288,0.000154
EPI1179572|HA|A/Philippines/16/2017|EPI_ISL_299690|A_/_H3N2,0.012367,0.012435,0.000067
EPI1195189|HA|A/KANAGAWA/ZC1709/2017|EPI_ISL_302790|A_/_H3N2,0.015901,0.016240,0.000339
EPI1030552|HA|A/South_Korea/5744/2017|EPI_ISL_270892|A_/_H3N2,0.008834,0.008856,0.000022
EPI1205442|HA|A/Philippines/0745/2017|EPI_ISL_305005|A_/_H3N2,0.019435,0.019743,0.000308
EPI1217842|HA|A/GUNMA/140/2017|EPI_ISL_307396|A_/_H3N2,0.014134,0.014235,0.000101
EPI1224407|HA|A/KANAGAWA/AC1704/2017|EPI_ISL_308933|A_/_H3N2,0.024735,0.025291,0.000556
EPI1057808|HA|A/MIYAZAKI/89/2017|EPI_ISL_277432|A_/_H3N2,0.010601,0.010657,0.000056
EPI1065016|HA|A/KANAGAWA/ZC1617/2017|EPI_ISL_279062|A_/_H3N2,0.015901,0.016208,0.000307
