Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI3476662|HA|A/Philippines/ILI24-1272/2024|EPI_ISL_19300813|A_/_H3N2,0.010601,0.010592,-0.000009
EPI3954964|HA|A/Laos/2825/2024|EPI_ISL_19727510|A_/_H3N2,0.010601,0.010542,-0.000058
EPI3007297|HA|A/Sri_Lanka/38/2024|EPI_ISL_18876716|A_/_H3N2,0.010601,0.010599,-0.000002
EPI3957290|HA|A/KOBE/24328/2024|EPI_ISL_19729250|A_/_H3N2,0.010601,0.010614,0.000013
EPI3611454|HA|A/Phra_Nakhon_Si_Ayutthaya/B409/2024|EPI_ISL_19500366|A_/_H3N2,0.010601,0.010609,0.000008
EPI4409312|HA|A/Malaysia/MKAI_CL43218/2024|EPI_ISL_19893417|A_/_H3N2,0.010601,0.010629,0.000028
EPI3736128|HA|A/Oman/CPHL_7248732/2024|EPI_ISL_19631336|A_/_H3N2,0.014134,0.014238,0.000104
EPI3739244|HA|A/Daejeon/3779/2024|EPI_ISL_19632813|A_/_H3N2,0.010601,0.010596,-0.000004
EPI3662892|HA|A/Philippines/OBI24-0018/2024|EPI_ISL_19567669|A_/_H3N2,0.010601,0.010594,-0.000007
EPI3389082|HA|A/Abu_Dhabi/8914/2024|EPI_ISL_19208703|A_/_H3N2,0.012367,0.012427,0.000059
EPI3794940|HA|A/Philippines/1597/2024|EPI_ISL_19668077|A_/_H3N2,0.010601,0.010603,0.000002
EPI3616358|HA|A/YOKOHAMA/31/2024|EPI_ISL_19504976|A_/_H3N2,0.010601,0.010602,0.000001
EPI3637488|HA|A/Malaysia/MKAI/CL37898/2024|EPI_ISL_19539819|A_/_H3N2,0.010601,0.010563,-0.000038
EPI2958566|HA|A/Bangkok/P212/2024|EPI_ISL_18819751|A_/_H3N2,0.012367,0.012359,-0.000009
EPI3249927|HA|A/Malaysia/IMR-SARI0356/2024|EPI_ISL_19084229|A_/_H3N2,0.012590,0.012698,0.000108
EPI3750151|HA|A/Seoul/4069/2024|EPI_ISL_19642622|A_/_H3N2,0.010601,0.010589,-0.000012
EPI3456835|HA|A/Singapore/KK0210/2024|EPI_ISL_19283579|A_/_H3N2,0.010601,0.010777,0.000176
EPI3456819|HA|A/Singapore/KK0151/2024|EPI_ISL_19283577|A_/_H3N2,0.012367,0.012415,0.000047
EPI3899532|HA|A/ABUDHABI/UAE/0012976/2024|EPI_ISL_19709691|A_/_H3N2,0.010601,0.010596,-0.000005
EPI4372560|HA|A/Myanmar/I264/2024|EPI_ISL_19874533|A_/_H3N2,0.003527,0.003502,-0.000026
EPI3904018|HA|A/ABUDHABI/UAE/0017838/2024|EPI_ISL_19711823|A_/_H3N2,0.010601,0.010629,0.000029
EPI3904417|HA|A/ABUDHABI/UAE/0020453/2024|EPI_ISL_19711873|A_/_H3N2,0.010601,0.010564,-0.000037
EPI3558087|HA|A/TOKYO/EIS10-294/2024|EPI_ISL_19417565|A_/_H3N2,0.010601,0.010580,-0.000020
EPI3558031|HA|A/TOKYO/EIS10-210/2024|EPI_ISL_19417558|A_/_H3N2,0.010601,0.010587,-0.000013
EPI4379883|HA|A/Malaysia/MKAI_CL47914/2024|EPI_ISL_19878697|A_/_H3N2,0.010601,0.010606,0.000005
EPI3913255|HA|A/Singapore/GP14277/2024|EPI_ISL_19715098|A_/_H3N2,0.010601,0.010616,0.000015
EPI4387603|HA|A/Riyadh/45/2024|EPI_ISL_19881899|A_/_H3N2,0.022968,0.023355,0.000386
EPI3844439|HA|A/Malaysia/TIDREC_KLA-AUFI286/2024|EPI_ISL_19689145|A_/_H3N2,0.010601,0.010633,0.000032
EPI3475352|HA|A/Singapore/TT0237/2024|EPI_ISL_19299278|A_/_H3N2,0.017668,0.017713,0.000045
EPI3476488|HA|A/Singapore/KK1119/2024|EPI_ISL_19300350|A_/_H3N2,0.012367,0.012417,0.000050
EPI3866763|HA|A/Switzerland/UN-SNRCI-HUG-46747581/2024|EPI_ISL_19698113|A_/_H3N2,0.010601,0.010592,-0.000009
EPI3790919|HA|A/England/0100130/2024|EPI_ISL_19667487|A_/_H3N2,0.010601,0.010615,0.000014
EPI3751097|HA|A/Switzerland/59652/2024|EPI_ISL_19643984|A_/_H3N2,0.014134,0.014179,0.000045
EPI3726461|HA|A/Galicia/33348842/2024|EPI_ISL_19615419|A_/_H3N2,0.053004,0.055844,0.002840
EPI3726478|HA|A/Galicia/22347908/2024|EPI_ISL_19615421|A_/_H3N2,0.054770,0.057880,0.003110
EPI3726506|HA|A/Galicia/33156584/2024|EPI_ISL_19615425|A_/_H3N2,0.060071,0.063695,0.003624
EPI3726498|HA|A/Galicia/44143091/2024|EPI_ISL_19615424|A_/_H3N2,0.068905,0.074013,0.005108
EPI3258732|HA|A/England/241560836/2024|EPI_ISL_19093779|A_/_H3N2,0.010601,0.010589,-0.000011
EPI4304684|HA|A/Asturias/232461330/2024|EPI_ISL_19855166|A_/_H3N2,0.038869,0.040271,0.001402
EPI4038595|HA|A/Madrid/342425187428/2024|EPI_ISL_19756825|A_/_H3N2,0.012367,0.012374,0.000007
EPI3786347|HA|A/Perth/1144/2024|EPI_ISL_19661484|A_/_H3N2,0.014134,0.014163,0.000029
EPI3786403|HA|A/Sydney/1321/2024|EPI_ISL_19661498|A_/_H3N2,0.010601,0.010589,-0.000012
EPI3786387|HA|A/Victoria/3131/2024|EPI_ISL_19661494|A_/_H3N2,0.010601,0.010601,0.000001
EPI3786375|HA|A/Victoria/3124/2024|EPI_ISL_19661491|A_/_H3N2,0.014134,0.014254,0.000120
EPI4244815|HA|A/Perth/1111/2024|EPI_ISL_19825838|A_/_H3N2,0.010601,0.010606,0.000005
EPI3480055|HA|A/Sydney/289/2024|EPI_ISL_19301908|A_/_H3N2,0.014134,0.014161,0.000027
EPI3480424|HA|A/Darwin/916/2024|EPI_ISL_19301978|A_/_H3N2,0.007067,0.007014,-0.000053
EPI3480627|HA|A/Victoria/968/2024|EPI_ISL_19302029|A_/_H3N2,0.010601,0.010621,0.000020
EPI3612870|HA|A/Queensland/IN000279/2024|EPI_ISL_19500707|A_/_H3N2,0.021201,0.021349,0.000147
EPI3633261|HA|A/Auckland/257/2024|EPI_ISL_19534695|A_/_H3N2,0.010601,0.010585,-0.000016
EPI3633314|HA|A/Auckland/276/2024|EPI_ISL_19534716|A_/_H3N2,0.010601,0.010595,-0.000006
EPI3633230|HA|A/Auckland/242/2024|EPI_ISL_19534685|A_/_H3N2,0.010601,0.010588,-0.000013
EPI3508411|HA|A/South_Australia/136/2024|EPI_ISL_19338369|A_/_H3N2,0.019435,0.019506,0.000072
EPI3509982|HA|A/Victoria/1304/2024|EPI_ISL_19341743|A_/_H3N2,0.014134,0.014180,0.000046
EPI3509909|HA|A/Victoria/1534/2024|EPI_ISL_19341705|A_/_H3N2,0.012367,0.012355,-0.000012
EPI3634645|HA|A/Wellington/80/2024|EPI_ISL_19539110|A_/_H3N2,0.010601,0.010606,0.000005
EPI3666891|HA|A/South_Australia/274/2024|EPI_ISL_19574581|A_/_H3N2,0.021201,0.021345,0.000144
EPI3640371|HA|A/Queensland/IN000647/2024|EPI_ISL_19543614|A_/_H3N2,0.010601,0.010581,-0.000020
EPI3640446|HA|A/Queensland/IN000659/2024|EPI_ISL_19543624|A_/_H3N2,0.012367,0.012399,0.000031
EPI3817714|HA|A/Victoria/3318/2024|EPI_ISL_19676540|A_/_H3N2,0.012367,0.012370,0.000002
EPI3817956|HA|A/Tasmania/874/2024|EPI_ISL_19676611|A_/_H3N2,0.010601,0.010618,0.000017
EPI3399783|HA|A/Timor-Leste/223/2024|EPI_ISL_19218236|A_/_H3N2,0.012367,0.012374,0.000006
EPI3539116|HA|A/Victoria/1588/2024|EPI_ISL_19383456|A_/_H3N2,0.014134,0.014223,0.000089
EPI3585522|HA|A/South_Australia/168/2024|EPI_ISL_19458277|A_/_H3N2,0.010601,0.010617,0.000016
EPI3606682|HA|A/Brisbane/409/2024|EPI_ISL_19493393|A_/_H3N2,0.010601,0.010597,-0.000004
EPI3658048|HA|A/Victoria/3265/2024|EPI_ISL_19561258|A_/_H3N2,0.010601,0.010592,-0.000009
EPI3680409|HA|A/England/4700123/2024|EPI_ISL_19596134|A_/_H1N1,0.553004,1.401951,0.848947
EPI3680344|HA|A/England/4620270/2024|EPI_ISL_19596124|A_/_H1N1,0.554770,1.418406,0.863635
EPI3787123|HA|A/Catalonia/NSJO560000050/2024|EPI_ISL_19661810|A_/_H1N1,0.551237,1.402294,0.851057
EPI3441791|HA|A/Swansea/5888/2024|EPI_ISL_19269744|A_/_H1N1,0.553004,1.410925,0.857921
EPI3080459|HA|A/Aragon/558/2024|EPI_ISL_18942787|A_/_H1N1,0.553004,1.407425,0.854421
EPI3080466|HA|A/Aragon/560/2024|EPI_ISL_18942788|A_/_H1N1,0.554770,1.413844,0.859074
EPI3082085|HA|A/Madrid/150/2024|EPI_ISL_18943819|A_/_H1N1,0.553004,1.415034,0.862031
EPI4318253|HA|A/Melilla/01677727/2024|EPI_ISL_19861764|A_/_H1N1,0.553004,1.409156,0.856152
EPI3050064|HA|A/Badajoz/18615142/2024|EPI_ISL_18912986|A_/_H1N1,0.547703,1.389718,0.842015
EPI3791769|HA|A/England/0120311/2024|EPI_ISL_19667609|A_/_H1N1,0.554770,1.412155,0.857384
EPI3419895|HA|A/Cardiff/4190/2024|EPI_ISL_19243251|A_/_H1N1,0.553004,1.405601,0.852597
EPI3687261|HA|A/Murcia/2159/2024|EPI_ISL_19603666|A_/_H1N1,0.558304,1.430652,0.872348
EPI3300584|HA|A/Madrid/HULP-072638331/2024|EPI_ISL_19147390|A_/_H1N1,0.548501,1.397083,0.848582
EPI3054103|HA|A/Badajoz/18619790/2024|EPI_ISL_18918494|A_/_H1N1,0.554770,1.416428,0.861658
EPI3884129|HA|A/Catalonia/NSVH170145573/2024|EPI_ISL_19705055|A_/_H1N1,0.545936,1.391430,0.845493
EPI3512991|HA|A/England/242960235/2024|EPI_ISL_19345292|A_/_H1N1,0.549470,1.394376,0.844906
EPI2978047|HA|A/Badajoz/18616368/2024|EPI_ISL_18854264|A_/_H1N1,0.558304,1.431178,0.872874
EPI3197133|HA|A/Serbia/328/2024|EPI_ISL_19050842|A_/_H1N1,0.556537,1.421120,0.864583
EPI3197155|HA|A/Serbia/196/2024|EPI_ISL_19050845|A_/_H1N1,0.553004,1.408018,0.855015
EPI3268826|HA|A/Trollhattan/SE24-04471/2024|EPI_ISL_19116439|A_/_H1N1,0.554770,1.409542,0.854772
EPI3889484|HA|A/Andalucia/PMC-00587/2024|EPI_ISL_19707937|A_/_H1N1,0.556537,1.429587,0.873050
EPI3898109|HA|A/Baleares/250061/2024|EPI_ISL_19709436|A_/_H1N1,0.556537,1.422567,0.866030
EPI3513291|HA|A/England/243060223/2024|EPI_ISL_19348510|A_/_H1N1,0.551237,1.398616,0.847379
EPI3828065|HA|A/England/5160975/2024|EPI_ISL_19680996|A_/_H1N1,0.553004,1.411370,0.858366
EPI3100469|HA|A/England/240561251/2024|EPI_ISL_18961932|A_/_H1N1,0.554770,1.408404,0.853633
EPI3258270|HA|A/Serbia/113/2024|EPI_ISL_19093576|A_/_H1N1,0.554770,1.442889,0.888118
EPI3326190|HA|A/Madrid/1058/2024|EPI_ISL_19159205|A_/_H1N1,0.554770,1.412505,0.857735
EPI3493268|HA|A/Galicia/SCQ/140189/2024|EPI_ISL_19323908|A_/_H1N1,0.547703,1.395646,0.847943
EPI3769322|HA|A/Catalonia/NSVH102488391/2024|EPI_ISL_19652392|A_/_H1N1,0.558304,1.436612,0.878308
EPI3582939|HA|A/England/1940422/2024|EPI_ISL_19455545|A_/_H1N1,0.551237,1.404163,0.852927
EPI3330761|HA|A/Alicante/VAHNSI-GIHSN-16_3554/2024|EPI_ISL_19160593|A_/_H1N1,0.551237,1.396498,0.845261
EPI3179398|HA|A/Madrid/HRYC-13069536/2024|EPI_ISL_19030052|A_/_H1N1,0.552028,1.406648,0.854619
EPI3179470|HA|A/Madrid/HRYC-13089164/2024|EPI_ISL_19030061|A_/_H1N1,0.546737,1.389129,0.842392
