Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI842634|HA|A/Thailand/FLU_PMKA1835/2012|EPI_ISL_235288|A_/_H3N2,0.019435,0.019526,0.000091
EPI684777|HA|A/Thailand/CU-H3368/2012|EPI_ISL_205362|A_/_H3N2,0.012367,0.012373,0.000006
EPI530828|HA|A/Lebanon/11L018/2012|EPI_ISL_140703|A_/_H3N2,0.026502,0.027181,0.000679
EPI691463|HA|A/Kanagawa/09-209v/2012|EPI_ISL_206637|A_/_H3N2,0.014134,0.014190,0.000056
EPI691475|HA|A/Chiba/33-178v/2012|EPI_ISL_206649|A_/_H3N2,0.026502,0.026914,0.000412
EPI2380580|HA|A/Manila/AFPA-00202/2012|EPI_ISL_16854189|A_/_H3N2,0.012367,0.012341,-0.000026
EPI2120416|HA|A/Philippines/22/2012|EPI_ISL_14284851|A_/_H3N2,0.000000,0.000001,0.000001
EPI426125|HA|A/Galicia/RR9911/2012|EPI_ISL_136408|A_/_H3N2,0.035336,0.036017,0.000681
EPI407616|HA|A/Guam/3057/2012|EPI_ISL_132805|A_/_H3N2,0.015901,0.015937,0.000036
EPI434580|HA|A/VICTORIA/87/2012|EPI_ISL_137756|A_/_H3N2,0.026502,0.026837,0.000335
EPI447135|HA|A/Micronesia/6689/2012|EPI_ISL_140984|A_/_H3N2,0.035336,0.036344,0.001008
EPI1125623|HA|A/Victoria/3/2012|EPI_ISL_288811|A_/_H3N2,0.010601,0.010570,-0.000031
EPI629923|HA|A/Victoria/187/2012|EPI_ISL_192794|A_/_H3N2,0.033569,0.034069,0.000500
EPI394188|HA|A/WELLINGTON/5/2012|EPI_ISL_128656|A_/_H3N2,0.031802,0.032614,0.000812
EPI404895|HA|A/Stockholm/34/2012|EPI_ISL_131802|A_/_H1N1,0.566787,1.508512,0.941725
EPI405082|HA|A/Stockholm/42/2012|EPI_ISL_131859|A_/_H1N1,0.566787,1.498385,0.931598
EPI407293|HA|A/Scotland/124640797/2012|EPI_ISL_132666|A_/_H1N1,0.564982,1.497827,0.932845
EPI418377|HA|A/Stockholm/44/2012|EPI_ISL_134872|A_/_H1N1,0.566787,1.514609,0.947822
EPI418830|HA|A/Stockholm/50/2012|EPI_ISL_134938|A_/_H1N1,0.566787,1.518137,0.951350
EPI379995|HA|A/Stockholm/25/2012|EPI_ISL_122761|A_/_H1N1,0.563177,1.491622,0.928445
EPI383002|HA|A/Boras/1/2012|EPI_ISL_123787|A_/_H1N1,0.566787,1.495718,0.928931
EPI397599|HA|A/Stockholm/16/2012|EPI_ISL_129669|A_/_H1N1,0.563177,1.488943,0.925766
