Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1727800|HA|A/Kyrgyzstan/166/2019|EPI_ISL_426223|A_/_H3N2,0.000000,0.000001,0.000001
EPI1727842|HA|A/Qatar/47-VI-19-0067658/2019|EPI_ISL_426244|A_/_H3N2,0.026502,0.027296,0.000794
EPI1757941|HA|A/Laos/3797/2019|EPI_ISL_491780|A_/_H3N2,0.031802,0.033098,0.001296
EPI1727852|HA|A/South_lebanon/Tyre/NS20/2019|EPI_ISL_426249|A_/_H3N2,0.037102,0.038699,0.001597
EPI1758040|HA|A/Abu_Dhabi/071/2019|EPI_ISL_491793|A_/_H3N2,0.010601,0.010693,0.000092
EPI1605042|HA|A/OKINAWA/74/2019|EPI_ISL_394199|A_/_H3N2,0.024735,0.025358,0.000623
EPI1800278|HA|A/Myanmar/19M147/2019|EPI_ISL_525690|A_/_H3N2,0.014134,0.014484,0.000349
EPI1800285|HA|A/Myanmar/19M225/2019|EPI_ISL_525757|A_/_H3N2,0.021201,0.021941,0.000740
EPI1479787|HA|A/Abu_Dhabi/021/2019|EPI_ISL_362253|A_/_H3N2,0.030035,0.031069,0.001033
EPI1480618|HA|A/Abu_Dhabi/008/2019|EPI_ISL_362359|A_/_H3N2,0.026502,0.027377,0.000875
EPI1483944|HA|A/Kyrgyzstan/49/2019|EPI_ISL_363141|A_/_H3N2,0.017668,0.017989,0.000322
EPI1619487|HA|A/Qatar/10-VI-19-0048190/2019|EPI_ISL_397286|A_/_H3N2,0.026502,0.027284,0.000783
EPI1619510|HA|A/Qatar/16-VI-19-0048614/2019|EPI_ISL_397298|A_/_H3N2,0.026502,0.027315,0.000814
EPI1627368|HA|A/NIIGATA/805/2019|EPI_ISL_398302|A_/_H3N2,0.010601,0.010692,0.000091
EPI1498242|HA|A/KANAGAWA/AC1880/2019|EPI_ISL_366108|A_/_H3N2,0.031802,0.032994,0.001192
EPI1901758|HA|A/Thailand/CU-E1482/2019|EPI_ISL_4069934|A_/_H3N2,0.010601,0.010671,0.000070
EPI1901756|HA|A/Thailand/CU-B35602/2019|EPI_ISL_4069932|A_/_H3N2,0.014134,0.014294,0.000160
EPI1901822|HA|A/Thailand/CU-B31714/2019|EPI_ISL_4069997|A_/_H3N2,0.038869,0.040842,0.001973
EPI1901781|HA|A/Thailand/CU-B32786/2019|EPI_ISL_4069957|A_/_H3N2,0.031802,0.033096,0.001294
EPI1636470|HA|A/Abudhabi/063/2019|EPI_ISL_400019|A_/_H3N2,0.026502,0.027061,0.000559
EPI1638598|HA|A/Singapore/GP1559/2019|EPI_ISL_400291|A_/_H3N2,0.037102,0.038687,0.001584
EPI1638725|HA|A/Singapore/TT0682/2019|EPI_ISL_400307|A_/_H3N2,0.028269,0.029250,0.000981
EPI1646773|HA|A/Salalah/6905/2019|EPI_ISL_401615|A_/_H3N2,0.014134,0.014252,0.000118
EPI2102685|HA|A/Niigata/18FS066_2/2019|EPI_ISL_14004357|A_/_H3N2,0.040636,0.042640,0.002004
EPI1671911|HA|A/Bangkok/447/2019|EPI_ISL_406819|A_/_H3N2,0.022968,0.023469,0.000501
EPI1550175|HA|A/Malaysia/RP0571/2019|EPI_ISL_378565|A_/_H3N2,0.017668,0.018004,0.000336
EPI1696421|HA|A/Kanagawa/ZC1841/2019|EPI_ISL_412121|A_/_H3N2,0.012367,0.012750,0.000382
EPI1398426|HA|A/NIIGATA/165/2019|EPI_ISL_348327|A_/_H3N2,0.022968,0.023496,0.000528
EPI1711322|HA|A/HIROSHIMA/188/2019|EPI_ISL_415182|A_/_H3N2,0.035336,0.036862,0.001526
EPI1410302|HA|A/Lebanon/207/2019|EPI_ISL_350085|A_/_H3N2,0.021201,0.021597,0.000395
EPI1846442|HA|A/KANAGAWA/ZC1836/2019|EPI_ISL_1005694|A_/_H3N2,0.019435,0.019988,0.000554
EPI1846436|HA|A/KANAGAWA/ZC1861/2019|EPI_ISL_1005691|A_/_H3N2,0.030035,0.031034,0.000999
EPI1846434|HA|A/KANAGAWA/IC1815/2019|EPI_ISL_1005690|A_/_H3N2,0.022968,0.023583,0.000614
EPI1797926|HA|A/Malaysia/RP0701/2019|EPI_ISL_514718|A_/_H3N2,0.012367,0.012583,0.000216
EPI1723689|HA|A/Taiwan/83270/2019|EPI_ISL_421128|A_/_H3N2,0.031802,0.033132,0.001329
EPI1754145|HA|A/Saudi_Arabia/1028833307/2019|EPI_ISL_486750|A_/_H3N2,0.033569,0.034915,0.001346
EPI1448737|HA|A/Oman/939/2019|EPI_ISL_357915|A_/_H3N2,0.037102,0.038739,0.001636
EPI1590501|HA|A/Yasothon/21/2019|EPI_ISL_390913|A_/_H3N2,0.033569,0.035201,0.001632
EPI1594495|HA|A/Singapore/TT0115/2019|EPI_ISL_391588|A_/_H3N2,0.037102,0.038840,0.001738
EPI1594551|HA|A/Singapore/KK0124/2019|EPI_ISL_391595|A_/_H3N2,0.019435,0.019808,0.000374
EPI1483863|HA|A/Northern_Ireland/10510/2019|EPI_ISL_363098|A_/_H3N2,0.021201,0.021648,0.000446
EPI1516056|HA|A/England/7963/2019|EPI_ISL_369692|A_/_H3N2,0.017668,0.017917,0.000249
EPI1394806|HA|A/Helsingborg/1/2019|EPI_ISL_347807|A_/_H3N2,0.015901,0.016081,0.000179
EPI1436462|HA|A/CastillaLaMancha/109/2019|EPI_ISL_355027|A_/_H3N2,0.017668,0.017964,0.000296
EPI1584091|HA|A/Newport/9438/2019|EPI_ISL_389323|A_/_H3N2,0.030035,0.031131,0.001096
EPI1639420|HA|A/South_Australia/313/2019|EPI_ISL_363247|A_/_H3N2,0.028269,0.029252,0.000984
EPI1639426|HA|A/South_Australia/321/2019|EPI_ISL_363254|A_/_H3N2,0.040636,0.042987,0.002351
EPI1667167|HA|A/Sydney/233/2019|EPI_ISL_405313|A_/_H3N2,0.022968,0.023513,0.000545
EPI1670105|HA|A/South_Australia/1088/2019|EPI_ISL_405983|A_/_H3N2,0.033569,0.035058,0.001490
EPI1670216|HA|A/Sydney/803/2019|EPI_ISL_406020|A_/_H3N2,0.031802,0.033079,0.001277
EPI1671669|HA|A/Sydney/478/2019|EPI_ISL_406679|A_/_H3N2,0.033569,0.035064,0.001495
EPI1675460|HA|A/Darwin/726/2019|EPI_ISL_407891|A_/_H3N2,0.010601,0.010782,0.000181
EPI1387310|HA|A/South_Australia/81/2019|EPI_ISL_346276|A_/_H3N2,0.021201,0.021664,0.000462
EPI1387385|HA|A/Perth/5/2019|EPI_ISL_346301|A_/_H3N2,0.019435,0.019768,0.000333
EPI1387430|HA|A/South_Australia/18/2019|EPI_ISL_346316|A_/_H3N2,0.040636,0.042719,0.002083
EPI1593999|HA|A/Sydney/1027/2019|EPI_ISL_391462|A_/_H3N2,0.031802,0.032808,0.001006
EPI1597835|HA|A/Sydney/404/2019|EPI_ISL_392633|A_/_H3N2,0.031802,0.033001,0.001199
EPI1603820|HA|A/Serbia/555/2019|EPI_ISL_393798|A_/_H1N1,0.553004,1.759030,1.206026
EPI1607304|HA|A/Carmarthen/5650/2019|EPI_ISL_395060|A_/_H1N1,0.547703,1.754246,1.206543
EPI1491266|HA|A/England/163/2019|EPI_ISL_364672|A_/_H1N1,0.553004,1.753648,1.200644
EPI1491300|HA|A/England/146/2019|EPI_ISL_364689|A_/_H1N1,0.551237,1.764691,1.213454
EPI1491298|HA|A/England/204/2019|EPI_ISL_364688|A_/_H1N1,0.554770,1.777669,1.222899
EPI1491495|HA|A/England/202/2019|EPI_ISL_364718|A_/_H1N1,0.553004,1.766379,1.213375
