Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2903733|HA|A/Gyeongnam/2207/2023|EPI_ISL_18744126|A_/_H3N2,0.015901,0.015926,0.000025
EPI3786787|HA|A/ABUDHABI/UAE/0014000/2023|EPI_ISL_19661761|A_/_H3N2,0.014134,0.014107,-0.000027
EPI2821770|HA|A/Qatar/34-VI-23-0101724/2023|EPI_ISL_18613508|A_/_H3N2,0.017668,0.017692,0.000024
EPI2821333|HA|A/Qatar/32-VI-23-0092359/2023|EPI_ISL_18613438|A_/_H3N2,0.005300,0.005248,-0.000052
EPI2821297|HA|A/Qatar/23-VI-23-0106322/2023|EPI_ISL_18613433|A_/_H3N2,0.014134,0.014249,0.000114
EPI2510100|HA|A/Japan/14149/2023|EPI_ISL_17467393|A_/_H3N2,0.021201,0.021536,0.000335
EPI3006772|HA|A/Philippines/89/2023|EPI_ISL_18876522|A_/_H3N2,0.012367,0.012338,-0.000030
EPI2665047|HA|A/NAGANO-C/14/2023|EPI_ISL_18058897|A_/_H3N2,0.024735,0.025098,0.000363
EPI2630354|HA|A/NAGANO-C/11/2023|EPI_ISL_17995538|A_/_H3N2,0.030035,0.030734,0.000698
EPI2681801|HA|A/Bangkok/P2255/2023|EPI_ISL_18093943|A_/_H3N2,0.012367,0.012356,-0.000012
EPI2924520|HA|A/Turkey/GIHSN_Ankara/140111_950/2023|EPI_ISL_18784523|A_/_H3N2,0.033569,0.035172,0.001603
EPI2647229|HA|A/NARA/11/2023|EPI_ISL_18030667|A_/_H3N2,0.019435,0.019669,0.000234
EPI2925824|HA|A/Bangkok/377/2023|EPI_ISL_18784778|A_/_H3N2,0.014134,0.014116,-0.000019
EPI2926244|HA|A/Ajman/17380/2023|EPI_ISL_18785759|A_/_H3N2,0.015901,0.015925,0.000024
EPI4432142|HA|A/ABUDHABI/UAE/0015760/2023|EPI_ISL_19901806|A_/_H3N2,0.010601,0.010606,0.000005
EPI2735160|HA|A/Seoul/917/2023|EPI_ISL_18231838|A_/_H3N2,0.012367,0.012405,0.000037
EPI2767405|HA|A/FUKUSHIMA/54/2023|EPI_ISL_18366335|A_/_H3N2,0.022968,0.023192,0.000223
EPI3456494|HA|A/Singapore/TT0344/2023|EPI_ISL_19283534|A_/_H3N2,0.012367,0.012368,0.000000
EPI3456557|HA|A/Singapore/TT0564/2023|EPI_ISL_19283542|A_/_H3N2,0.014134,0.014185,0.000050
EPI2874637|HA|A/Pakistan/AHF-NIH/ICT/010/2023|EPI_ISL_18699132|A_/_H3N2,0.007067,0.007023,-0.000044
EPI2963697|HA|A/Singapore/GP10675/2023|EPI_ISL_18831300|A_/_H3N2,0.014134,0.014168,0.000033
EPI2737526|HA|A/Sri_Lanka/31/2023|EPI_ISL_18242215|A_/_H3N2,0.012367,0.012349,-0.000019
EPI4637291|HA|A/Bangkok/002/2023|EPI_ISL_20144611|A_/_H3N2,0.015901,0.015954,0.000053
EPI2800701|HA|A/Chiang_Rai/P4803/2023|EPI_ISL_18539977|A_/_H3N2,0.015901,0.015929,0.000028
