Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI994076|HA|A/Maldives/01/2017|EPI_ISL_262692|A_/_H1N1,0.012367,0.012473,0.000106
EPI1160053|HA|A/Amasya/576/2017|EPI_ISL_295534|A_/_H1N1,0.000000,0.000001,0.000001
EPI1160074|HA|A/Amasya/622/2017|EPI_ISL_295542|A_/_H1N1,0.010601,0.010727,0.000126
EPI1160065|HA|A/Giresun/612/2017|EPI_ISL_295539|A_/_H1N1,0.010601,0.010765,0.000164
EPI1319384|HA|A/Malaysia/RP0351/2017|EPI_ISL_331302|A_/_H1N1,0.015901,0.016248,0.000347
EPI1175790|HA|A/Maldives/1499/2017|EPI_ISL_298530|A_/_H1N1,0.010601,0.010738,0.000137
EPI1179980|HA|A/Abu_Dhabi/031/2017|EPI_ISL_299792|A_/_H1N1,0.010601,0.010720,0.000119
EPI1188319|HA|A/Jordan/1975/2017|EPI_ISL_301339|A_/_H1N1,0.010601,0.010715,0.000114
EPI1640769|HA|A/Vietnam/BM7/2017|EPI_ISL_400700|A_/_H1N1,0.015901,0.016030,0.000129
EPI1024961|HA|A/Laos/0157/2017|EPI_ISL_269928|A_/_H1N1,0.015901,0.016092,0.000190
EPI1195616|HA|A/Taiwan/1407/2017|EPI_ISL_302868|A_/_H1N1,0.012367,0.012481,0.000114
EPI1039873|HA|A/Philippines/0287/2017|EPI_ISL_273799|A_/_H1N1,0.017668,0.018443,0.000775
EPI1044642|HA|A/Philippines/5/2017|EPI_ISL_274907|A_/_H1N1,0.010601,0.010746,0.000145
EPI2650507|HA|A/Saudi_Arabia/55/2017|EPI_ISL_18038001|A_/_H1N1,0.017668,0.018242,0.000575
EPI1244278|HA|A/Malaysia/RP2210/2017|EPI_ISL_312599|A_/_H1N1,0.017668,0.018055,0.000387
EPI1082188|HA|A/Oman/3205/2017|EPI_ISL_282192|A_/_H1N1,0.014134,0.014252,0.000118
EPI1093966|HA|A/Laos/1448/2017|EPI_ISL_284086|A_/_H1N1,0.015901,0.016106,0.000205
EPI1094014|HA|A/Laos/2197/2017|EPI_ISL_284092|A_/_H1N1,0.017668,0.017867,0.000199
EPI1276369|HA|A/Singapore/KK1410/2017|EPI_ISL_321680|A_/_H1N1,0.012367,0.012533,0.000166
EPI1282973|HA|A/Malaysia/RP2707/2017|EPI_ISL_322990|A_/_H1N1,0.012367,0.012507,0.000139
EPI1145405|HA|A/Singapore/KK1341/2017|EPI_ISL_292426|A_/_H1N1,0.015901,0.016201,0.000300
EPI1147215|HA|A/Vietnam/GHS969/2017|EPI_ISL_292684|A_/_H1N1,0.019435,0.019760,0.000325
EPI982567|HA|A/Qatar/10-VI-17-0000393/2017|EPI_ISL_260165|A_/_H1N1,0.010601,0.010629,0.000028
EPI1152187|HA|A/England/75180460/2017|EPI_ISL_293646|A_/_H1N1,0.012367,0.012462,0.000095
EPI1082687|HA|A/Victoria/570/2017|EPI_ISL_282308|A_/_H1N1,0.014134,0.014344,0.000210
EPI2044033|HA|A/Brisbane/194/2017|EPI_ISL_12850483|A_/_H1N1,0.012367,0.012574,0.000206
EPI1162964|HA|A/Iowa/49/2017|EPI_ISL_296019|A_/_H1N1,0.012367,0.012472,0.000104
EPI1017431|HA|A/California/54/2017|EPI_ISL_268415|A_/_H1N1,0.015901,0.016099,0.000198
EPI1118235|HA|A/California/121/2017|EPI_ISL_287697|A_/_H1N1,0.010601,0.011040,0.000439
EPI989314|HA|A/Iowa/18/2017|EPI_ISL_261833|A_/_H1N1,0.021201,0.021709,0.000508
