Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1310932|HA|A/Nakhonratchasima/84/2018|EPI_ISL_329891|A_/_H1N1,0.000000,0.000001,0.000001
EPI1310924|HA|A/Bangkok/77/2018|EPI_ISL_329890|A_/_H1N1,0.017668,0.018020,0.000352
EPI1610325|HA|A/IBARAKI/38/2018|EPI_ISL_395548|A_/_H1N1,0.015901,0.016240,0.000339
EPI1610338|HA|A/YOKOHAMA/155/2018|EPI_ISL_395558|A_/_H1N1,0.017668,0.017977,0.000310
EPI1610341|HA|A/YOKOHAMA/137/2018|EPI_ISL_395561|A_/_H1N1,0.017668,0.018072,0.000404
EPI1485000|HA|A/Laos/F3512/2018|EPI_ISL_363494|A_/_H1N1,0.012367,0.012549,0.000181
EPI1315937|HA|A/Qatar/10-vi-18-0040450/2018|EPI_ISL_330795|A_/_H1N1,0.017668,0.018026,0.000358
EPI1319054|HA|A/TOCHIGI/18139/2018|EPI_ISL_331254|A_/_H1N1,0.015901,0.016101,0.000200
EPI1488183|HA|A/Laos/2581/2018|EPI_ISL_364102|A_/_H1N1,0.012367,0.012525,0.000158
EPI1328963|HA|A/Oman/6053/2018|EPI_ISL_332857|A_/_H1N1,0.019435,0.019863,0.000429
EPI1329687|HA|A/Abu_Dhabi/105/2018|EPI_ISL_333020|A_/_H1N1,0.017668,0.017984,0.000316
EPI1334069|HA|A/Oman/4852/2018|EPI_ISL_333658|A_/_H1N1,0.021201,0.021888,0.000686
EPI1190108|HA|A/KANAGAWA/AC1718/2018|EPI_ISL_301756|A_/_H1N1,0.021201,0.021749,0.000547
EPI1370197|HA|A/Bursa/1874/2018|EPI_ISL_341340|A_/_H1N1,0.022968,0.023744,0.000775
EPI1370195|HA|A/Istanbul/1683/2018|EPI_ISL_341339|A_/_H1N1,0.014134,0.014340,0.000206
EPI1420279|HA|A/Philippines/71/2018|EPI_ISL_351747|A_/_H1N1,0.017668,0.018033,0.000365
EPI1433940|HA|A/Laos/2649/2018|EPI_ISL_354342|A_/_H1N1,0.019435,0.019986,0.000552
EPI1281616|HA|A/Chiang_Rai/11/2018|EPI_ISL_322757|A_/_H1N1,0.015901,0.016135,0.000234
EPI1297216|HA|A/Philippines/21/2018|EPI_ISL_326761|A_/_H1N1,0.019435,0.020028,0.000594
EPI1319848|HA|A/Cardiff/6185/2018|EPI_ISL_331387|A_/_H1N1,0.019435,0.019843,0.000408
EPI1355904|HA|A/England/593/2018|EPI_ISL_338409|A_/_H1N1,0.019435,0.019840,0.000405
EPI1215686|HA|A/Sweden/15/2018|EPI_ISL_307076|A_/_H1N1,0.021201,0.021858,0.000656
EPI1538381|HA|A/England/7518/2018|EPI_ISL_376401|A_/_H1N1,0.017668,0.017944,0.000276
EPI1259039|HA|A/Switzerland/6244/2018|EPI_ISL_315739|A_/_H1N1,0.015901,0.016170,0.000269
EPI1242922|HA|A/Perth/14/2018|EPI_ISL_312217|A_/_H1N1,0.019435,0.019754,0.000319
EPI1319381|HA|A/Victoria/22/2018|EPI_ISL_331301|A_/_H1N1,0.022968,0.023473,0.000505
EPI1279569|HA|A/Townsville/11/2018|EPI_ISL_322323|A_/_H1N1,0.017668,0.018069,0.000401
EPI1358907|HA|A/Newcastle/85/2018|EPI_ISL_339051|A_/_H1N1,0.017668,0.018144,0.000476
EPI1359575|HA|A/Victoria/2162/2018|EPI_ISL_339231|A_/_H1N1,0.017668,0.018084,0.000416
EPI1359563|HA|A/Victoria/2128/2018|EPI_ISL_339227|A_/_H1N1,0.017668,0.018050,0.000382
EPI1359668|HA|A/South_Australia/221/2018|EPI_ISL_339263|A_/_H1N1,0.012367,0.012625,0.000257
EPI1283244|HA|A/Brisbane/121/2018|EPI_ISL_323091|A_/_H1N1,0.017668,0.018083,0.000415
EPI1297237|HA|A/Sydney/131/2018|EPI_ISL_326768|A_/_H1N1,0.021201,0.021658,0.000457
EPI1324183|HA|A/Florida/103/2018|EPI_ISL_332014|A_/_H1N1,0.019435,0.019830,0.000395
EPI1343776|HA|A/Iowa/73/2018|EPI_ISL_335744|A_/_H1N1,0.015901,0.016175,0.000274
EPI1349486|HA|A/Florida/126/2018|EPI_ISL_336628|A_/_H1N1,0.019435,0.019901,0.000467
EPI1357354|HA|A/Michigan/419/2018|EPI_ISL_338675|A_/_H1N1,0.019435,0.019914,0.000479
EPI1214251|HA|A/Alaska/19/2018|EPI_ISL_306776|A_/_H1N1,0.019435,0.019852,0.000418
