Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2667042|HA|A/Surat_Thani/P3935/2022|EPI_ISL_16613583|A_/_H1N1,0.000000,0.000001,0.000001
EPI2093894|HA|A/Abu_Dhabi/4277354/2022|EPI_ISL_13894471|A_/_H1N1,0.028269,0.029010,0.000741
EPI2461271|HA|A/Qatar/10-VI-22-2099096/2022|EPI_ISL_17204416|A_/_H1N1,0.033569,0.034630,0.001061
EPI2318975|HA|A/Bishkek/S-58SARI/2022|EPI_ISL_16714052|A_/_H1N1,0.031802,0.032593,0.000790
EPI2541975|HA|A/Palestine/8T/2022|EPI_ISL_17608695|A_/_H1N1,0.035336,0.036357,0.001022
EPI2585769|HA|A/ABUDHABI/UAE/0003318/2022|EPI_ISL_17776869|A_/_H1N1,0.035336,0.036589,0.001253
EPI2363642|HA|A/Pakistan/353/2022|EPI_ISL_16830554|A_/_H1N1,0.031802,0.032742,0.000940
EPI2260226|HA|A/Catalonia/NSVH101974424/2022|EPI_ISL_16258264|A_/_H1N1,0.035336,0.036659,0.001324
EPI2214090|HA|A/England/223840510/2022|EPI_ISL_15740756|A_/_H1N1,0.030035,0.031011,0.000975
EPI2207119|HA|A/Deeside/1535/2022|EPI_ISL_15677016|A_/_H1N1,0.045936,0.047641,0.001705
EPI2240803|HA|A/Navarra/4050/2022|EPI_ISL_16074739|A_/_H1N1,0.226148,0.304347,0.078198
EPI2384217|HA|A/Canberra/538/2022|EPI_ISL_16864421|A_/_H1N1,0.031802,0.032800,0.000997
EPI2235637|HA|A/Sydney/1325/2022|EPI_ISL_16003421|A_/_H1N1,0.035336,0.036442,0.001106
EPI2249111|HA|A/Iowa/39/2022|EPI_ISL_16199375|A_/_H1N1,0.031802,0.032587,0.000785
EPI2345064|HA|A/Maine/35/2022|EPI_ISL_16764045|A_/_H1N1,0.044170,0.045794,0.001624
EPI2347151|HA|A/Florida/116/2022|EPI_ISL_16764981|A_/_H1N1,0.031802,0.032725,0.000923
