Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2759303|HA|A/Malaysia/TIDREC_KJA-AUFI030/2023|EPI_ISL_18317772|A_/_H1N1,0.021201,0.021536,0.000335
EPI2903666|HA|A/Jeonbuk/2476/2023|EPI_ISL_18744092|A_/_H1N1,0.010601,0.010658,0.000057
EPI2903668|HA|A/Jeonnam/2178/2023|EPI_ISL_18744093|A_/_H1N1,0.008834,0.008882,0.000048
EPI2903642|HA|A/Gyeonggi/2000/2023|EPI_ISL_18744080|A_/_H1N1,0.014134,0.014196,0.000061
EPI2903624|HA|A/Chungbuk/2333/2023|EPI_ISL_18744071|A_/_H1N1,0.010601,0.010612,0.000011
EPI2539500|HA|A/Surat_Thani/P578/2023|EPI_ISL_17597837|A_/_H1N1,0.030035,0.030734,0.000698
EPI2539436|HA|A/Chiang_Rai/P912/2023|EPI_ISL_17597829|A_/_H1N1,0.026502,0.027136,0.000634
EPI2904109|HA|A/Laos/F4161/2023|EPI_ISL_18744505|A_/_H1N1,0.022968,0.023364,0.000396
EPI2759833|HA|A/Chiang_Rai/P3815/2023|EPI_ISL_18320338|A_/_H1N1,0.022968,0.023464,0.000495
EPI2678866|HA|A/Laos/1952/2023|EPI_ISL_18091923|A_/_H1N1,0.024735,0.025744,0.001009
EPI2881986|HA|A/Oman/CPHL_7236077/2023|EPI_ISL_18716431|A_/_H1N1,0.014134,0.014240,0.000105
EPI3633772|HA|A/Laos/00819-1959/2023|EPI_ISL_19536574|A_/_H1N1,0.028269,0.028894,0.000626
EPI3194850|HA|A/SHIGA/62/2023|EPI_ISL_19045754|A_/_H1N1,0.024735,0.025307,0.000572
EPI3194858|HA|A/CHIBA/162/2023|EPI_ISL_19045755|A_/_H1N1,0.014134,0.014183,0.000049
EPI2468145|HA|A/TOKYO/SH01/2023|EPI_ISL_17244640|A_/_H1N1,0.024735,0.025480,0.000746
EPI2734565|HA|A/Myanmar/I036/2023|EPI_ISL_18231482|A_/_H1N1,0.022968,0.023522,0.000554
EPI2735199|HA|A/Gwangju/983/2023|EPI_ISL_18231896|A_/_H1N1,0.022968,0.023960,0.000992
EPI2868817|HA|A/HIROSHIMA/135/2023|EPI_ISL_18692906|A_/_H1N1,0.014134,0.014285,0.000151
EPI2963804|HA|A/Singapore/GP13329/2023|EPI_ISL_18831313|A_/_H1N1,0.022968,0.023447,0.000479
EPI2963298|HA|A/Singapore/KK1647/2023|EPI_ISL_18831069|A_/_H1N1,0.024735,0.025107,0.000372
EPI2793243|HA|A/Daejeon/1531/2023|EPI_ISL_18506252|A_/_H1N1,0.022968,0.023468,0.000500
EPI2793213|HA|A/Seoul/1471/2023|EPI_ISL_18506241|A_/_H1N1,0.026502,0.027189,0.000688
EPI2801009|HA|A/Chanthaburi/P4630/2023|EPI_ISL_18540016|A_/_H1N1,0.022968,0.023614,0.000646
EPI3181903|HA|A/ABUDHABI/UAE/0015142/2023|EPI_ISL_19031922|A_/_H1N1,0.022968,0.023535,0.000567
EPI3181242|HA|A/ABUDHABI/UAE/0000700/2023|EPI_ISL_19031591|A_/_H1N1,0.014134,0.014337,0.000203
EPI3226378|HA|A/Malaysia/IMR-RM509/2023|EPI_ISL_19065702|A_/_H1N1,0.028269,0.028887,0.000618
EPI2744125|HA|A/Ranong/P3102/2023|EPI_ISL_18246518|A_/_H1N1,0.015901,0.016210,0.000309
EPI3782201|HA|A/ABUDHABI/UAE/0015717/2023|EPI_ISL_19659360|A_/_H1N1,0.022968,0.023407,0.000439
EPI3782249|HA|A/ABUDHABI/UAE/0012892/2023|EPI_ISL_19659366|A_/_H1N1,0.026502,0.027335,0.000834
EPI3782084|HA|A/ABUDHABI/UAE/0014071/2023|EPI_ISL_19659345|A_/_H1N1,0.022968,0.023438,0.000470
EPI3782620|HA|A/ABUDHABI/UAE/0017196/2023|EPI_ISL_19660010|A_/_H1N1,0.026502,0.027080,0.000579
EPI2920493|HA|A/Galicia/21452225735/2023|EPI_ISL_18776508|A_/_H1N1,0.026502,0.027044,0.000542
EPI3080538|HA|A/CastillaLaMancha/240417/2023|EPI_ISL_18942797|A_/_H1N1,0.005300,0.005304,0.000004
EPI2794765|HA|A/England/233240349/2023|EPI_ISL_18516493|A_/_H1N1,0.026502,0.026909,0.000407
