Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4466040|HA|A/Bangkok/P1226/2025|EPI_ISL_20054439|A_/_H1N1,0.012367,0.012492,0.000125
EPI4569164|HA|A/Singapore/TT0288/2025|EPI_ISL_20087251|A_/_H1N1,0.003534,0.003524,-0.000009
EPI4569149|HA|A/Singapore/EN0019/2025|EPI_ISL_20087249|A_/_H1N1,0.028269,0.029081,0.000813
EPI4569235|HA|A/Singapore/KK0385/2025|EPI_ISL_20087260|A_/_H1N1,0.010601,0.010722,0.000121
EPI4569014|HA|A/Singapore/GP1040/2025|EPI_ISL_20087232|A_/_H1N1,0.008834,0.008892,0.000058
EPI4466834|HA|A/Philippines/SARI25-0988/2025|EPI_ISL_20054796|A_/_H1N1,0.010601,0.010685,0.000084
EPI4570542|HA|A/Laos/00819-3151/2025|EPI_ISL_20087504|A_/_H1N1,0.022928,0.023534,0.000607
EPI4409343|HA|A/Malaysia/MKAI_CL29911/2025|EPI_ISL_19893420|A_/_H1N1,0.012367,0.012495,0.000127
EPI4585242|HA|A/Vietnam/5123/2025|EPI_ISL_20092435|A_/_H1N1,0.008834,0.008912,0.000078
EPI4585319|HA|A/Philippines/ILI25-0566/2025|EPI_ISL_20092445|A_/_H1N1,0.007067,0.007080,0.000012
EPI4327500|HA|A/IBARAKI/9/2025|EPI_ISL_19864098|A_/_H1N1,0.007067,0.007128,0.000060
EPI4668311|HA|A/Tak/1054/2025|EPI_ISL_20159167|A_/_H1N1,0.007067,0.007148,0.000081
EPI4335825|HA|A/YAMAGATA/72/2025|EPI_ISL_19867627|A_/_H1N1,0.007067,0.007100,0.000033
EPI4592117|HA|A/YOKOHAMA/50/2025|EPI_ISL_20097259|A_/_H1N1,0.035336,0.037236,0.001901
EPI4596675|HA|A/Singapore/KK0285/2025|EPI_ISL_20099737|A_/_H1N1,0.010601,0.010720,0.000120
EPI4439938|HA|A/TOKYO/EIS11-811/2025|EPI_ISL_19907006|A_/_H1N1,0.008834,0.008917,0.000083
EPI4624337|HA|A/Taiwan/S26887/2025|EPI_ISL_20136655|A_/_H1N1,0.008834,0.009103,0.000269
EPI4442386|HA|A/Lebanon/AU-9152/2025|EPI_ISL_19908717|A_/_H1N1,0.007067,0.007070,0.000003
EPI4103389|HA|A/KANAGAWA/AC2408/2025|EPI_ISL_19778353|A_/_H1N1,0.015901,0.016206,0.000305
EPI4444085|HA|A/Lebanon/AU-8907/2025|EPI_ISL_19909660|A_/_H1N1,0.001808,0.001806,-0.000002
EPI4111374|HA|A/Vietnam/PF124503/2025|EPI_ISL_19780795|A_/_H1N1,0.007067,0.007077,0.000009
EPI4111432|HA|A/Vietnam/PF324366/2025|EPI_ISL_19780804|A_/_H1N1,0.007067,0.007097,0.000030
EPI4634392|HA|A/Taiwan/S26883/2025|EPI_ISL_20142084|A_/_H1N1,0.007067,0.007094,0.000027
EPI4025735|HA|A/Chiang_Rai/F561/2025|EPI_ISL_19753506|A_/_H1N1,0.008834,0.008873,0.000039
EPI4235418|HA|A/Seoul/649/2025|EPI_ISL_19822408|A_/_H1N1,0.026502,0.027258,0.000756
EPI4467988|HA|A/Galicia/44224586/2025|EPI_ISL_20055313|A_/_H1N1,0.010601,0.010693,0.000092
