Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI342543|HA|A/Oman/1102/2011|EPI_ISL_99154|A_/_H1N1,0.000000,0.000001,0.000001
EPI346713|HA|A/Kazakhstan/2081/2011|EPI_ISL_99932|A_/_H1N1,0.017668,0.018036,0.000368
EPI348493|HA|A/SAITAMA/319/2011|EPI_ISL_101369|A_/_H1N1,0.019435,0.019822,0.000388
EPI349533|HA|A/Taiwan/1018/2011|EPI_ISL_101903|A_/_H1N1,0.021201,0.022045,0.000843
EPI349537|HA|A/Taiwan/552/2011|EPI_ISL_101907|A_/_H1N1,0.022968,0.023722,0.000754
EPI349536|HA|A/Taiwan/67/2011|EPI_ISL_101906|A_/_H1N1,0.014134,0.014283,0.000149
EPI349539|HA|A/Taiwan/1150/2011|EPI_ISL_101909|A_/_H1N1,0.022968,0.023541,0.000573
EPI355206|HA|A/Sapporo/163/2011|EPI_ISL_104868|A_/_H1N1,0.021201,0.022219,0.001018
EPI366346|HA|A/Vietnam/108/2011|EPI_ISL_115090|A_/_H1N1,0.022968,0.023472,0.000504
EPI612851|HA|A/Yamagata/203/2011|EPI_ISL_188961|A_/_H1N1,0.021201,0.021567,0.000366
EPI346387|HA|A/Stockholm/27/2011|EPI_ISL_99779|A_/_H1N1,0.021201,0.021660,0.000458
EPI358504|HA|A/ENG/114940161/2011|EPI_ISL_107428|A_/_H1N1,0.010601,0.010661,0.000060
EPI319615|HA|A/Ukraine/3/2011|EPI_ISL_90800|A_/_H1N1,0.017668,0.017976,0.000308
EPI334702|HA|A/Slovenia/861/2011|EPI_ISL_95550|A_/_H1N1,0.022968,0.023520,0.000551
EPI566454|HA|A/Perth/33/2011|EPI_ISL_172959|A_/_H1N1,0.021201,0.022172,0.000970
EPI349365|HA|A/Florida/36/2011|EPI_ISL_101593|A_/_H1N1,0.017668,0.017878,0.000211
EPI309803|HA|A/Arizona/01/2011|EPI_ISL_88059|A_/_H1N1,0.017668,0.017852,0.000184
EPI316342|HA|A/Delaware/06/2011|EPI_ISL_88073|A_/_H1N1,0.017668,0.017872,0.000204
EPI309946|HA|A/Maine/03/2011|EPI_ISL_88098|A_/_H1N1,0.024735,0.025314,0.000579
