Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230121|HA|A/NIIGATA/1459/2009|EPI_ISL_65887|A_/_H1N1,0.007067,0.007096,0.000029
EPI190831|HA|A/Taiwan/T1773/2009|EPI_ISL_33944|A_/_H1N1,0.007055,0.007052,-0.000003
EPI232996|HA|A/SAPPORO/464/2009|EPI_ISL_66729|A_/_H1N1,0.007067,0.007076,0.000009
EPI233003|HA|A/YAMAGUCHI/184/2009|EPI_ISL_66736|A_/_H1N1,0.007067,0.007038,-0.000029
EPI240592|HA|A/HIROSHIMA-C/395/2009|EPI_ISL_69056|A_/_H1N1,0.007067,0.007064,-0.000003
EPI349527|HA|A/Taiwan/1017/2009|EPI_ISL_101897|A_/_H1N1,0.007067,0.007084,0.000017
EPI349526|HA|A/Taiwan/11706/2009|EPI_ISL_101896|A_/_H1N1,0.007067,0.007063,-0.000004
EPI241772|HA|A/TOCHIGI/356/2009|EPI_ISL_69740|A_/_H1N1,0.007067,0.007090,0.000023
EPI248540|HA|A/SHIZUOKA-C/172/2009|EPI_ISL_71613|A_/_H1N1,0.008834,0.008810,-0.000024
EPI254654|HA|A/Daejeon/1871/2009|EPI_ISL_74102|A_/_H1N1,0.007067,0.007080,0.000013
EPI255807|HA|A/Thailand/THB0405/2009|EPI_ISL_74415|A_/_H1N1,0.007067,0.007063,-0.000004
EPI263419|HA|A/Singapore/GP3441/2009|EPI_ISL_75728|A_/_H1N1,0.007067,0.007183,0.000116
EPI263429|HA|A/Singapore/GP4381/2009|EPI_ISL_75733|A_/_H1N1,0.007067,0.007074,0.000007
EPI263435|HA|A/Singapore/GP4697/2009|EPI_ISL_75736|A_/_H1N1,0.007067,0.007054,-0.000013
EPI277593|HA|A/Amman/WR0060N/2009|EPI_ISL_78800|A_/_H1N1,0.014184,0.014420,0.000236
EPI277609|HA|A/Taipei/WR0193T/2009|EPI_ISL_78802|A_/_H1N1,0.005319,0.005340,0.000020
EPI277641|HA|A/Bishkek/WR0881T/2009|EPI_ISL_78806|A_/_H1N1,0.014184,0.014505,0.000321
EPI277801|HA|A/Ankara/WR1429T/2009|EPI_ISL_78826|A_/_H1N1,0.012411,0.012516,0.000104
EPI277833|HA|A/Taipei/WR1472T/2009|EPI_ISL_78830|A_/_H1N1,0.014184,0.014452,0.000267
EPI297094|HA|A/Sendai/TU385/2009|EPI_ISL_84677|A_/_H1N1,0.007067,0.007074,0.000007
EPI297101|HA|A/Sendai/TU396/2009|EPI_ISL_84684|A_/_H1N1,0.008834,0.008869,0.000035
EPI297106|HA|A/Sendai/TU402/2009|EPI_ISL_84689|A_/_H1N1,0.007067,0.007106,0.000039
EPI297133|HA|A/Sendai/TU447/2009|EPI_ISL_84716|A_/_H1N1,0.008834,0.008868,0.000034
EPI297181|HA|A/Sendai/TU589/2009|EPI_ISL_84764|A_/_H1N1,0.008834,0.008865,0.000031
EPI297185|HA|A/Sendai/TU587/2009|EPI_ISL_84768|A_/_H1N1,0.010601,0.010794,0.000193
EPI297194|HA|A/Sendai/TU620/2009|EPI_ISL_84777|A_/_H1N1,0.007067,0.007080,0.000013
EPI307264|HA|A/Taiwan/7949/2009|EPI_ISL_87441|A_/_H1N1,0.007067,0.007059,-0.000009
EPI210034|HA|A/FUKUOKA-C/2/2009|EPI_ISL_60011|A_/_H1N1,0.010601,0.010638,0.000037
EPI212534|HA|A/Nagasaki/HA-14/2009|EPI_ISL_61244|A_/_H1N1,0.007067,0.007197,0.000130
EPI213909|HA|A/Singapore/TLL52/2009|EPI_ISL_61491|A_/_H1N1,0.008834,0.008889,0.000055
EPI213910|HA|A/Singapore/TLL53/2009|EPI_ISL_61492|A_/_H1N1,0.008834,0.008838,0.000004
EPI230191|HA|A/Stockholm/107/2009|EPI_ISL_65945|A_/_H1N1,0.007067,0.007068,0.000001
EPI244706|HA|A/Sweden/1/2009|EPI_ISL_70643|A_/_H1N1,0.212389,0.297430,0.085040
EPI245697|HA|A/Stockholm/1/2009|EPI_ISL_70809|A_/_H1N1,0.210619,0.293501,0.082882
EPI386893|HA|A/Scotland/Aberdeen_2/2009|EPI_ISL_125732|A_/_H1N1,0.007067,0.007055,-0.000012
EPI386933|HA|A/Scotland/Aberdeen_8/2009|EPI_ISL_125760|A_/_H1N1,0.007067,0.007064,-0.000003
EPI387030|HA|A/Scotland/Perth_09V501016/2009|EPI_ISL_125774|A_/_H1N1,0.014134,0.014183,0.000049
EPI323711|HA|A/England/H093780041/2009|EPI_ISL_93111|A_/_H1N1,0.007067,0.007062,-0.000005
EPI392060|HA|A/Scotland/Glasgow_412286/2009|EPI_ISL_127992|A_/_H1N1,0.014134,0.014340,0.000206
EPI392087|HA|A/Scotland/EastKilbride_412770/2009|EPI_ISL_127996|A_/_H1N1,0.007067,0.007086,0.000018
EPI392129|HA|A/Scotland/Glasgow_413886/2009|EPI_ISL_128004|A_/_H1N1,0.014134,0.014373,0.000239
EPI336133|HA|A/England/909/2009|EPI_ISL_96157|A_/_H1N1,0.007067,0.007059,-0.000008
